duration_D,app,har,dba,source,t01,t02,t03,t05,t06,t07,t09,t10,t11,t12,t13,t14,t15,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_duration_D_t07,effort_D
0.0064596906,0.7972434,0.47308788,0.725968,0.4063079,0.26119012,0.6457149,0.5192925,0.601509,0.756961,0.65395087,0.67686164,0.6613148,0.56840724,0.80671346,0.48491478,0.03834036,0.7462267,0.16486302,0.23418611,0.1793665,0.03374973,0.3487313
-0.029128745,0.9430483,0.5945878,0.8896139,0.35849926,0.26797032,0.817822,0.7670047,0.81205004,1.0086181,0.95114297,0.9122437,0.91647923,0.8410416,1.136633,0.6217834,-0.0773164,1.0447184,0.23523821,0.46165937,0.31549132,0.08738913,0.5621413
0.017735861,0.83724624,0.4058566,0.68661475,0.48420894,0.26441938,0.6331532,0.40030277,0.5876106,0.6976005,0.60924315,0.62373865,0.6200103,0.54388326,0.70953184,0.45605138,0.12265204,0.66247845,0.16166137,0.19217299,0.16918965,0.043931402,0.26878163
-0.1004984,1.6576107,0.78832966,1.1035825,0.4409201,0.26893514,1.058569,0.86969256,0.9429423,1.1464751,1.1761454,0.93518865,1.0339713,0.8070043,1.3317397,0.77699256,-0.07842542,1.1847378,0.30171698,0.5080748,0.2550194,0.23266238,0.6869651
-0.06675737,1.0110404,0.40755057,0.73428285,0.3316171,0.21461552,0.6864161,0.50776786,0.60246205,0.6904982,0.666265,0.5798854,0.6841168,0.49972478,0.7757024,0.45754302,0.045949068,0.7098753,0.15739717,0.22164127,0.113401465,0.06815462,0.35105506
-0.09248423,1.2507484,0.6779944,1.0075612,0.32153258,0.23256221,1.0110817,0.89600086,0.8851548,1.1426003,1.023941,0.89402395,0.90940875,0.79267836,1.2512513,0.7208748,-0.122082904,1.1252048,0.25188476,0.5230019,0.23641406,0.15995203,0.607693
0.30674252,1.1018509,0.89606744,0.9362853,0.39726093,0.5180336,0.94945925,0.97906274,0.9447174,1.1959462,1.5503509,1.3392993,1.2442183,1.4781318,1.4923807,0.8079526,-0.15354763,1.3181992,0.5016023,0.85737604,0.70356196,0.3319086,0.9002992
0.08241962,0.8727488,0.47213128,0.7351777,0.510765,0.33244944,0.6820342,0.41834956,0.5620951,0.75608546,0.72709495,0.70713586,0.7006667,0.7014542,0.77970886,0.5041217,0.093010865,0.71388066,0.2028654,0.25253308,0.23126191,0.07659066,0.33077937
0.5548234,0.8710792,0.87326217,0.83265865,0.56776094,0.74927574,0.8512628,0.7776101,0.8028375,1.0405288,1.5639062,1.3539717,1.2247528,1.5842135,1.3102647,0.73780096,0.1770338,1.1044407,0.49629566,0.82532024,0.76154,0.4443307,0.7535542
0.42437935,0.81568736,0.73709834,0.7461213,0.5415875,0.6285067,0.7699371,0.65834713,0.71202415,0.91220796,1.2907301,1.1452008,1.0248443,1.3141714,1.1264246,0.6514814,0.14786196,0.96064156,0.41322356,0.6525676,0.6052334,0.34529367,0.6047457
0.2544342,0.76331645,0.57099056,0.7074481,0.4804948,0.44020408,0.65838516,0.5178155,0.60800487,0.76533073,0.92959726,0.87300706,0.76595336,0.9474237,0.8819831,0.53096527,0.059718624,0.7670197,0.32023638,0.41699404,0.41295987,0.18484701,0.4442762
-0.047417954,0.80256253,0.41573277,0.7404271,0.47373176,0.23907761,0.6852761,0.47607046,0.64301044,0.77262133,0.6053094,0.64720017,0.64242035,0.5372166,0.78098196,0.4678388,0.09461279,0.7318239,0.13129702,0.22312385,0.11948908,-2.0410866e-05,0.2994867
-0.01540909,0.84345716,0.44915998,0.750916,0.3637166,0.25454834,0.6627943,0.54240954,0.6081288,0.7568655,0.6729125,0.66402715,0.7053521,0.5771564,0.8270829,0.48546833,0.040583536,0.7508042,0.1665526,0.24656197,0.17453435,0.042848356,0.35459843
0.11334992,0.7788585,0.51957387,0.70369214,0.38936472,0.33755663,0.6531942,0.55474097,0.6259109,0.7769366,0.8194544,0.7827353,0.7598199,0.7577024,0.91156894,0.5212987,0.0092146695,0.7931642,0.24213843,0.3409133,0.31660432,0.107193604,0.43960235
0.45751542,1.0077752,0.9156794,0.8196103,0.15166461,0.6642308,0.9315474,1.0585911,0.8351599,1.0535024,1.6407597,1.3317274,1.3576801,1.5392946,1.5563353,0.7685926,-0.006322898,1.3306454,0.5755331,0.9149516,0.7854261,0.49243942,0.9729691
0.0008453652,0.84814066,0.3498736,0.63170314,0.37428918,0.21425137,0.56892276,0.3777466,0.509681,0.59842825,0.5381352,0.52054834,0.58256215,0.43886316,0.6392027,0.41713446,0.11747706,0.5895148,0.13205239,0.15928759,0.10241835,0.04156594,0.26015106
-0.006073352,0.8400027,0.4168787,0.7144332,0.48551834,0.24508694,0.65113723,0.4282476,0.56914014,0.72794753,0.6064804,0.6245927,0.6475188,0.5419356,0.72611296,0.47897524,0.0925904,0.69759005,0.14331836,0.1853395,0.15118894,0.020186521,0.29476875
-0.057694823,1.1258125,0.5060857,0.8846491,0.33749947,0.215271,0.80857223,0.64741844,0.67203414,0.86664504,0.8429415,0.7373019,0.8046778,0.6472066,0.964432,0.57672894,-0.060363203,0.8569687,0.18990797,0.33161932,0.19710958,0.08620195,0.48960805
0.23670214,0.7491692,0.5340458,0.68998283,0.52385694,0.43624675,0.6552694,0.44165835,0.550869,0.7365815,0.8655123,0.82255155,0.757936,0.8767485,0.8248705,0.50327706,0.1493548,0.7183752,0.2730714,0.35261434,0.3681886,0.17161776,0.39716902
-0.006399546,0.87397695,0.44032165,0.7175319,0.5429398,0.26652002,0.62648195,0.38815287,0.56090593,0.6907227,0.5408608,0.6045694,0.57981735,0.47166875,0.6836514,0.47274256,0.17551196,0.64729977,0.118836224,0.12859939,0.10090394,0.024484143,0.24487327
0.056800805,0.8268136,0.42618108,0.6838689,0.5508648,0.2874841,0.62569237,0.36706132,0.5250869,0.68266517,0.6106887,0.6397714,0.6107333,0.5907953,0.68844885,0.46648276,0.15390745,0.6487909,0.16710907,0.1701748,0.16235873,0.05578223,0.2596855
-0.014620006,1.2717268,0.68984836,0.9615895,0.05181835,0.39776587,0.9456048,0.8475669,0.7804884,0.83181715,1.0839158,0.8490547,1.0051118,0.6914181,1.1240215,0.53692573,-0.071812645,1.0008966,0.30553368,0.44873774,0.26395017,0.25648794,0.68641514
0.023054909,0.91190326,0.46706015,0.7492057,0.41953635,0.2594145,0.6731893,0.50066257,0.58988243,0.76707786,0.70453227,0.67859036,0.72768945,0.6392833,0.8266147,0.4992151,0.026458107,0.7623688,0.17838912,0.2701584,0.20650679,0.065470144,0.39228067
0.006442882,0.8536405,0.48576954,0.7399484,0.5021283,0.27403343,0.6447414,0.481233,0.637415,0.77012974,0.65438926,0.6865648,0.66538906,0.5795332,0.79356253,0.50837064,0.08380765,0.75486296,0.16397719,0.21850625,0.17546378,0.037815347,0.32190824
0.17550379,0.88854516,0.6239266,0.8362304,0.48076373,0.3849451,0.7367277,0.6422398,0.73033476,0.9317713,1.0492027,1.0029529,0.9062315,1.0350219,1.0436156,0.62274224,-0.046295375,0.9371307,0.32312572,0.5005133,0.4348433,0.15182818,0.5585056
0.0072819106,0.9341047,0.5087273,0.7937498,0.48584628,0.26940215,0.7176054,0.5257523,0.6566021,0.8373794,0.73952496,0.73753047,0.7307408,0.6640899,0.8721162,0.54550725,0.02148322,0.8136334,0.19425663,0.28332892,0.21202356,0.04133728,0.38994184
-0.03233914,0.7804997,0.42748502,0.74700284,0.47508392,0.25800222,0.672952,0.4799043,0.6337738,0.7711937,0.6034138,0.64573187,0.6301229,0.53591967,0.77595377,0.47230938,0.09473422,0.72118574,0.13432652,0.21886519,0.13109729,-0.005190406,0.29726386
0.4955978,0.8405999,0.84521604,0.72561175,0.3812954,0.68791306,0.7940107,0.865674,0.7550132,0.93033385,1.4861649,1.2561946,1.1682545,1.4569621,1.3110512,0.7013438,0.08951988,1.1043618,0.49828637,0.7827066,0.7288426,0.43454757,0.76861346
-0.0044484697,0.7472397,0.46533257,0.7649297,0.5431308,0.31452167,0.72603613,0.47660536,0.6274582,0.80261755,0.6003104,0.6846796,0.61602026,0.5573724,0.7773185,0.47632107,0.15221038,0.72297865,0.13970684,0.2284286,0.1462551,0.022410773,0.27855024
-0.060972884,1.1896422,0.55344474,0.8743377,0.27612668,0.24388346,0.8387925,0.70424616,0.7335982,0.89311296,0.92551565,0.7678283,0.87427276,0.6770474,1.0768104,0.58373725,-0.09086338,0.96490175,0.24388899,0.34151462,0.22551773,0.1290733,0.5413227
0.0041068867,0.740463,0.37142822,0.6353585,0.43532994,0.2496962,0.6080773,0.38179365,0.5182577,0.63989353,0.5195428,0.5629809,0.5403064,0.48607036,0.66669244,0.43426013,0.12751581,0.59036696,0.14137186,0.15820402,0.09452854,0.031224847,0.2174764
-0.111357056,1.0077689,0.43564823,0.8386372,0.45394167,0.17072888,0.77222997,0.5667244,0.7307732,0.8551358,0.7106292,0.70724076,0.76012343,0.60361254,0.89165264,0.5159873,0.036821045,0.8340328,0.1408142,0.30500996,0.12263749,0.03577301,0.37319812
0.0040587448,0.8987967,0.4315034,0.71166724,0.5535932,0.25602853,0.6268712,0.3795563,0.54873204,0.6829252,0.56729907,0.6079798,0.6062431,0.49107277,0.6873456,0.4738692,0.17157099,0.657548,0.12497032,0.12862216,0.1120544,0.03150305,0.25099492
0.07571158,0.7987477,0.45440203,0.6804405,0.45824248,0.30814648,0.62397474,0.44398344,0.54823154,0.7247415,0.6909357,0.6921183,0.6828134,0.6342275,0.78638244,0.47636202,0.066065565,0.7110376,0.18828845,0.22903034,0.23679967,0.06967908,0.33949268
-0.103150375,1.3174508,0.6198328,0.9072385,0.2706019,0.24817763,0.9046334,0.71075827,0.7651376,0.9058238,0.9290994,0.76615876,0.84577954,0.6218469,1.0474598,0.5897096,-0.060990155,0.9385236,0.2635846,0.4095276,0.18989798,0.16212183,0.5649057
0.014701214,0.9186669,0.4805787,0.78562856,0.46008238,0.27526006,0.6978665,0.47502887,0.5657129,0.773074,0.6702855,0.66452384,0.6785063,0.6006404,0.75309753,0.51936007,0.03906861,0.7184773,0.17468743,0.24116525,0.2022243,0.03953679,0.35505122
0.027409652,1.142041,0.53983045,0.7852875,0.05511435,0.4042037,0.76101565,0.60210735,0.59362143,0.60275954,0.82124835,0.64995253,0.81778413,0.48834908,0.80729574,0.40761948,0.06671548,0.67639667,0.22916481,0.30212447,0.18358454,0.22616532,0.48707
0.03558013,0.85239756,0.4179654,0.7067995,0.5358794,0.30166286,0.64573365,0.3653466,0.5405228,0.70334655,0.61117417,0.6355027,0.6397449,0.56806076,0.7099411,0.4931186,0.16211772,0.66124755,0.15935756,0.14733335,0.1597013,0.04250329,0.26763454
0.18017316,0.9564259,0.5918222,0.77897125,0.17500392,0.38348448,0.76843596,0.7508019,0.6828357,0.85966605,1.1238621,0.9170742,1.0395705,1.024303,1.1517953,0.58034873,-0.111801475,0.9648542,0.36900485,0.54670376,0.46421462,0.25134984,0.6730101
0.04407314,0.8496694,0.43318576,0.70479095,0.5191518,0.2963639,0.6364997,0.38556075,0.529416,0.71100837,0.63655883,0.64772874,0.66282046,0.58847874,0.7294753,0.47412756,0.12972145,0.68268836,0.16183035,0.17745104,0.18655577,0.04877332,0.2908426
-0.015699051,0.90042657,0.40082762,0.68096423,0.4301041,0.23853777,0.6043812,0.40144205,0.52723134,0.63275015,0.55022985,0.5534081,0.58998054,0.45227784,0.6683633,0.4378108,0.13186556,0.616088,0.134634,0.1373343,0.10657849,0.036207765,0.2658606
0.016979255,0.8552024,0.37298015,0.6568773,0.319875,0.2424297,0.5665048,0.41190317,0.49899247,0.5555054,0.5510634,0.5000779,0.60484326,0.44027898,0.62062985,0.3650527,0.08635806,0.56036913,0.14315712,0.14314823,0.10860553,0.06350862,0.27832195
0.17029446,0.75671774,0.48604164,0.679236,0.5819812,0.3909399,0.62544036,0.35975814,0.5147633,0.6723047,0.6813624,0.6999931,0.6192003,0.70075893,0.7082089,0.47172374,0.19201946,0.63901925,0.21630764,0.21046895,0.25747314,0.10602695,0.2766316
0.29684335,0.74953413,0.59617287,0.68279195,0.54718584,0.49024582,0.67711943,0.4847782,0.5852921,0.7577847,0.93802094,0.8903812,0.77002686,0.9725411,0.87647235,0.53870755,0.16275479,0.7587421,0.3165894,0.41341278,0.4258395,0.2174021,0.43078876
0.009858992,0.91125315,0.5543202,0.80721223,0.51349735,0.27433997,0.70727116,0.5301027,0.6448628,0.83543277,0.68792117,0.7261281,0.6690717,0.62061423,0.8436322,0.5564486,0.051657777,0.78816247,0.17450687,0.2782172,0.17204516,0.038263045,0.37671435
-0.11715514,1.0400486,0.45124683,0.8214726,0.32799032,0.20444116,0.7959199,0.5967332,0.69936544,0.8366141,0.7412303,0.6931177,0.72904396,0.55400836,0.9136147,0.50375015,0.016037002,0.82788336,0.16533528,0.29807273,0.12349885,0.05876022,0.41230753
-0.05785653,1.0069253,0.43044156,0.8130796,0.40156963,0.2272071,0.73029757,0.533563,0.6546444,0.79355913,0.71417093,0.63689846,0.75905925,0.57468414,0.80738634,0.50941426,0.011880934,0.77505547,0.1617849,0.26514637,0.18592964,0.040441066,0.38577154
0.17664185,0.7197496,0.5627518,0.6883138,0.41196662,0.4008761,0.68060976,0.61197716,0.64809126,0.81776446,0.9020513,0.8675206,0.8010185,0.9085696,0.9487828,0.5518389,0.031954005,0.8328269,0.2728786,0.44594413,0.3914547,0.16516323,0.45741305
-0.054740794,0.85422605,0.45461184,0.75977826,0.38055104,0.2271449,0.6837049,0.56094366,0.6532427,0.78623646,0.67978233,0.6785557,0.6886986,0.5672736,0.8555253,0.48459145,0.017406747,0.7901791,0.1603341,0.26311594,0.15013234,0.027036883,0.36995992
-0.07780739,0.8711778,0.35661146,0.7043736,0.31189525,0.17497574,0.66480786,0.48475236,0.6043215,0.68814445,0.6190181,0.56918395,0.6356293,0.48328027,0.7457388,0.40648696,0.020842165,0.6883599,0.142855,0.2370193,0.108468026,0.03340365,0.32543457
0.092444494,0.8276873,0.44456488,0.6969631,0.48911828,0.3294178,0.6406757,0.43348363,0.55510783,0.72024673,0.73463684,0.7388224,0.717939,0.7282141,0.78493416,0.5093346,0.09165632,0.7101374,0.21064478,0.252448,0.23268457,0.09238888,0.33609232
-0.011223353,0.83720803,0.40412828,0.6847649,0.41211262,0.2565789,0.6054125,0.4086948,0.51611173,0.6382272,0.5378137,0.5494236,0.5699041,0.45345125,0.6596332,0.4335937,0.11805524,0.60788804,0.13705835,0.1430044,0.105814986,0.030414276,0.2658894
-0.01882989,0.89768624,0.45526072,0.7291665,0.506295,0.2221643,0.63484186,0.45471504,0.61421883,0.72887766,0.6224209,0.6379122,0.65840906,0.53081834,0.7624825,0.48569736,0.097525485,0.73108095,0.13996686,0.18864937,0.1283812,0.029050678,0.30294713
-0.075534396,1.057817,0.39408818,0.777774,0.3216553,0.17216228,0.69140154,0.54102063,0.643354,0.72725916,0.7009263,0.6353851,0.7464518,0.54799885,0.80878174,0.43643275,0.00843633,0.73052776,0.16582814,0.27407062,0.13973236,0.09061639,0.37953252
0.1779815,0.8983188,0.6747148,0.747275,0.3474163,0.3754664,0.7425532,0.7321503,0.7073861,0.9008305,1.0691541,0.96942645,0.9306279,0.98866904,1.1181712,0.6099723,-0.06139341,1.003256,0.3222788,0.5200147,0.45095935,0.2035629,0.63414276
0.22825748,0.7123504,0.40278268,0.60728776,0.17054735,0.43641156,0.60137415,0.47662216,0.4451065,0.5424805,0.7877961,0.66260964,0.7040593,0.677663,0.7967257,0.4079134,0.10641068,0.58936787,0.2929158,0.3282606,0.33690184,0.23050418,0.39782566
0.012884155,0.75872254,0.50247943,0.755737,0.5154746,0.31307137,0.6569141,0.4850945,0.59756523,0.7773698,0.58741343,0.6913903,0.6000772,0.5493989,0.7568095,0.49354932,0.12404078,0.70839,0.14309677,0.21256396,0.14810635,0.028132208,0.29914665
0.009803142,0.90245605,0.42721426,0.70869666,0.5590649,0.26444536,0.63041717,0.37132245,0.5431554,0.6804415,0.57567185,0.6094852,0.6164213,0.501583,0.6901053,0.47514346,0.17800763,0.66123927,0.13217399,0.12689196,0.11674421,0.03506378,0.25017565
-0.0047653876,0.79479486,0.4453642,0.7330488,0.48349345,0.2681896,0.63205427,0.46264043,0.6100741,0.7476821,0.6064516,0.64688134,0.6378585,0.5359585,0.76405054,0.48393053,0.09519094,0.71718925,0.1402457,0.19216971,0.14994545,0.007244531,0.29794556
0.0033045523,0.74434674,0.47369713,0.76511073,0.54923654,0.33063483,0.7058103,0.47108,0.6096542,0.7976694,0.5704244,0.6768735,0.5899117,0.5317851,0.76524824,0.4765288,0.16875595,0.70781773,0.1284054,0.20959201,0.13545549,0.021372274,0.26480457
-0.079607524,0.8737446,0.49492323,0.84075534,0.4878442,0.24046282,0.79337513,0.6037286,0.7387155,0.89716935,0.6871508,0.74946564,0.7083296,0.60076094,0.9181765,0.5202923,0.08170779,0.85267264,0.14149423,0.31677508,0.12520663,0.03263568,0.35540655
-0.036917277,0.8386713,0.43043208,0.72714967,0.3572104,0.24872956,0.66331226,0.48256406,0.5736782,0.7126256,0.59827214,0.60879815,0.61084473,0.4792081,0.72395563,0.4545741,0.050335873,0.6790301,0.1583078,0.21158975,0.13913031,0.026804939,0.32841945
-0.0638511,0.90230834,0.40144503,0.75531507,0.53102356,0.20557652,0.7027402,0.46716756,0.662603,0.782187,0.6259293,0.63938195,0.6762124,0.5499402,0.7770542,0.47844404,0.116047785,0.7468574,0.12629542,0.21901816,0.107500724,0.017618164,0.27757382
-0.033400565,1.0743941,0.54325515,0.845899,0.44684458,0.24823561,0.79018456,0.6191812,0.7295128,0.91889375,0.8502634,0.79435325,0.828314,0.70508134,1.0047256,0.6041348,-0.02411455,0.9296751,0.20717196,0.32998776,0.22416705,0.069185756,0.47341716
-0.037870854,1.239088,0.6477638,0.9566024,0.49083668,0.2862087,0.95724815,0.75125575,0.80954003,1.0655584,0.9546896,0.870346,0.88547933,0.7614971,1.1330287,0.69135803,0.010899417,1.0581377,0.2295478,0.41532904,0.20632634,0.13217482,0.5184495
-0.001536835,0.88293236,0.4217815,0.67078865,0.41082475,0.23429969,0.62119216,0.4425333,0.5307228,0.66020197,0.61835045,0.60816425,0.6413256,0.5586999,0.7272833,0.4570717,0.06913947,0.6677457,0.1826703,0.20797911,0.13182284,0.055923983,0.30869615
-0.14225248,1.3894913,0.59004927,1.0075979,0.38943127,0.16723901,0.9188572,0.77309036,0.8623163,1.0263846,0.990583,0.8475734,0.9494086,0.7299417,1.155987,0.6524412,-0.07968728,1.0341903,0.2086022,0.4287849,0.19430989,0.116098166,0.5784327
-0.0149085745,1.0217501,0.4063586,0.6930868,0.15618786,0.27085018,0.6517464,0.49737182,0.54860437,0.57544327,0.6913461,0.5865849,0.70921,0.45691118,0.73352337,0.3660002,0.030413575,0.6033951,0.20256126,0.24065039,0.15749697,0.14765994,0.38865823
0.43184635,0.7566199,0.7302873,0.72197187,0.5091337,0.6182681,0.74700034,0.6777005,0.7019148,0.89557904,1.2834105,1.1367809,1.0256213,1.3052227,1.1333382,0.6452124,0.13840503,0.9521354,0.41618627,0.65817195,0.6219439,0.34240156,0.62354606
0.27221563,0.774067,0.63296753,0.726602,0.44867337,0.49701673,0.7455279,0.6332859,0.6758075,0.8712255,1.0538251,0.96602565,0.89669263,1.0827358,0.98881876,0.5787395,0.052962285,0.87379605,0.34456888,0.5575399,0.49113798,0.24485394,0.5211454
0.23174697,0.77580285,0.64812,0.6839224,0.28698552,0.44790822,0.69955,0.737593,0.65670747,0.8436795,1.077591,0.9667901,0.9432944,1.0214849,1.1017456,0.5857061,0.0103888735,0.9557735,0.34795496,0.54716086,0.48075283,0.25409895,0.6214067
0.01447941,0.7574749,0.42638105,0.7153871,0.56061107,0.2990352,0.64190316,0.3833495,0.5581235,0.71402377,0.5276573,0.60878617,0.5635027,0.4964075,0.6740422,0.45881236,0.17522313,0.6375289,0.121448025,0.14539433,0.12200052,0.0076529123,0.2290279
-0.031923592,0.9518763,0.4032077,0.6610209,0.14538848,0.25398982,0.6493358,0.4839926,0.50597245,0.5835596,0.66022635,0.562935,0.6617335,0.45143482,0.70713526,0.38042364,-0.0060052276,0.5972768,0.19993426,0.24187273,0.16368663,0.10546036,0.39422095
0.13281816,0.95271033,0.5744395,0.7025716,0.1631649,0.36615437,0.71838146,0.64286643,0.57067835,0.7716104,0.965773,0.78107566,0.87640107,0.84725535,0.96682775,0.50515324,-0.09636666,0.79351074,0.32726392,0.497635,0.36886838,0.2035298,0.58597976
-0.10603983,1.1243331,0.70167744,1.0512786,0.29177666,0.28768498,1.0297264,1.0021737,0.958523,1.1867721,1.1275721,1.0570234,1.084331,0.9583669,1.4157375,0.7021787,-0.11717613,1.2644913,0.26770878,0.6263073,0.3205691,0.15189184,0.68373674
-0.014706366,0.91188884,0.4417385,0.7537571,0.31476694,0.23233722,0.66774917,0.52995825,0.55443597,0.719321,0.6807248,0.6190094,0.6815434,0.54021317,0.7857656,0.46582693,-0.012689024,0.71808475,0.16684271,0.2403883,0.17433509,0.038316622,0.37655538
-0.0912408,1.6583061,0.7463776,1.08865,0.17133756,0.36156988,1.057114,0.8811353,0.8822061,0.977706,1.1986753,0.8795475,1.1002218,0.6722177,1.2204083,0.68147945,-0.096095115,1.0756428,0.28895283,0.46515173,0.27157763,0.27098715,0.7191318
-0.021954238,0.8326949,0.409434,0.7159913,0.20925769,0.3310914,0.7215952,0.5202234,0.5699415,0.6787838,0.6647135,0.621417,0.6374547,0.47858793,0.7774347,0.40854073,0.039409734,0.6619672,0.19811605,0.25297529,0.15238568,0.10719389,0.37764746
-0.017102867,0.80608124,0.4835104,0.7659323,0.35242477,0.25683272,0.6899549,0.58457637,0.6321115,0.80151504,0.69246566,0.69651026,0.67909074,0.5878626,0.85725313,0.49818894,0.007188976,0.7887086,0.17211993,0.28418338,0.17604004,0.04300204,0.38767543
-0.027561195,0.9924776,0.4436057,0.7839481,0.38589138,0.24577686,0.7155168,0.51578826,0.6273537,0.79307866,0.74143976,0.65820587,0.75853306,0.59689415,0.8063697,0.50720096,0.00045251846,0.7752309,0.17410387,0.27909312,0.21767025,0.06187831,0.40243772
0.20714375,0.79598206,0.5168921,0.66726583,0.16688262,0.39333695,0.64773715,0.60641307,0.5331176,0.67713434,0.8971326,0.7689691,0.83937025,0.83471894,0.909925,0.49548277,0.016020529,0.7685485,0.29630926,0.44032195,0.38401443,0.21455568,0.53117913
-0.04915201,1.13988,0.53431135,0.8634716,0.48223487,0.22833186,0.799731,0.59329623,0.7370194,0.9107905,0.8271324,0.75636774,0.8055857,0.67747104,0.9657929,0.60500896,0.018165432,0.88794184,0.19366111,0.31146604,0.16198525,0.069310166,0.43760246
0.20421237,0.832782,0.6127776,0.72730756,0.5406576,0.45736402,0.7708987,0.5700219,0.654656,0.8379208,0.94011736,0.9125616,0.7999544,0.98567456,0.957135,0.6279049,0.07106177,0.84044,0.3153997,0.44535655,0.33424208,0.1747477,0.41968504
-0.02076105,0.8391325,0.3776649,0.6771444,0.24434784,0.22113778,0.6332255,0.48731938,0.5478607,0.6561099,0.61893564,0.56792194,0.6180329,0.4664474,0.7170854,0.40103093,0.0074028373,0.63359547,0.16231619,0.23734275,0.15046254,0.06529039,0.33274734
0.1272786,0.8936974,0.5548467,0.79084253,0.38658157,0.3640382,0.73790693,0.63926816,0.6992683,0.9128982,1.0067539,0.90288985,0.9426881,0.9798863,1.0400244,0.5910837,-0.040042788,0.9336653,0.27688718,0.4825124,0.41430497,0.15191181,0.53992325
0.22216949,0.8123302,0.6392871,0.7447535,0.38704818,0.4121287,0.72148365,0.6667384,0.7049376,0.86827254,1.05557,0.9603789,0.9090397,1.0123702,1.0682435,0.5982582,-0.02588126,0.93303764,0.33322662,0.5103035,0.4728076,0.20518965,0.5775308
-0.071422726,0.9321184,0.45733854,0.7692025,0.37314114,0.24299487,0.7192498,0.5345729,0.6317953,0.7690969,0.65030324,0.6639646,0.64770705,0.52212965,0.8202705,0.47898355,0.06391533,0.7486724,0.1547433,0.24742925,0.10980158,0.05387701,0.35229495
0.06656208,0.9053976,0.49117383,0.6921781,0.245729,0.2667185,0.6604996,0.5713727,0.5606242,0.74465215,0.8182391,0.73463887,0.8007181,0.7274956,0.9241363,0.48872244,-0.046732977,0.7905297,0.24812225,0.3906064,0.31335834,0.1271043,0.5030517
-0.052401952,1.0373263,0.4570229,0.7292823,0.37754673,0.2368663,0.66331625,0.48186493,0.5974652,0.67090756,0.65214735,0.6005437,0.6688868,0.4773564,0.76408154,0.43868652,0.08233786,0.7006092,0.16064562,0.1968031,0.11596555,0.08425762,0.34198818
0.09955174,0.79786366,0.5597642,0.721907,0.3884,0.34791154,0.6885467,0.65209866,0.68033046,0.84964246,0.9067464,0.85205203,0.83461875,0.8343333,0.99436074,0.56843394,-0.0031502694,0.88598084,0.24327855,0.40232143,0.34475368,0.12213248,0.48979154
-0.03519737,1.0064704,0.42568567,0.78021777,0.49567017,0.2328645,0.6942632,0.46928793,0.61706764,0.7555547,0.6853661,0.6593558,0.7314973,0.5923794,0.7927729,0.4950408,0.092625685,0.74629813,0.15281776,0.21215549,0.15051472,0.04602845,0.33373973
-0.07463326,1.4205201,0.6426875,0.9549561,0.19120741,0.34152997,0.94984394,0.77317435,0.7801499,0.85847366,1.0385861,0.7707701,0.9682803,0.60251975,1.0715575,0.6000958,-0.059827626,0.9538621,0.25145882,0.39743093,0.22128609,0.24470243,0.6154745
0.029156975,0.7531675,0.4741759,0.7204605,0.5065198,0.3095766,0.65196925,0.4659565,0.58109075,0.75880975,0.6009407,0.6772265,0.61441696,0.55901474,0.7523693,0.48386872,0.11589104,0.7051171,0.15143271,0.20201254,0.16633159,0.03627667,0.2922967
0.15923783,0.7661452,0.47882268,0.6796802,0.5589789,0.38744873,0.6348569,0.36724392,0.5201179,0.69202137,0.7133209,0.72427624,0.65020734,0.7279293,0.7321784,0.48231664,0.17750555,0.66609883,0.22368863,0.23063427,0.26540175,0.108391255,0.30046818
0.34727016,0.806731,0.6565736,0.68752754,0.46251467,0.5334597,0.7254408,0.6129079,0.65821016,0.8206793,1.138139,0.99918926,0.92919284,1.1418408,1.029676,0.57776654,0.11238585,0.88067627,0.37404406,0.5810786,0.526539,0.30682176,0.5561459
0.0014681779,0.82060426,0.47616878,0.79100084,0.52016675,0.31896797,0.7750703,0.5296258,0.6742471,0.847172,0.6874366,0.7273926,0.67956847,0.66979516,0.8678709,0.5122918,0.12196659,0.7931592,0.16235018,0.2793269,0.17054695,0.030447543,0.29859453
-0.03613376,1.020807,0.44971296,0.7922354,0.5244201,0.23655324,0.69763327,0.46776837,0.63468593,0.7680565,0.6801697,0.6750862,0.71745646,0.5877098,0.80059063,0.5113583,0.11216275,0.75043875,0.14966242,0.21398553,0.1348504,0.051306367,0.32967976
-0.07103854,0.88806504,0.46178833,0.83133227,0.45383894,0.23627913,0.7729775,0.55998474,0.7180962,0.87411356,0.6802249,0.68889487,0.70449996,0.5739648,0.8595937,0.5339192,0.055163804,0.81219757,0.15054233,0.29736137,0.14861214,0.022052206,0.34804887
-0.03326256,0.8927605,0.4943667,0.8209635,0.42855647,0.2763199,0.75988346,0.6122273,0.70733726,0.8939766,0.77711654,0.7842786,0.80411637,0.6885528,0.95554894,0.5615914,0.025627539,0.8875959,0.18276304,0.3216537,0.21845187,0.06179671,0.4246413
0.0936236,0.9462597,0.47667143,0.73070234,0.436101,0.32852116,0.6884685,0.4926847,0.6196844,0.7832265,0.86072326,0.7684852,0.79228175,0.75386035,0.8550285,0.5018462,0.044013217,0.79125756,0.24125147,0.33931038,0.31139964,0.14678872,0.41796872
