ManagerExp,Transactions,Entities,PointsAdjust,Envergure,MI_PointsAdjust_Entities,Effort
0.8770638,0.5173312,0.31032535,0.5521705,0.87029374,0.29750434,0.32508865
0.59658915,0.17418307,0.30662674,0.20041454,0.6416292,0.06303452,0.13976918
0.7632564,0.11473741,0.20088306,0.16230503,0.25709283,0.03753222,-0.0063497266
0.66785824,0.2705009,0.23872408,0.30823106,0.5485293,0.11185728,0.103855625
0.8096685,0.22974573,0.3511776,0.25821403,0.80879,0.12624955,0.27170336
-0.037520945,0.18724507,0.1363175,0.20248085,0.3614131,0.005155407,0.10924374
0.8879306,0.07663296,0.16763034,0.07888441,0.37413374,0.0021519326,0.008943921
-0.037468687,0.13817087,0.13951656,0.18498906,0.43440914,-0.0069817696,0.09855403
0.9233383,0.46758145,0.20947392,0.44263574,0.61465204,0.21643032,0.06866295
0.8850582,0.07819246,0.22025655,0.1192219,0.07108326,0.05817197,-0.04208301
0.2578049,0.15243247,0.22471409,0.13689213,0.45929694,0.029533502,0.040303167
1.1353304,0.1531203,0.18034752,0.16107437,0.6036652,0.040221486,0.12759005
0.9722027,0.17493208,0.19208986,0.16288903,0.47274894,0.040277515,0.10107958
0.507887,0.17451537,0.21723539,0.15635797,0.6203712,0.032913115,0.11075781
0.9694664,0.19925678,0.28205824,0.2322171,0.59248155,0.09635821,0.18403417
0.90602124,0.14877851,0.31747323,0.2131753,0.20029455,0.16823456,0.08312625
0.038536064,0.1373647,0.22053044,0.181665,0.41292238,0.06567454,0.086335264
0.44390047,0.19315162,0.11961282,0.16742319,0.60659176,-0.013405068,0.1444351
0.85536784,0.13891834,0.28801486,0.19810924,0.16882974,0.11646716,0.08868018
0.32452804,0.16570514,0.18264243,0.16307846,0.47922355,0.048067313,0.08354373
0.97324944,0.122827485,0.20521048,0.14926594,0.43185297,0.058129843,0.121888265
0.7050371,0.2173986,0.2460213,0.20701754,0.7182836,0.092196405,0.24104904
0.42841125,0.3206065,0.088907376,0.24771321,0.6125713,0.06465131,-0.007002619
0.032284357,0.17322999,0.09839647,0.13721739,0.4709202,-0.009891739,0.06319183
1.0090088,0.1832073,0.15783747,0.1502653,0.69421697,0.024411958,0.19392991
1.0110036,0.24686398,0.31952724,0.27007088,0.7848369,0.11102843,0.22318438
0.94204307,0.14892237,0.22315758,0.1541512,0.584957,0.041617814,0.11509838
0.82690567,0.19125581,0.32017452,0.22713217,0.7078726,0.15243046,0.33445805
-0.010019705,0.14456388,0.076547,0.08958334,0.4245954,-0.028266361,0.018894548
0.8508247,0.07522744,0.14022833,0.0904534,0.30982676,-0.011129985,0.0026326608
0.36698246,0.09337795,0.19137806,0.0924481,0.36486444,-0.020896818,0.031308543
0.8298495,0.24966006,0.3082533,0.266832,0.81050885,0.1004045,0.26866674
0.4518354,0.2565627,0.21528201,0.22324136,0.58484626,0.05950403,0.13544773
1.030954,0.0829466,0.12984113,0.068282545,0.33646122,-0.0026450828,0.0058455206
0.86879206,0.17263177,0.26852524,0.21738148,0.32561705,0.12685978,0.14109537
0.34375405,0.13349451,0.16163151,0.16355938,0.27880436,0.028824087,-0.006153522
0.14290267,0.15002698,0.2259413,0.17557567,0.47893104,0.063878074,0.10016472
0.73400706,0.10570201,0.13016748,0.10758154,0.21852407,-0.0105046425,0.012517297
0.9475463,0.18284434,0.12741272,0.18789327,0.2824268,0.050211582,-0.007529421
0.93028986,0.20182787,0.17122605,0.19408944,0.46097243,0.053954806,0.065574974
0.6298302,0.18399733,0.39963338,0.29876155,0.34096584,0.21149786,0.14960785
0.9888189,0.07441443,0.13127328,0.079547495,0.34042314,-0.007188713,0.021083027
1.2180408,0.3118476,0.1819485,0.2217282,1.2360584,0.03460302,0.34939146
0.27291602,0.15393655,0.22245882,0.13943878,0.49526125,0.031599153,0.04867226
0.59723115,0.1871119,0.21376954,0.1934532,0.67870766,0.048325453,0.19098637
0.13793004,0.06432963,0.14319822,0.048228014,0.32511455,-0.018413542,-0.011561901
0.74846286,0.38891116,0.57992005,0.5887552,0.5698639,0.5210821,0.45536962
1.0168829,0.30834702,0.3444331,0.32901916,0.8833776,0.12954475,0.23427023
0.5954355,0.26990643,0.23758814,0.22538495,0.6352897,0.048161056,0.15446512
0.38379514,0.21267363,0.21859685,0.1909787,0.60867566,0.038046967,0.10908123
0.68009806,0.11223902,0.123728745,0.12325135,0.37395155,-0.0039905943,0.05748113
0.9669006,0.25454465,0.2378973,0.2278069,0.8389412,0.07626724,0.2391067
1.0212841,0.16470113,0.13660274,0.120143965,0.6993632,0.0066135675,0.18930927
0.08558811,0.16149913,0.15984218,0.15289743,0.45574623,0.01837822,0.05347256
-0.008058488,0.13534382,0.016321085,0.05450715,0.43656626,-0.039246906,0.016502403
0.8160758,0.12935774,0.26341355,0.1610868,0.39777637,0.06449343,0.067622095
0.37087494,0.24371527,0.20440511,0.23668599,0.702825,0.045633044,0.1187167
1.0270098,0.100693956,0.07268804,0.08844688,0.33085376,0.0047764145,0.04302502
0.17379552,0.07607172,0.14221253,0.05111097,0.36102977,-0.031181158,-0.006028603
0.9010949,0.14775936,0.14181429,0.14426298,0.45046166,0.006644558,0.097755566
0.3883164,0.14487393,0.28144678,0.14040367,0.4144822,0.039888714,0.037120268
0.89812547,0.1191946,0.23248746,0.16232666,0.31752524,0.062441293,0.044127434
0.28685296,0.17178077,0.25733492,0.12677133,0.47706455,0.03305242,0.045041844
0.13140939,0.13926436,0.21890473,0.14283845,0.43408206,0.027053233,0.032029957
1.0723513,0.24436998,0.272513,0.26357085,0.65811956,0.119470865,0.18680823
0.41515094,0.16615528,0.22941746,0.150813,0.56707764,0.017345905,0.07890546
0.19742577,0.117664784,0.06845661,0.08149624,0.25466985,-0.012120746,-0.01687565
0.7592836,0.19170208,0.39492568,0.27939788,0.65020996,0.25409627,0.37617984
0.9774371,0.49000427,0.55569136,0.61954194,0.7043152,0.5315799,0.51411504
0.3688932,0.20071353,0.18420823,0.18215537,0.5269562,0.03739624,0.110129535
0.98703253,0.15438408,0.09618284,0.111873135,0.56040263,0.0040692687,0.095009744
0.75720304,0.13261229,0.21766464,0.16151875,0.5056982,0.023526471,0.076167084
0.8367458,0.14098807,0.329527,0.19221368,0.4240061,0.13469158,0.1391428
0.38635606,0.11838108,0.21071717,0.12458931,0.47510046,0.012238797,0.055333886
0.98392206,0.44708475,0.4250276,0.5290206,0.855981,0.3497551,0.42192528
0.929145,0.122645855,0.21094099,0.15039378,0.26461226,0.03982057,-0.02627695
0.9408535,0.14787516,0.18407853,0.12749417,0.58505106,0.012837164,0.10440626
0.6198255,0.22927856,0.37308908,0.34425512,0.4820586,0.17961733,0.16108207
1.1427861,0.1306671,0.18184802,0.16184029,0.5292547,0.041714046,0.100547574
0.3683973,0.14838499,0.22384302,0.13832198,0.38971457,0.040455114,0.044995464
0.71716094,0.21485463,0.4134477,0.25903141,0.5650209,0.16934955,0.23340586
0.93248415,0.08520153,0.09638775,0.12095812,0.30671686,-0.002445273,0.0605418
0.69208264,0.21825865,0.36336085,0.23147404,0.6546123,0.120336175,0.22315268
0.6044898,0.219729,0.21801862,0.2400352,0.74192744,0.022711392,0.12622432
0.33294958,0.17570432,0.21399984,0.16947371,0.5890567,0.041386347,0.09206039
0.98885554,0.036028653,0.09240531,0.047963217,0.13384986,-0.014430992,-0.046906043
1.0948725,0.101783276,0.14802651,0.13770716,0.3448521,0.035562772,0.0655184
0.9339668,0.25415984,0.28954375,0.26054153,0.86413896,0.08955693,0.24131449
0.96878153,0.0939209,0.07595001,0.08182281,0.39606804,-0.019269321,0.05130045
0.45518547,0.15278289,0.2643745,0.1501238,0.38552922,0.03843045,0.063434884
0.15985143,0.121350214,0.13191529,0.10615034,0.51627743,-0.017567193,0.050072707
0.94840485,0.2167686,0.29819718,0.25054997,0.5423954,0.11060883,0.14625104
0.49977922,0.25932994,0.23966028,0.22248504,0.77798,0.024234045,0.14522684
0.7134111,0.43871996,0.474704,0.5217649,0.8460493,0.3791271,0.45858383
0.8391599,0.29520556,0.43763724,0.4185752,0.30973133,0.3610488,0.2550022
0.07568121,0.051699392,0.075463675,0.047045995,0.30272752,-0.04294469,-0.01057966
0.010504559,0.16113316,0.15157522,0.15102728,0.3764314,0.022454992,0.032606345
0.739579,0.18705684,0.19111799,0.16329905,0.56511796,0.01897582,0.111831784
0.19030531,0.16564427,0.19039047,0.14356905,0.436915,0.02830286,0.036017742
0.96895766,0.14292736,0.24086435,0.17754632,0.48825696,0.0586334,0.103932805
0.31945604,0.25596437,0.1639051,0.23178175,0.64343596,0.03852837,0.14059168
0.95239836,0.299406,0.2554024,0.33460292,0.5512482,0.15462178,0.13729617
0.84735787,0.11871949,0.12856424,0.12351227,0.31599492,-0.004080169,0.031058278
0.8886415,0.46291167,0.44428,0.5604582,0.6487151,0.41602495,0.37444824
0.37967658,0.23697765,0.2193792,0.21801576,0.54653823,0.056935284,0.092866555
-0.0332029,0.149177,0.08278236,0.1200864,0.3864982,-0.015664387,0.051523797
0.9053722,0.6137888,0.4977293,0.7595027,0.7482945,0.59057575,0.45803317
0.051585495,0.1379386,0.14784993,0.16400689,0.37113124,0.015084203,0.058070205
0.69732267,0.23600452,0.18821691,0.1983664,0.86175823,0.045413125,0.27961522
0.19739276,0.12989858,0.23246165,0.17546636,0.4468798,0.07085076,0.09199802
0.875377,0.30927008,0.3369857,0.3458165,0.77806103,0.12574296,0.21122521
0.8188999,0.22228369,0.15610395,0.1854533,0.6035421,0.026410338,0.13872667
0.41105884,0.17038734,0.39940897,0.23730975,0.583524,0.12263636,0.13457896
0.6338885,0.17580435,0.12151543,0.1484671,0.5728342,-0.013686959,0.13879247
0.9689722,0.117239386,0.106986694,0.112599954,0.51445687,-0.008806862,0.10284519
0.21590166,0.18298848,0.17271441,0.18955582,0.5348493,0.020265378,0.09521073
0.7274761,0.15325812,0.15836996,0.12656298,0.49172285,0.009931557,0.0951806
0.9170202,0.25942796,0.1899997,0.27671078,0.353233,0.11774497,-0.008375311
0.94140655,0.42045733,0.46032104,0.5046185,0.7942733,0.38842574,0.45527214
0.9882932,0.029177137,0.13667673,0.07503245,-0.0046707615,0.0036292523,-0.10425019
0.94469804,0.11211231,0.10714728,0.12349946,0.16374144,-0.005366508,0.039072566
1.008333,0.09094961,0.11579096,0.08032735,0.41781077,-0.017268676,0.051493052
1.0762178,0.124477655,0.079844825,0.12758082,0.39387667,0.012469035,0.06617414
0.97086537,0.14551604,0.1883618,0.14076611,0.6060514,0.00925497,0.106586345
0.98932767,0.1142246,0.23818645,0.13516685,0.42739585,0.057417687,0.12450912
0.9882428,0.19009785,0.33364075,0.2325083,0.51420236,0.13398336,0.17576554
0.48735017,0.078316316,0.17556253,0.09473239,0.29199973,-0.02596549,0.035895526
0.91955566,0.055004522,0.11346897,0.10433644,0.16992962,0.0044478215,0.02404686
0.6353815,0.20443337,0.22106023,0.17200065,0.6029985,0.028675262,0.12360943
0.93832135,0.4470329,0.37137058,0.510586,0.88103795,0.2739992,0.35310838
1.008712,0.25166807,0.22898838,0.26196596,0.61416024,0.07890777,0.118776746
0.42484307,0.22793366,0.20113572,0.18461418,0.6139659,0.03950868,0.14448239
0.08560103,0.09829302,0.15573205,0.07281231,0.32293072,-0.00024294108,0.0075376257
0.92573845,0.43957502,0.2691887,0.43861568,0.57958686,0.24229597,0.09914087
0.78807193,0.24289231,0.55020183,0.39530805,0.5675404,0.34797394,0.35138223
0.1928342,0.18539648,0.24571335,0.23104182,0.46568686,0.093322724,0.15028057
1.0357177,0.14216407,0.15894437,0.15223658,0.47924593,0.030480359,0.08742185
0.018434256,0.14949833,0.07940496,0.1000852,0.38335267,-0.010093324,0.029337645
0.88066405,0.16886514,0.272156,0.20118701,0.6406398,0.065111294,0.14529651
0.048067845,0.103669554,0.19769058,0.12127501,0.4017627,0.039400708,0.030759128
0.37333202,0.28091627,0.4407899,0.3807092,0.5321598,0.27319676,0.28579772
0.9150333,0.2621848,0.23115708,0.27265355,0.46093822,0.08898856,0.052476674
1.0038646,0.11925945,0.16834359,0.10616799,0.5009305,0.00884714,0.08356409
1.0337833,0.053880665,0.17799632,0.10227823,0.10119182,0.027106818,-0.087199174
0.18739104,0.17207102,0.13726221,0.16480568,0.5031881,-0.006609883,0.10312314
0.7106187,0.20508742,0.20666513,0.21003237,0.716795,0.056012597,0.23631234
0.7209912,0.26003426,0.48551518,0.32822576,0.722018,0.23767759,0.29096162
0.5335634,0.20721689,0.48917198,0.3315408,0.37274963,0.3176551,0.23993579
0.085965425,0.14215197,0.09108591,0.10681052,0.45033404,-0.028500535,0.038449198
1.0176109,0.18016711,0.07671848,0.114355855,0.63689977,0.0065139793,0.15612327
0.9371565,0.24557397,0.30998045,0.29976356,0.5998445,0.11648582,0.17225102
0.94157124,0.12246843,0.23527133,0.16386963,0.2629764,0.052493718,-0.004964106
0.84621346,0.25858474,0.36396894,0.34875083,0.33177996,0.2436295,0.17826006
0.43151003,0.15944901,0.22678944,0.19315234,0.4428284,0.09548202,0.15640949
0.96325934,0.28777167,0.46408764,0.41535988,0.38142142,0.3363384,0.23124798
0.27314746,0.22117598,0.18841623,0.19594625,0.5633359,0.037070904,0.10066827
0.021139935,0.048282374,0.10832826,0.03318021,0.30066526,-0.022373457,-0.033926513
0.89810556,0.17664516,0.2664264,0.18871158,0.58721346,0.084740326,0.1691475
0.1572136,0.106946796,0.07162614,0.080950364,0.4369552,-0.06459059,-0.0059379935
0.8391066,0.18563344,0.54267716,0.318194,0.47282836,0.32616574,0.3090845
0.4221661,0.19346014,0.21340378,0.18517277,0.5497279,0.046093,0.15704192
1.0341735,0.23751298,0.28792152,0.26784453,0.61995536,0.098441795,0.14644764
-0.11500834,0.030091789,-0.014613334,-0.030621924,0.26836658,-0.05276771,-0.054678936
0.8715035,0.12614027,0.25297883,0.12943192,0.4932399,0.03953037,0.09304637
0.15825611,0.1465678,0.19548477,0.1519716,0.4636807,0.03133962,0.05665018
0.37099588,0.12219967,0.2348939,0.14173758,0.47377035,0.031680603,0.06564619
0.6508362,0.13937025,0.14590569,0.12502633,0.2745998,0.027793456,-0.039984714
0.7055594,0.2405127,0.5637697,0.37379777,0.5500916,0.36620897,0.34790254
0.04729002,0.15835918,0.095406875,0.10529123,0.48085856,-0.024356756,0.042030297
0.49763215,0.2284104,0.22309911,0.19020066,0.53296876,0.06264682,0.10674645
0.9578119,0.23035492,0.18853831,0.25881457,0.38141924,0.09833501,0.06580782
0.834591,0.13508798,0.30620056,0.18119603,0.52107435,0.087367594,0.15756737
0.33889067,0.18198803,0.09586935,0.1877774,0.54577625,-0.0051658563,0.18419512
