rely,data,cplx,time,stor,virt,acap,aexp,pcap,modp,sced,MI_loc_aexp,MI_loc_data,MI_loc_stor,MI_aexp_data,actual
0.19754833,0.08826171,0.4280996,0.23678792,0.3563301,0.15379488,0.19664028,0.23403056,0.19635865,0.33940327,0.09919515,-0.043821555,-0.0206239,0.100753784,-0.019358542,-0.012381386
0.29341912,-0.06460347,0.4393349,0.33435643,0.5362639,0.247084,0.18275417,0.25993556,0.12480329,0.35635704,0.035662033,-0.108144976,-0.088776164,0.13987623,-0.09377372,-0.04911096
0.20502588,-0.030902077,0.43138564,0.22685148,0.37468976,0.053349655,0.14966394,0.15351242,0.101292565,0.25730598,-0.00093340874,-0.08602101,-0.024700597,0.11773105,-0.12253169,-0.023686256
0.60307026,-0.31240034,0.5426909,0.5072784,0.7898014,0.35181534,-0.18104412,-0.054052245,6.340444e-06,0.012224361,-0.025905028,-0.2600169,-0.063441396,0.3158829,-0.3552199,-0.19099091
0.16324086,0.015128957,0.3985049,0.1719806,0.29244787,-0.030928537,0.1284973,0.12998538,0.10191463,0.18926735,0.040405393,-0.07729248,0.00044570863,0.10982056,-0.07467528,-0.013698678
0.18187071,0.079975374,0.44012043,0.28005442,0.39338186,0.11365062,0.14740005,0.1585459,0.096465066,0.253424,0.06743767,-0.07754936,-0.03497199,0.13004796,-0.057732485,-0.05839662
0.25731096,-0.04428358,0.42007914,0.3044511,0.4859875,0.24691819,0.18885714,0.24162644,0.15995632,0.3640326,0.066882834,-0.0942264,-0.067667924,0.12614778,-0.08617367,-0.033966634
0.37395644,-0.24229255,0.51061875,0.4930672,0.7649098,0.3546714,0.18345842,0.3188206,0.09900527,0.3949491,0.027321234,-0.19154856,-0.14171353,0.22553255,-0.22098328,-0.13280219
0.36904943,-0.13887718,0.45023492,0.32625765,0.51202786,0.19191605,-0.0028256252,-0.023035344,0.064627886,0.087140605,0.018462833,-0.15263383,-0.028754838,0.21082519,-0.18378945,-0.10289064
1.4998246,-0.7993795,1.1558414,1.1859114,1.7991134,0.67648137,-0.63074017,-0.47954214,-0.18966521,-0.41073936,-0.26241058,-0.62455493,-0.12976044,0.8576791,-0.93597394,-0.5451481
0.5739969,-0.29772115,0.54766583,0.48638755,0.82009137,0.27061334,-0.07279729,0.066603094,-0.06162117,0.114291504,-0.10665531,-0.21983299,-0.12004591,0.29456338,-0.3557672,-0.2247591
0.25933814,-0.16380717,0.53292435,0.5284126,0.6883697,0.35891023,0.2606309,0.3363638,0.14212312,0.47339627,0.09550348,-0.17047496,-0.11309747,0.23256901,-0.23654504,-0.14359823
0.2331959,0.013630645,0.49442425,0.27974623,0.3922852,0.03247526,0.06825254,0.055926606,0.043529943,0.150418,0.0057652965,-0.091289155,-0.020209275,0.1652319,-0.13417469,-0.077772126
0.39535636,-0.029919865,0.46464422,0.33870327,0.499129,0.3368278,0.12368969,0.119266614,0.1631019,0.28141183,0.093218975,-0.13179941,-0.036573224,0.16265175,-0.09464744,-0.06359522
1.2173116,-0.7790349,0.9273603,0.996438,1.5552689,0.77746177,-0.38451934,-0.28369406,-0.049578797,-0.113830626,-0.16239333,-0.49998936,-0.12157766,0.65953356,-0.7259426,-0.4001726
0.24135645,-0.05569522,0.4040596,0.2416323,0.4211113,0.104566656,0.06837669,0.047079165,0.07394826,0.090676636,0.033850074,-0.11079482,-0.011138551,0.1830897,-0.10761846,-0.07481901
0.59896046,-0.20965324,0.74865866,0.5990075,0.90085596,0.17925794,-0.09413698,-0.20002042,-0.030003075,-0.081001535,-0.035192117,-0.27925277,-0.049083658,0.41868368,-0.41798538,-0.24880436
0.29747105,-0.18886384,0.5459778,0.57292414,0.748128,0.44416276,0.27849293,0.37279305,0.15778145,0.473154,0.13530758,-0.19272058,-0.14133295,0.26254687,-0.2823129,-0.20145455
0.31808943,-0.0021487605,0.44771558,0.36284584,0.5088758,0.25096077,0.099579625,0.14487047,0.08749169,0.26126146,0.08248441,-0.13361049,-0.061395563,0.16889845,-0.12978168,-0.10140158
0.077512346,0.14676191,0.45174167,0.2404925,0.29834414,0.0074524656,0.19404005,0.21864888,0.1145713,0.23277578,0.07573331,-0.039837807,-0.014986653,0.114273086,-0.034581777,-0.061750557
0.4201017,-0.121879116,0.4579127,0.31866294,0.54268295,0.26954436,-0.00067286566,0.0091686845,0.078659214,0.10613954,0.021891754,-0.12558326,-0.03284301,0.20001929,-0.15439107,-0.09611024
0.5248089,-0.2599093,0.49494863,0.42133707,0.67211103,0.26645803,-0.099009514,-0.001361277,-0.021889728,0.11189045,-0.043649144,-0.20529465,-0.0705141,0.27892157,-0.3002881,-0.14506575
0.8742045,-0.4997004,0.7508461,0.69183713,1.0729944,0.48117262,-0.3024066,-0.22100846,-0.020654451,-0.10267013,-0.11837844,-0.36249402,-0.06431728,0.505115,-0.5245479,-0.24865931
0.3694861,-0.034428842,0.680541,0.48071364,0.6749092,0.049730886,0.008591309,-0.053816784,-0.039928045,0.058560193,-0.027549736,-0.16353817,-0.03838037,0.29416803,-0.25899318,-0.18293345
0.16874596,-0.07146946,0.47538412,0.41995117,0.5594765,0.21476223,0.25428304,0.32355946,0.09030834,0.37016466,0.11676969,-0.12849492,-0.09920167,0.18732245,-0.18303953,-0.13826707
0.50552505,-0.30935827,0.5819935,0.6029577,0.919154,0.518543,0.16038151,0.273228,0.1422554,0.40666196,0.0491029,-0.22778417,-0.16716504,0.25804046,-0.28758642,-0.17409705
0.3507064,-0.1504014,0.48451304,0.33133736,0.5151982,0.088869706,-0.014935963,-0.062138956,0.03319429,0.0660003,-0.009999812,-0.18015964,-0.012936447,0.22283232,-0.22705953,-0.087256104
0.37793195,-0.13296226,0.44651797,0.39105588,0.55424166,0.116171435,-0.0702607,-0.023749743,-0.0038152188,0.11253017,0.017643668,-0.1672392,-0.016245972,0.23130518,-0.21413048,-0.07857485
0.25831926,-0.0072457753,0.4346468,0.32190776,0.47205076,0.2553385,0.18232816,0.22071385,0.16402018,0.3679052,0.074773766,-0.09575873,-0.045411766,0.12991399,-0.07066636,-0.021978471
0.50376236,-0.17717433,0.53782046,0.41758385,0.66282266,0.18781455,-0.10153033,-0.049143355,-0.038199563,-0.015297219,-0.055871315,-0.1808803,-0.059083097,0.28131723,-0.2996741,-0.18650822
0.5211829,-0.31614718,0.5190646,0.44003674,0.7064423,0.26175296,-0.11307503,-0.023139577,-0.014548965,0.11335731,-0.04790721,-0.22370966,-0.06370541,0.29687664,-0.31630284,-0.15006112
0.30211252,-0.017568849,0.48463365,0.34146598,0.4855982,0.16359392,0.052738145,0.07771944,0.051498007,0.16877283,0.024997309,-0.121456675,-0.040483356,0.1777012,-0.13255818,-0.08021513
0.34886783,-0.13862553,0.41211638,0.3317899,0.5309252,0.2287231,0.042335868,0.122976914,0.05415204,0.21860465,0.01259407,-0.1514538,-0.069288805,0.16842459,-0.17071414,-0.064648494
0.03959491,0.1550217,0.43205383,0.23706149,0.28560984,-0.007266991,0.24483468,0.25837776,0.13810791,0.29232353,0.11861494,-0.05696526,-0.03028018,0.10888751,-0.041766144,-0.08268884
0.26581514,-0.09351763,0.4677668,0.4351759,0.5834883,0.22790307,0.13721013,0.19322133,0.061148454,0.20444836,0.12391246,-0.16606158,-0.084399335,0.23391224,-0.2293283,-0.19349565
0.062450282,0.12016016,0.46280453,0.2947175,0.38359287,0.051689647,0.20058903,0.21459366,0.087262005,0.26419058,0.107256964,-0.07968852,-0.040760227,0.12853764,-0.06046425,-0.06800017
0.2775224,-0.016514307,0.411772,0.32659477,0.48865318,0.12173085,0.055500653,0.11470057,0.004590396,0.12777112,0.034716357,-0.107556336,-0.025990795,0.15308307,-0.13606612,-0.14644699
0.46880883,-0.06528512,0.5892323,0.43459034,0.65360403,0.06513876,-0.047524765,-0.07294546,-0.03982814,0.027717873,-0.057585917,-0.19405876,-0.027716331,0.28165814,-0.26254672,-0.19516985
0.39679188,-0.1789777,0.47733426,0.43843162,0.67149794,0.36056545,0.1272355,0.2102874,0.08532352,0.29510808,0.027596265,-0.18833628,-0.120965265,0.20017861,-0.19975518,-0.12928826
0.7580065,-0.37518921,0.74870855,0.64863306,0.97860956,0.17881462,-0.22199596,-0.21572469,-0.07241768,-0.06340848,-0.11510161,-0.31808448,-0.062817745,0.45573658,-0.53860277,-0.23244935
0.21861194,-0.0076812804,0.4868871,0.30327222,0.450809,0.09011883,0.09640212,0.10338199,0.04451567,0.18227524,0.018491495,-0.08983792,-0.041333474,0.16126059,-0.11407236,-0.06764053
0.18007201,0.06411231,0.420202,0.2846847,0.39727,0.2143923,0.23344225,0.25575173,0.2045697,0.35797817,0.13957095,-0.05778358,-0.027041696,0.1166697,-0.04208789,-0.033251654
0.653005,-0.33628464,0.5737084,0.5116279,0.79649115,0.3249732,-0.1769519,-0.11864804,0.018490687,-0.016259834,-0.009045862,-0.28175238,-0.056589134,0.35511914,-0.3951932,-0.18123485
0.1785566,0.058405213,0.41895962,0.24135166,0.3468405,0.11329393,0.17608643,0.23726575,0.16977112,0.32773298,0.09019446,-0.04712774,-0.011663385,0.105566904,-0.03976041,-0.010220934
0.06550646,0.10789399,0.40523517,0.22513238,0.2823931,0.070252255,0.2758968,0.34329683,0.21503943,0.314238,0.14252457,-0.045187846,-0.010574393,0.11095998,-0.0017231981,-0.050668787
0.41921884,-0.15087996,0.636503,0.4674601,0.6798204,0.17274259,-0.022949278,-0.08479492,-0.012385689,0.015874654,-0.023210593,-0.15767269,-0.034350254,0.288656,-0.26859853,-0.13918057
0.64644885,-0.33443025,0.6045934,0.52355355,0.8537948,0.31243432,-0.1643961,-0.040578116,-0.046870407,-0.002976358,-0.10713806,-0.26426566,-0.09584466,0.36273387,-0.39810914,-0.20558432
0.36789966,-0.15287839,0.4825305,0.38630968,0.6153191,0.25671524,0.10177672,0.19226822,0.07716935,0.2750307,-0.009920277,-0.1585403,-0.09024792,0.1941887,-0.17977227,-0.08753991
0.2238669,0.10598585,0.45674866,0.29469883,0.3600125,0.17368722,0.1822468,0.17950453,0.18604176,0.3078536,0.10580389,-0.07455145,-0.0083990805,0.11569907,-0.05378933,-0.040804487
0.15641254,0.09331709,0.494163,0.30326566,0.4081192,0.04996388,0.13324845,0.12544759,0.055040825,0.21342646,0.051826525,-0.09316354,-0.029101871,0.1372789,-0.08157762,-0.07261905
0.25202194,-0.015463084,0.43242154,0.25836465,0.3660305,0.082406804,0.07710586,0.07508029,0.07550539,0.19028182,0.013393808,-0.09447127,-0.0022425428,0.13119264,-0.12740336,-0.02422605
0.37354076,-0.16045336,0.4198095,0.39870292,0.5248765,0.32814872,0.07871893,0.1557257,0.11175363,0.19047941,0.13753465,-0.17698187,-0.043787733,0.22028835,-0.15258794,-0.11930969
0.09754476,0.13168833,0.5927854,0.36180627,0.46204072,-0.039775662,0.15189222,0.099612564,0.040992107,0.18238725,0.043983217,-0.09055139,-0.0011277199,0.18984042,-0.101809554,-0.13531137
0.1134027,0.067437366,0.45182484,0.18013117,0.25407735,-0.086845085,0.11193186,0.1057049,0.07095154,0.15783931,-0.0028537363,-0.06898897,0.016251594,0.12240608,-0.0893061,-0.029160377
0.21922462,-0.00027334876,0.40881744,0.27690938,0.43563947,0.18422325,0.19420144,0.2531214,0.1490601,0.33480328,0.06207031,-0.07621807,-0.06084787,0.120087266,-0.053285353,-0.03934214
0.24021588,0.02389527,0.43332213,0.28016415,0.38734984,0.09659044,0.10220577,0.11345647,0.059101656,0.19763225,0.03329219,-0.07948312,-0.024602115,0.148103,-0.101089805,-0.070825666
0.3209685,-0.016095614,0.4303792,0.31566596,0.4951068,0.2540941,0.13464904,0.15895924,0.13270104,0.28459162,0.06663004,-0.102797724,-0.05460254,0.13859287,-0.087354206,-0.054447774
0.17071174,0.06269945,0.37965092,0.24464636,0.30393663,0.12593658,0.19082512,0.2423406,0.17505893,0.27302927,0.12871125,-0.051912807,-0.022077724,0.11100502,-0.051923666,-0.0475701
0.21604227,0.025227169,0.63726324,0.3317092,0.44872636,-0.053654924,0.067888945,0.006141126,0.01767032,0.10172281,-0.028764963,-0.12728636,-0.020751465,0.22479987,-0.18147038,-0.11872086
0.7988159,-0.4617943,0.67230564,0.6420679,0.9902185,0.4677584,-0.24817564,-0.12263009,0.0066925064,-0.012023538,-0.080231674,-0.3439617,-0.08405215,0.44103596,-0.47933963,-0.21563753
0.20700052,0.107233256,0.43416947,0.23267278,0.34536678,0.18231854,0.21831565,0.25216183,0.23940654,0.3496116,0.11812265,-0.03823839,-0.006568644,0.10682839,0.005953191,-0.00226615
0.20382619,0.106810346,0.42764032,0.24219155,0.35326818,0.16780663,0.1995037,0.25298643,0.2103604,0.32763362,0.107563086,-0.039325893,-0.018592723,0.10658905,-0.0017006601,-0.017332401
0.14504635,0.11493665,0.46021807,0.34912038,0.43692243,0.1749706,0.2312848,0.27742642,0.13852149,0.3519745,0.14926574,-0.09665073,-0.05621276,0.1308207,-0.081955746,-0.08622901
0.28071684,-0.031027671,0.43688384,0.26380175,0.39196864,0.1027355,0.05538836,0.05322251,0.07129666,0.16940334,0.0085400455,-0.09349508,-0.018131323,0.15394825,-0.12853304,-0.050237406
0.45068002,-0.08999268,0.48626658,0.38744196,0.56548464,0.2742359,0.004632417,-0.0071545094,0.021928316,0.10455929,0.03541931,-0.17081559,-0.046247043,0.23889656,-0.17630406,-0.16519728
0.53690404,-0.23867236,0.5456211,0.47104573,0.7210919,0.21467054,-0.1042299,-0.065583155,-0.06950764,0.06717505,-0.09137469,-0.20226893,-0.059704624,0.3039248,-0.33667484,-0.18700948
0.22795592,0.01908713,0.4100481,0.24560227,0.37872812,0.16861731,0.16881594,0.22052091,0.17517781,0.33113366,0.08386694,-0.057886206,-0.020572498,0.12700072,-0.04472306,-0.018307004
0.2850806,-0.03826813,0.43082222,0.31028,0.5016994,0.25277886,0.18176168,0.233493,0.14883229,0.35815912,0.04633425,-0.09969432,-0.06935556,0.12881374,-0.07592205,-0.03146786
0.26577765,-0.16704184,0.5086789,0.5079499,0.6843955,0.37076738,0.26590115,0.35095248,0.13978612,0.47647697,0.09617613,-0.17323773,-0.11223062,0.22365443,-0.2147566,-0.12882659
0.494694,-2.9506162e-05,0.81162846,0.605759,0.8575817,-0.11423053,-0.048124686,-0.16389233,-0.055988174,-0.016318753,-0.034103744,-0.23587847,-0.025922745,0.37242526,-0.38217345,-0.25369197
0.2249734,0.04934136,0.5213946,0.31150728,0.4256888,-0.0519142,0.046181567,0.027616795,0.010984704,0.09176881,-0.011105187,-0.14195278,0.0110742245,0.20369892,-0.14800529,-0.11359812
0.43617076,-0.2140458,0.49606556,0.4499497,0.699715,0.38133097,0.09495158,0.20663762,0.10365118,0.30854487,0.012560084,-0.18511418,-0.12104375,0.2102568,-0.21957015,-0.10715066
0.19310498,-0.04661292,0.43348813,0.30590117,0.39504263,0.10436885,0.08752432,0.15069143,0.11540423,0.14599486,0.07899979,-0.11994483,-0.027250417,0.19015954,-0.12556186,-0.10141662
0.23121323,0.014948638,0.5565141,0.3490909,0.4760741,0.02529294,0.05848924,0.021945236,0.012498926,0.1218456,0.0026777536,-0.10372115,-0.0060303397,0.18645753,-0.15678419,-0.07821791
0.3088392,-0.1324687,0.4681956,0.4014605,0.59920126,0.29557294,0.17303441,0.2752913,0.112017244,0.36773354,0.03559768,-0.14620517,-0.09406581,0.17715468,-0.15260796,-0.07078251
0.2677428,-0.10300274,0.39400044,0.3080534,0.5083681,0.27533928,0.19047207,0.23483318,0.14914422,0.34738424,0.082465164,-0.103879854,-0.060874052,0.15197858,-0.08212491,-0.045087878
0.5544763,-0.29052317,0.5153093,0.4670126,0.6712167,0.2997641,-0.118695214,-0.03944209,0.031837218,0.10749394,-0.00011911988,-0.23530503,-0.038726464,0.28732187,-0.30793992,-0.104660854
0.29923666,-0.0781529,0.4664794,0.40021876,0.59802693,0.30122668,0.16951102,0.23732382,0.11671868,0.33345574,0.08465358,-0.1492179,-0.111262016,0.1647435,-0.15145811,-0.10311256
0.31049776,-0.06764729,0.43714577,0.3124803,0.48426786,0.22168644,0.07734307,0.14996597,0.09943688,0.26385817,0.028925207,-0.115137,-0.04927878,0.14352268,-0.124567285,-0.04621597
0.18772192,0.081916474,0.4666939,0.27861488,0.3801874,0.09186159,0.13364524,0.136969,0.10780844,0.23443286,0.04486507,-0.069946155,-0.023625795,0.128305,-0.05735681,-0.043733876
0.5151493,-0.2737136,0.5093821,0.46446577,0.7342911,0.39534006,-0.03389553,0.052381564,0.05335791,0.14627723,0.02134836,-0.21478833,-0.082250945,0.2734843,-0.24838293,-0.15766862
0.42142075,-0.25748977,0.5418955,0.46279627,0.761122,0.30098724,0.13116248,0.26990935,0.062479597,0.3403811,-0.038119942,-0.18985957,-0.14830288,0.23529729,-0.24545436,-0.13754028
1.0697693,-0.6501622,0.8421821,0.8893617,1.3991846,0.71846426,-0.2149552,-0.17639698,-0.025220592,-0.032469943,-0.10163856,-0.43208373,-0.17019281,0.5505191,-0.5960761,-0.39568037
0.406358,-0.28434426,0.5884561,0.5631314,0.849316,0.38217437,0.21570174,0.36677566,0.095690034,0.43563792,0.0013040528,-0.20608962,-0.17571852,0.2501263,-0.26985,-0.15805618
0.30821222,-0.094916806,0.49962392,0.35752496,0.54920626,0.16052979,0.026282828,0.022634258,0.022776758,0.12353282,0.018063016,-0.11654114,-0.036437757,0.1910869,-0.17671333,-0.08636099
0.45731336,-0.17989583,0.4792103,0.38043264,0.5978536,0.31285292,0.0009502731,-0.047704276,0.07591443,0.09292391,0.045584653,-0.16642563,-0.021467745,0.22537456,-0.18939456,-0.1043548
0.12316694,0.11470954,0.4368958,0.23674873,0.31760573,0.020513423,0.18401535,0.18942289,0.10705651,0.23024526,0.06686138,-0.06208583,-0.019314952,0.1342357,-0.04337003,-0.058043282
0.042250622,0.12627177,0.42689192,0.3184945,0.38197485,0.1165495,0.31447786,0.34732828,0.14127661,0.37408155,0.17355323,-0.08791539,-0.057313815,0.13714102,-0.06227248,-0.108565345
0.84840375,-0.38272518,0.65469855,0.6244804,0.9313182,0.5165558,-0.17015995,-0.20496355,-0.00051321834,-0.048521206,-0.024138369,-0.2852967,-0.060220003,0.41884977,-0.40633,-0.28856555
0.40978163,-0.2403547,0.532467,0.50724256,0.7632238,0.38516846,0.13456222,0.21273907,0.07843127,0.32719803,0.01585422,-0.20066532,-0.12754309,0.2535531,-0.25218093,-0.13601631
0.2579719,-0.036873057,0.45429578,0.32158938,0.45806536,0.09453168,0.05411253,0.062735245,0.046554755,0.15435974,0.055519156,-0.13482973,-0.039113067,0.18191673,-0.13082324,-0.07812196
1.2012511,-0.6534834,0.93205637,0.97427624,1.4312586,0.7020341,-0.3910402,-0.3053498,-0.0671206,-0.19339281,-0.030554853,-0.4551703,-0.083039984,0.6370296,-0.6910267,-0.4153393
0.55758476,-0.2646888,0.53418624,0.45682797,0.71781945,0.35991514,-0.09463051,0.015769817,0.05065733,0.10082829,-0.031265527,-0.23553316,-0.075855814,0.28537473,-0.29733506,-0.132655
0.27401388,-0.104152106,0.5285063,0.38913634,0.5491195,0.1247686,0.064481586,0.060902942,0.004777208,0.15925379,-0.006344773,-0.13302778,-0.04092726,0.23665585,-0.21548086,-0.13743255
0.77697206,-0.41029042,0.6392943,0.5919683,0.92289245,0.40178168,-0.23202775,-0.15408023,-0.048594188,0.013888299,-0.08600258,-0.31335884,-0.07294935,0.41652593,-0.457201,-0.23055112
0.03159327,0.055794276,0.44682395,0.332912,0.36858124,0.15038809,0.3236797,0.43044102,0.20301501,0.41855827,0.16153906,-0.07383288,-0.032798782,0.1377466,-0.07199253,-0.075763345
0.18817464,0.027894953,0.478613,0.24786516,0.34606543,0.053721596,0.099885195,0.08718167,0.08909491,0.19791552,0.0069096163,-0.07733787,-0.0083075315,0.15021098,-0.07150734,-0.03144599
0.17458333,0.035067752,0.52650934,0.24479568,0.3230129,-0.07738103,0.08198677,0.043699242,0.042724065,0.12612039,-0.025817111,-0.11199657,0.0030664727,0.17843632,-0.14396258,-0.06794195
0.29187393,-0.081409134,0.42619354,0.34967476,0.5613901,0.19116351,0.1475338,0.20426044,0.04849711,0.23282836,0.037886485,-0.13762936,-0.08247093,0.15410353,-0.14038561,-0.117444724
0.3340206,-0.08090195,0.42429733,0.2974014,0.4586606,0.16468152,0.037300453,0.07148466,0.056760743,0.20693626,0.028487824,-0.11626058,-0.03070806,0.17210896,-0.14312445,-0.067306176
0.31745374,0.02873947,0.46076316,0.32792723,0.46810105,0.2763293,0.12744626,0.15605335,0.15760978,0.310415,0.06904962,-0.10250484,-0.025114488,0.1413006,-0.07920615,-0.025355805
0.3326481,-0.128842,0.48693684,0.37116113,0.53128785,0.19685191,0.04809777,0.0123935975,0.06411445,0.13941814,0.039861966,-0.17813398,-0.029791377,0.22045983,-0.19031091,-0.11686969
0.24175747,0.0047811083,0.56483215,0.34968466,0.5167593,0.05605717,0.09037858,0.043065734,0.02654618,0.10680955,-0.00262478,-0.11223516,-0.02144016,0.23669183,-0.13542075,-0.11578472
1.2807281,-0.66196567,0.98829305,0.96979,1.5162566,0.59061885,-0.42159992,-0.43863836,-0.09963778,-0.25970235,-0.14254394,-0.48101053,-0.11077819,0.6824573,-0.7484189,-0.4611444
0.3967275,-0.17113568,0.4635005,0.3810775,0.64356744,0.2800328,0.08906424,0.17025162,0.052215673,0.27535784,-0.011242226,-0.15344147,-0.09146681,0.19578902,-0.1828408,-0.09351371
0.076180644,0.14602293,0.43094945,0.21198173,0.2521266,0.059034444,0.25376445,0.2975217,0.21789084,0.2977063,0.12765515,-0.026785864,0.0032402612,0.09380947,0.009658797,-0.03091475
0.642197,-0.3575746,0.60663104,0.5373261,0.82854104,0.408611,-0.14844513,-0.07293233,0.030251382,0.042899653,-0.078752704,-0.27546814,-0.05873561,0.35628036,-0.37369576,-0.15992723
0.21093014,0.11820938,0.44844806,0.2368761,0.35707003,0.1694941,0.2121185,0.2283962,0.23280469,0.34341073,0.10639363,-0.038828082,-0.005311422,0.10619892,0.0034793469,-0.005045425
0.51107186,-0.21401921,0.6263455,0.5169901,0.74194556,0.18869239,-0.099181235,-0.11948639,-0.033154678,0.0031347126,-0.021913752,-0.21181175,-0.028803736,0.32495603,-0.32076964,-0.14669521
0.22532439,-0.05489277,0.45488125,0.37844884,0.5070193,0.25370154,0.19474806,0.22858322,0.14286545,0.37815025,0.07333206,-0.1109832,-0.05649072,0.15704347,-0.11717734,-0.041185778
0.68809843,-0.3524848,0.5857918,0.54432034,0.87173915,0.31063482,-0.25643277,-0.1065319,-0.035607327,-0.024101883,-0.085167505,-0.3085477,-0.050859377,0.3570718,-0.44017825,-0.18673204
0.5386622,-0.32522812,0.58650815,0.4854222,0.8001083,0.29543993,-0.045325503,0.092302315,-0.0014198162,0.101626396,-0.089404725,-0.228317,-0.110927545,0.3183268,-0.34538823,-0.19606072
0.059903968,0.13576688,0.37144342,0.21613222,0.28534907,0.04951219,0.2567347,0.27203053,0.16966057,0.27604675,0.12324649,-0.030979875,-0.005712621,0.113112286,0.0075942054,-0.06768526
0.15945831,0.023063852,0.45111462,0.37410188,0.48241302,0.21129557,0.24696676,0.27708608,0.12276609,0.3772194,0.1329662,-0.104203366,-0.07029087,0.15452866,-0.13208127,-0.09275788
0.066170454,0.08521588,0.39241436,0.26772243,0.34001395,0.12734832,0.2745118,0.3329639,0.18692276,0.36833495,0.15993327,-0.05113492,-0.026831172,0.114683315,-0.028829582,-0.0524284
0.11188327,0.12020402,0.48519856,0.27620414,0.34941497,0.0013331473,0.14574993,0.13734862,0.068781175,0.18272951,0.05524867,-0.0702454,-0.006787099,0.13685934,-0.06400372,-0.081128806
0.106709115,0.032804966,0.3870711,0.2997316,0.3785356,0.14082748,0.24029583,0.29078537,0.13575749,0.33242834,0.14920098,-0.08223808,-0.045448706,0.14510626,-0.073571764,-0.09002234
0.53410614,-0.35132587,0.63316447,0.5757766,0.9494481,0.37978935,0.09706436,0.28452817,0.030835075,0.2858913,-0.079000585,-0.24191983,-0.18788117,0.3084076,-0.33976522,-0.2071875
0.35015804,-0.18327494,0.48489898,0.43060857,0.6714367,0.32819664,0.19087785,0.30389377,0.11179602,0.392492,0.021368254,-0.15961555,-0.1231784,0.19302557,-0.17488815,-0.08892438
0.56786567,-0.26052585,0.5491181,0.4658579,0.6982753,0.32040656,-0.12700318,-0.10017368,0.028670717,0.017002061,-0.00064118207,-0.2208229,-0.04392922,0.29733428,-0.30100605,-0.15325603
0.2936964,-0.059995398,0.43420225,0.3248139,0.5243298,0.25303027,0.19166698,0.2657135,0.13848,0.37258565,0.038793046,-0.10849606,-0.084724754,0.13650198,-0.08211041,-0.041198757
0.67041236,-0.38195515,0.63620144,0.58994627,0.95206165,0.44672862,-0.11307596,0.031750385,0.0009281039,0.08019311,-0.070765786,-0.2561952,-0.11949933,0.3618535,-0.41771853,-0.23950803
0.30350912,-0.1053826,0.4676701,0.41162142,0.61717385,0.26792908,0.16321918,0.23468153,0.09114717,0.29208162,0.07256662,-0.14466675,-0.10149958,0.17739002,-0.1693681,-0.12255213
0.2684592,-0.01431156,0.44150594,0.303319,0.47457522,0.22036223,0.1659829,0.21544428,0.14116058,0.33022648,0.045240358,-0.093913704,-0.054581992,0.124193996,-0.07443535,-0.028056499
0.2874634,-0.09800095,0.45180243,0.3998329,0.5701342,0.35078296,0.17520276,0.26342908,0.15681529,0.3620184,0.104430944,-0.15159953,-0.100104,0.16479957,-0.15124567,-0.097316444
0.27944708,-0.026242916,0.41902396,0.2722939,0.4234041,0.17197275,0.09136455,0.12973252,0.112988845,0.25011376,0.05888537,-0.095892765,-0.03041976,0.14692259,-0.085759975,-0.051117297
0.025343373,0.12780963,0.45426312,0.3776388,0.41961816,0.1415346,0.3237278,0.33043653,0.12878175,0.3925808,0.21398813,-0.10560305,-0.0437387,0.17410134,-0.102499045,-0.12677075
0.41288978,-0.1041165,0.56773055,0.4771979,0.6970654,0.13483006,-0.054609694,-0.0788409,-0.037423935,0.10254793,0.0005533397,-0.1946839,-0.041213594,0.2691163,-0.26478454,-0.14063711
0.57462436,-0.34496263,0.5962165,0.6362744,0.97126615,0.5171281,0.08578022,0.16982836,0.096901074,0.31079948,0.025553335,-0.23415883,-0.14024645,0.30716813,-0.32436058,-0.22185817
0.33432806,-0.10713218,0.44792792,0.36268538,0.58543646,0.29075295,0.16920137,0.23901114,0.120548785,0.34917116,0.03983309,-0.13217105,-0.094139524,0.15313153,-0.119745694,-0.06508176
0.24978086,0.047982864,0.39133796,0.270894,0.4031418,0.11273947,0.10322432,0.12269902,0.05668858,0.19436842,0.029556539,-0.08354008,0.0036335215,0.109800935,-0.07131441,-0.074209005
0.48297936,-0.23335494,0.50588644,0.44137642,0.7214587,0.36641744,0.050325043,0.1129296,0.073046245,0.21663171,0.004068665,-0.19184345,-0.10539096,0.23584326,-0.22731966,-0.13969931
0.25434655,0.049042135,0.57448006,0.35465792,0.48267803,-0.08378643,0.029674936,-0.0048352145,0.008065321,0.10650831,-0.01201582,-0.1304511,0.009853577,0.20957144,-0.1837477,-0.11042455
0.57113796,-0.28216597,0.5386593,0.45099705,0.7243045,0.3078544,-0.15718867,-0.05857602,0.0030014403,0.02121222,-0.048908718,-0.24378532,-0.053750694,0.30111876,-0.3330642,-0.16580714
0.8613047,-0.6014104,0.7412399,0.7544421,1.1844696,0.48318204,-0.23509644,-0.06618866,-0.074045524,0.026185155,-0.14195839,-0.3739049,-0.12213578,0.5017549,-0.5740708,-0.2721641
0.6316737,-0.28196555,0.5650289,0.49902552,0.7968039,0.41734388,-0.11473329,-0.045313153,0.010910984,0.05592545,-0.03996271,-0.24934559,-0.0859335,0.30778465,-0.3256339,-0.19808522
