Entities,PointsAdjust,Generated_Var_3,Effort
0.30704892,0.18227553,0.31161436,0.18280068
0.42278412,0.24414867,0.44459376,0.2565043
0.56107116,0.37904575,0.542454,0.37133214
0.36690113,0.19984224,0.4054465,0.24146493
0.48723376,0.31933013,0.5389861,0.41448978
0.3520342,0.26329845,0.35867307,0.3126346
0.46473086,0.32052624,0.4559976,0.34462374
0.37708563,0.24589868,0.45372745,0.2025343
0.3033378,0.28801847,0.36470821,0.11914711
0.52181447,0.28778654,0.47513857,0.3174807
0.38518372,0.2730471,0.4611012,0.25858048
0.46780235,0.33011496,0.5264392,0.27904433
0.40231332,0.2401021,0.4139802,0.27172983
0.23894137,0.2853238,0.33978617,0.33396992
0.44996816,0.24648675,0.43438274,0.22689027
0.56829596,0.5041652,0.6634157,0.48082277
0.32053375,0.21647851,0.43006077,0.12916246
0.338919,0.1972925,0.39744332,0.20202887
0.30928475,0.18055862,0.32196835,0.1932022
0.32499027,0.22968663,0.36637574,0.26239732
0.5182112,0.5098026,0.5939281,0.34364113
0.37577182,0.31392044,0.45704842,0.18214765
0.22523107,0.24002954,0.3156491,0.27863038
0.4392164,0.26432332,0.37932405,0.2779508
0.55725807,0.44856447,0.58242345,0.47462016
0.2508998,0.15452597,0.4044505,0.21289897
0.7702198,0.67718726,0.75826263,0.68339944
0.3770803,0.28206557,0.42925218,0.26785874
0.413534,0.2461539,0.49619043,0.39039755
0.3901029,0.21409878,0.3711967,0.18659131
0.32972562,0.19717595,0.3771529,0.1800192
0.45384473,0.26774836,0.4668706,0.22170393
0.22770023,0.19597279,0.28394687,0.18751323
0.28243864,0.15812345,0.3196699,0.19638358
0.37696666,0.2238222,0.3721699,0.23015636
0.68691856,0.5534334,0.6375059,0.59491074
0.65544164,0.5718014,0.62084305,0.5364063
0.19303522,0.16258039,0.39257002,0.15581205
0.55987775,0.43058768,0.5267961,0.39259022
0.5135977,0.3243562,0.53242826,0.35982323
0.23603973,0.20538275,0.36076403,0.13280246
0.31667334,0.27644333,0.44001737,0.15069108
0.3009528,0.27402854,0.44269422,0.27710396
0.28330058,0.25684068,0.46328807,0.1641654
0.21466316,0.11565351,0.30416793,0.13746962
0.3325453,0.1950179,0.3783194,0.22279611
0.37511006,0.22837296,0.42755395,0.1635894
0.66417044,0.5245271,0.6232681,0.5326435
0.35763922,0.21716182,0.41418937,0.19978938
0.37885866,0.25839937,0.4492658,0.24208692
0.71925896,0.622448,0.6697855,0.5882244
0.57658076,0.44616577,0.52989674,0.42261034
0.53364503,0.46987858,0.62285054,0.30096215
0.39391172,0.22441375,0.4308856,0.23931251
0.2882908,0.22949582,0.37866163,0.15024829
0.19756997,0.14570445,0.33392456,0.1724262
0.46219906,0.30612728,0.51468,0.28163475
0.36832437,0.21514148,0.43789342,0.16830717
0.5778017,0.4395204,0.620759,0.38901484
0.4652195,0.3961093,0.5630907,0.25536117
0.18276703,0.09234529,0.15576017,0.17679584
0.4973017,0.31464994,0.47043636,0.33875066
0.34634766,0.19594061,0.33330542,0.15958014
0.41908717,0.21370423,0.4595332,0.222899
0.29662716,0.16771391,0.23092096,0.14790201
0.37028068,0.247626,0.39462343,0.21345466
0.5946781,0.489063,0.6027851,0.41694072
0.7281504,0.63678044,0.7257807,0.63363093
0.25998116,0.32675344,0.42402598,0.34753856
0.24227498,0.02961652,0.0685852,0.17038946
0.44057554,0.28081167,0.42177868,0.274248
0.6667903,0.5340123,0.6543945,0.5333754
0.6467507,0.60470545,0.6798333,0.5274278
0.6709454,0.54516816,0.6888083,0.60135627
0.38407424,0.28771633,0.43679383,0.3031643
0.41744673,0.26504093,0.41276017,0.27687335
0.33728737,0.3402634,0.43894035,0.119503014
0.3369693,0.2368218,0.32313854,0.23823407
0.4318929,0.294406,0.4692617,0.38335064
0.24126627,0.13172908,0.2084278,0.18029249
0.40858778,0.22432244,0.40206584,0.2901453
0.4356261,0.27875352,0.49371698,0.22278611
0.32652634,0.3428103,0.42435884,0.073299035
0.6993202,0.6084055,0.7146225,0.58931243
0.61245847,0.41645136,0.5879508,0.49490753
0.2962945,0.16498205,0.41570824,0.17325029
0.24060008,0.2102012,0.3559935,0.22248027
0.41872033,0.24062726,0.4678668,0.3152543
0.5699772,0.36637753,0.5333531,0.44168606
0.14172284,0.16585997,0.25459588,0.20984864
0.39961457,0.21869636,0.44016704,0.19982356
0.33411986,0.20387262,0.34571818,0.16549934
0.6131137,0.49752548,0.61205065,0.50677323
0.55424047,0.38421473,0.54932463,0.41014642
0.19337884,0.22000185,0.41467896,0.27617165
0.7506008,0.7184164,0.7780696,0.6614692
0.22262985,0.13742977,0.24501349,0.11316137
0.6316233,0.5344062,0.6143857,0.4750385
0.48710766,0.27307642,0.5007328,0.28490424
0.40996,0.23898502,0.43575817,0.25631487
0.19468558,0.14729533,0.23045757,0.11524462
0.39246204,0.22717836,0.43743256,0.24281013
0.5138477,0.3284156,0.53386164,0.28448173
0.2879892,0.24547833,0.30517578,0.24358067
0.212603,0.16082473,0.32126948,0.171335
0.36847427,0.18758297,0.38643923,0.16491234
0.39985144,0.5432578,0.5924182,0.14321555
0.31362027,0.17791602,0.320151,0.20880342
0.26432624,0.17784819,0.26644808,0.14858615
0.41392955,0.31503755,0.4829778,0.32301825
0.513114,0.32918108,0.50230026,0.32174408
0.51249665,0.3636498,0.50066364,0.35680667
0.33278,0.2834068,0.42496946,0.31507137
0.34226704,0.2565182,0.36166543,0.33268154
0.31267467,0.16757499,0.21545438,0.20098019
0.32070053,0.23014024,0.3637859,0.16914742
0.3013353,0.18542662,0.34810072,0.19141617
0.37635458,0.27946568,0.45385793,0.29579985
0.6204545,0.47922704,0.61802614,0.5892341
0.44942766,0.32979333,0.4717026,0.3975272
0.35376436,0.24557558,0.479335,0.2393654
0.46559355,0.28119364,0.52084947,0.40430716
0.29538196,0.29739368,0.333833,0.10835556
0.28788656,0.15963417,0.19183314,0.14599782
0.3035211,0.20427002,0.42184266,0.17714521
0.5357566,0.32660365,0.5027106,0.29672804
0.67148656,0.6739061,0.72512007,0.52726084
0.34437424,0.26815307,0.3695788,0.28306866
0.43914038,0.28881165,0.424522,0.21908289
0.41276893,0.25286838,0.39346585,0.21491548
0.39430833,0.38851666,0.5188179,0.16023397
0.55944216,0.35697347,0.5889641,0.2916539
0.33423406,0.20531562,0.39226788,0.18659422
0.55391216,0.38100344,0.5904001,0.54288834
0.45911482,0.28154832,0.49722555,0.27210087
0.18714008,0.30190074,0.4013249,0.2924819
0.34068453,0.22930557,0.38916442,0.1523716
0.32212186,0.29684275,0.40330023,0.29178008
0.5279101,0.33125633,0.5106139,0.30797172
0.32957584,0.26925752,0.41136765,0.279046
0.30006826,0.24210717,0.36509994,0.27955222
0.48657915,0.29593614,0.50731087,0.38565618
0.6186921,0.67277044,0.71440876,0.42456806
0.21028358,0.19789964,0.16114384,0.23499967
0.67725885,0.54844856,0.6423781,0.56542933
0.49148715,0.38332567,0.55713487,0.27236977
0.40818366,0.25690955,0.4306801,0.24690163
0.5014396,0.3321813,0.48863295,0.35637802
0.4345413,0.26795828,0.46607375,0.2728827
0.49324998,0.26452112,0.44052553,0.32727462
0.28132924,0.33212027,0.47024632,0.49723524
0.4842212,0.28728366,0.50433505,0.31402332
0.49508974,0.38513947,0.54073405,0.31760088
0.3220944,0.23800853,0.33228323,0.2287978
0.29306287,0.24175532,0.34906447,0.23678106
0.2750857,0.25052142,0.43944582,0.15637933
0.43538582,0.49982673,0.59622204,0.16698988
0.336353,0.30000103,0.40557534,0.39160228
0.24844173,0.19870359,0.14766547,0.27584013
0.54164,0.35687235,0.5133939,0.45635623
0.31470728,0.16592412,0.40785876,0.1660964
0.49266464,0.3054465,0.5198623,0.34250736
0.24180165,0.13215971,0.26261514,0.13904013
0.31839845,0.2089127,0.45704502,0.2986729
0.41534775,0.3589906,0.5015956,0.20252341
0.19008958,0.12842157,0.43394452,0.1959349
0.28687605,0.1759734,0.15986653,0.22242211
0.49676377,0.29010785,0.4730445,0.2714111
0.17389902,0.1167697,0.12756412,0.16492206
0.33108053,0.23181178,0.441447,0.36356002
0.692904,0.5349286,0.68732786,0.5597959
0.38743344,0.33365604,0.46390933,0.32167995
0.3277052,0.21705852,0.34637946,0.16359356
0.41962096,0.2674281,0.44895872,0.29226008
0.27019435,0.15177163,0.52646613,0.19883603
0.35508144,0.18429749,0.44485828,0.2514244
0.2415885,0.32651907,0.43580183,0.023461051
0.2120611,0.14305368,0.18796366,0.17497255
0.50661194,0.4016139,0.5396855,0.37888002
0.2042184,0.1648217,0.29156837,0.14623024
0.47959363,0.24795307,0.45402682,0.246512
0.3945369,0.27068114,0.3869632,0.26278928
0.18809903,0.13222556,0.194636,0.092643715
0.22159216,0.107668534,0.12436333,0.1747152
0.49915728,0.42495513,0.49211136,0.39541075
0.6102511,0.47820985,0.59002197,0.5403897
0.46882716,0.31423563,0.5047606,0.24008194
0.3009225,0.17231649,0.32767543,0.1748388
0.40973362,0.22727498,0.3437537,0.26550266
0.7338406,0.7288051,0.7652006,0.6265173
0.29839578,0.20509955,0.38770765,0.15024745
0.49665368,0.26975834,0.425544,0.27178317
0.34029537,0.23893864,0.4082709,0.17458206
0.7117625,0.5936155,0.63690495,0.5933589
0.28991362,0.25577283,0.42031902,0.26275975
0.45010507,0.2789711,0.47152314,0.39773095
0.36473554,0.25109565,0.4399218,0.21054554
0.51381063,0.32126528,0.52001786,0.2845952
0.47807172,0.29646206,0.43316406,0.37121773
0.39461792,0.2679077,0.4662433,0.3624431
0.38317427,0.22559905,0.4811547,0.28380647
0.26594082,0.23682746,0.37140566,0.30674297
0.36831084,0.2245902,0.40999737,0.28983352
0.3626354,0.2554003,0.4126741,0.15622872
0.33229408,0.20943724,0.37204298,0.19746494
0.2282228,0.23286247,0.39551634,0.2338301
0.24604475,0.2442208,0.34325865,0.21533978
0.33067173,0.15623674,0.20450412,0.19312719
0.46543208,0.3463323,0.4901764,0.34686476
0.48355567,0.25704092,0.4640452,0.3400086
0.33055258,0.31505257,0.42194787,0.29981437
0.46635786,0.28180847,0.4162039,0.2492969
0.487248,0.2652972,0.48647645,0.30754328
0.28972447,0.24102023,0.3775112,0.33822942
0.57705337,0.3699757,0.5554985,0.3943078
0.37262452,0.24304125,0.46235606,0.18199797
0.5324117,0.3841984,0.5578284,0.38028318
0.30401883,0.22906366,0.43912226,0.19097534
0.16404842,0.26225513,0.3723692,0.3193472
0.37018046,0.28256342,0.39182094,0.15666091
0.4442484,0.2315333,0.4431522,0.2522408
0.46705553,0.2598179,0.44905242,0.28655702
0.5893477,0.47539762,0.6098038,0.4353651
0.17029113,0.24372815,0.37547007,0.0
0.4354195,0.26748952,0.56950116,0.2078624
0.36531055,0.21594891,0.37974834,0.19595358
0.4945304,0.33831656,0.5146302,0.26028156
0.37164167,0.24401946,0.43939677,0.3353417
0.5850314,0.47853452,0.5789006,0.41230336
0.3155598,0.3110735,0.42124656,0.31968185
0.5569873,0.3723805,0.5474566,0.43911788
0.28913793,0.18614718,0.35170147,0.11201602
0.2726956,0.18223482,0.30231547,0.17598526
0.25859314,0.29981065,0.3069073,0.105172396
0.7856169,0.70790374,0.71781516,0.70009327
0.44075716,0.23654166,0.48898312,0.35482463
0.41618004,0.27586234,0.5039077,0.21360055
0.6262267,0.4380849,0.55378306,0.47453615
0.56824857,0.3692103,0.56631994,0.49677208
0.40304828,0.32025915,0.4291391,0.36727554
0.25649118,0.3351531,0.35654837,0.35008383
0.38206717,0.22947285,0.4069915,0.27240974
0.4879482,0.3243249,0.50973016,0.38605058
0.24156189,0.12493026,0.24736455,0.19585586
0.6360072,0.488328,0.6398517,0.55589867
0.576723,0.48759413,0.6821445,0.46562502
0.419388,0.23096108,0.47364557,0.19379833
0.28151745,0.23931773,0.39178017,0.21850702
0.16812909,0.1877199,0.33320627,0.18715352
0.37240624,0.32481548,0.4651331,0.1403785
0.4225525,0.23423472,0.4572651,0.22345348
0.52073,0.36192653,0.56708586,0.28892994
0.2791018,0.18164445,0.3315525,0.14729582
0.19522561,0.13188109,0.26709867,0.18707079
0.50316113,0.28462857,0.47429144,0.26351628
0.269959,0.25835648,0.41145328,0.274306
0.31699634,0.2061148,0.27860948,0.2464076
0.5071269,0.34471178,0.4714554,0.39167696
0.34977055,0.43791184,0.47015342,0.118964605
0.5041374,0.3537435,0.51799655,0.3028001
0.26228842,0.14127296,0.31208992,0.13329358
0.44703895,0.2652498,0.45255324,0.22635669
0.4449785,0.2785356,0.4889164,0.23696485
0.46093145,0.28144547,0.42785993,0.27287012
0.60957646,0.48875964,0.64078,0.40593717
0.21018672,0.18681861,0.28917992,0.19782078
0.2668236,0.22492358,0.29095286,0.21135058
0.34583002,0.2820716,0.4161185,0.111157045
0.74300724,0.7152443,0.7444302,0.62457424
0.29591936,0.17646569,0.23520581,0.19262467
0.7966811,0.75246686,0.7564484,0.73154044
0.27873158,0.14320055,0.2348362,0.13516049
0.4945175,0.3487939,0.500133,0.29173315
0.35787344,0.25413418,0.3971017,0.2491636
0.35465077,0.17991099,0.35175696,0.23570943
0.4184726,0.28880113,0.40545925,0.32691702
0.32365742,0.28901535,0.46770304,0.15115467
0.3815012,0.29081386,0.38066056,0.35162288
0.17207938,0.1520624,0.13963988,0.20770004
0.31816497,0.21410525,0.39801183,0.21864003
0.080042765,0.18815179,0.20894308,0.17730764
0.23508999,0.28757152,0.37761706,0.31184372
0.4348566,0.3286318,0.49498576,0.17809774
0.70658493,0.72673416,0.7873782,0.5182166
0.42471033,0.25094816,0.4587803,0.24050614
0.3545341,0.23293594,0.41693527,0.21439147
0.44199908,0.24509487,0.3793768,0.2936959
0.34624103,0.23676455,0.41241276,0.26712024
0.3783689,0.39451653,0.52333236,0.11547316
0.6714401,0.55790985,0.6693084,0.59069794
0.21776679,0.1818878,0.34653255,0.19827046
0.20132178,0.21213925,0.25444162,0.21623737
0.49590394,0.2907577,0.5069603,0.2797577
0.3343229,0.31875423,0.43717796,0.4476456
0.56102633,0.34878892,0.5375932,0.3460256
0.51414335,0.37526932,0.5457356,0.34485757
0.30192208,0.21127886,0.4789973,0.21674925
0.8346984,0.7465054,0.8091171,0.73674446
0.75666255,0.7413466,0.75262535,0.65764517
0.33582133,0.25041395,0.32713532,0.24285862
0.3450808,0.2597772,0.3492087,0.30850476
0.5294947,0.2832944,0.44935048,0.34897596
0.31667665,0.23422451,0.4168161,0.22250482
0.7427859,0.69949967,0.7531854,0.6431221
0.1848988,0.13216677,0.21709898,0.16783
0.5477116,0.3798339,0.5625216,0.3338537
0.28124124,0.10592476,0.16873115,0.17700432
0.80834466,0.7133244,0.73088956,0.77414596
0.354662,0.21891987,0.39898157,0.23299077
0.40618405,0.23605186,0.43797752,0.18689978
0.32486644,0.19827516,0.396036,0.21095568
0.2549311,0.28641778,0.45793056,0.45070878
0.24398056,0.14910765,0.2810432,0.20127562
0.19351399,0.15359128,0.18417133,0.14815795
0.47283626,0.3537657,0.52613413,0.27527264
0.20791209,0.11354994,0.24588437,0.19721484
0.48178732,0.525185,0.613937,0.2515421
0.289419,0.20094869,0.37260306,0.2065415
0.46540108,0.3978997,0.53887707,0.2787658
0.20940176,0.22471067,0.4031443,0.21090953
0.3815802,0.29622653,0.39005977,0.29062718
0.40777865,0.3224193,0.46208152,0.3038034
0.4921244,0.26806203,0.48834,0.23749806
0.43241128,0.25626844,0.46856168,0.40165615
0.48387763,0.34959692,0.5472566,0.3008612
0.39371166,0.24818642,0.4553619,0.21989717
0.5299681,0.31763658,0.43933517,0.31906375
0.17555732,0.23209038,0.32045704,0.20343068
0.26525187,0.19285034,0.34993526,0.16538067
0.49374625,0.43084773,0.5751256,0.27274343
0.5896262,0.4454379,0.56921756,0.41237846
0.21700045,0.24710496,0.3820594,0.009558454
0.18102926,0.1759727,0.30141369,0.17156084
0.41963977,0.26534253,0.43607563,0.29915833
0.54659027,0.5287815,0.6073452,0.38552016
0.36201775,0.21215898,0.40861553,0.20934165
0.40493438,0.22985445,0.34962058,0.21662492
0.54037774,0.51547337,0.63092506,0.330878
0.27360588,0.2243744,0.41112927,0.1356424
0.26127797,0.20276655,0.33870628,0.22228858
0.46846074,0.32416943,0.4313781,0.36744112
0.63348186,0.51051176,0.6215912,0.5056962
0.3423552,0.27479643,0.45477834,0.27999634
0.2526716,0.21466011,0.28270638,0.052876323
0.44772953,0.4582516,0.57615817,0.19653755
0.36020517,0.19168352,0.39428344,0.1633814
0.72737014,0.66549635,0.71338403,0.64560306
0.52498853,0.27913377,0.45536965,0.34176707
0.37929526,0.2904864,0.5288065,0.30499288
0.47720394,0.27300686,0.50588524,0.3914098
0.41987577,0.23370281,0.4022949,0.24439427
0.62513936,0.51507115,0.6482601,0.49786383
0.25782144,0.19947919,0.24645141,0.2186839
0.5336795,0.59892845,0.65501106,0.30504838
0.478043,0.32168558,0.5351009,0.355799
0.28311747,0.22057472,0.40675664,0.18288928
0.39595664,0.27210277,0.44163546,0.25562406
0.3557172,0.24452202,0.43171182,0.2549246
0.5050734,0.42497054,0.56258976,0.35966453
0.41114405,0.23949765,0.37644315,0.24180634
0.71145797,0.6128383,0.65887403,0.6059901
0.23276937,0.22155645,0.13874218,0.2783414
0.44139576,0.35167658,0.49002492,0.26933438
0.4692958,0.29953012,0.48932448,0.24125347
0.54144824,0.4028351,0.5804924,0.39795184
0.70091915,0.7061859,0.768523,0.5618035
0.36643994,0.19894074,0.41359428,0.20581065
0.26635638,0.15785635,0.1949631,0.18937995
0.35109162,0.30890173,0.44201824,0.118106544
0.52184033,0.37744898,0.5160781,0.33150864
0.5440053,0.38080674,0.5746324,0.46028993
0.30854875,0.23822075,0.40726417,0.22808424
0.49684018,0.45104483,0.58079565,0.28462625
0.3420124,0.16812259,0.3536011,0.19424993
0.37176445,0.25022608,0.41889843,0.221824
0.3943073,0.31861562,0.45205072,0.35607243
0.40912583,0.34819397,0.4610004,0.3573445
0.35186368,0.2054356,0.43342477,0.19867855
0.4943534,0.35231975,0.4481583,0.33422717
0.19255748,0.14991286,0.24179153,0.15558201
0.49022803,0.3284408,0.44576403,0.3297607
0.66067994,0.48180538,0.65689874,0.5105774
0.3757296,0.26270473,0.38339627,0.25599697
0.36169362,0.24707493,0.4207998,0.27723652
0.46558684,0.2717279,0.46981472,0.27889964
0.46658778,0.29228354,0.5437051,0.28147292
0.3340926,0.27993554,0.43479595,0.27511707
0.19734742,0.2650364,0.34544906,0.26737586
0.28672242,0.26651287,0.42386627,0.30654803
0.23470984,0.25453934,0.4159185,0.27409247
0.4272385,0.28035975,0.39752477,0.3546098
0.41866896,0.26328266,0.45872918,0.29726616
0.8236875,0.78363377,0.83754945,0.7607362
0.36404094,0.2320171,0.50964856,0.22731006
0.272866,0.14811438,0.19789286,0.17868786
0.39070386,0.24098359,0.449774,0.24350512
0.42715177,0.25452965,0.45002005,0.24885938
0.4392075,0.2763034,0.46887204,0.28141734
0.56013024,0.37700325,0.5912142,0.40243942
0.55360496,0.33408073,0.5396403,0.3792117
0.47693217,0.3433011,0.6290314,0.30406052
0.43558973,0.2705323,0.48816937,0.35586622
0.2551356,0.16318384,0.31112137,0.121072516
0.50627726,0.3402037,0.5510653,0.2853958
0.6261245,0.52255845,0.6386231,0.4676386
0.6674468,0.6098923,0.6689317,0.54527605
0.5445722,0.3115624,0.53288007,0.28177676
0.39716604,0.2044599,0.32372308,0.22210932
0.64473593,0.505638,0.65661013,0.51441336
0.5475743,0.5835173,0.6528566,0.3505339
0.43264937,0.32574332,0.50885785,0.24314913
0.21861374,0.24596061,0.40282956,0.25899237
0.24722382,0.18369398,0.30737922,0.15203433
0.5472981,0.3611051,0.48858646,0.35639435
0.48754528,0.24433959,0.48124894,0.30309424
0.4569163,0.33745325,0.52109045,0.44684902
0.29612076,0.22478549,0.39598316,0.16028282
0.45292282,0.27218455,0.44968367,0.2449233
0.40341112,0.31096977,0.49952525,0.24751839
0.48352784,0.25029194,0.47959632,0.25468588
0.4734519,0.24123645,0.48565784,0.29146808
0.6587876,0.5803379,0.6777662,0.56250596
0.51955616,0.3005687,0.49649924,0.29233897
0.32909682,0.18948299,0.37323883,0.1441201
0.17985898,0.14695285,0.22261627,0.120655805
0.3945204,0.25795376,0.4706693,0.18419921
0.24099386,0.09583354,0.112651214,0.19783112
0.4895149,0.2965788,0.51683795,0.35906735
0.34299394,0.18202353,0.41198337,0.18420798
0.3898479,0.29226,0.38863024,0.3316007
0.44094402,0.27150014,0.44145602,0.3277238
0.81207037,0.7772066,0.8045522,0.7498402
0.5458936,0.30661017,0.488767,0.31987154
0.42085233,0.3027972,0.4580289,0.23275244
0.2619172,0.16451511,0.27810758,0.15756536
0.18849307,0.1575535,0.3015389,0.12253155
0.29184842,0.2655986,0.3725389,0.2830761
0.5505307,0.4298284,0.5817288,0.4170261
0.21463612,0.24540022,0.3938796,0.10674183
0.5813504,0.34947133,0.5608456,0.4005592
0.4838161,0.34280908,0.53627574,0.3404422
0.34850574,0.247495,0.3886059,0.26192957
0.41544017,0.3201341,0.5323488,0.25884208
0.23437008,0.26572657,0.45344073,0.04670701
0.3391978,0.2256954,0.38759053,0.2543668
0.26516557,0.1772504,0.26191187,0.093349494
0.37163666,0.19143194,0.4043057,0.23302737
0.27219933,0.22799547,0.34882686,0.11936892
0.4638415,0.24621259,0.4566484,0.2617334
0.5407618,0.3698203,0.5603043,0.34967425
0.5943986,0.4815846,0.5581703,0.48461333
0.49462402,0.28134653,0.49147758,0.34585217
0.23483092,0.14397898,0.238551,0.17041552
0.23574373,0.15939909,0.28443784,0.07317473
0.44921505,0.26267913,0.49067757,0.23564857
0.31050736,0.23415825,0.3683415,0.17260648
0.3529247,0.319978,0.42978382,0.16342291
0.61558867,0.5153166,0.6594529,0.4374424
0.73263925,0.62552375,0.7133666,0.6137121
0.20041895,0.2151533,0.23690249,0.21232194
0.4258824,0.36933988,0.50569874,0.18771666
0.37646532,0.2435958,0.4773134,0.19486272
0.19872785,0.0685406,0.0,0.21902746
0.38552904,0.33337516,0.4639399,0.35311764
0.3857656,0.2775033,0.4471775,0.18372855
0.45043907,0.25422996,0.46006724,0.3624103
0.28340042,0.34768066,0.49183002,0.13276096
0.5699511,0.4101253,0.6040164,0.3591936
0.63106626,0.64304066,0.6644199,0.5078814
0.36935368,0.27268332,0.46241292,0.24695033
0.51625955,0.29301125,0.50857574,0.40245292
0.39736742,0.27118474,0.41034788,0.28053033
0.21807566,0.11999713,0.17174287,0.15651226
0.41372016,0.28326702,0.36523136,0.2868985
0.34511542,0.22667235,0.40486366,0.19244552
0.19848576,0.22227369,0.35728046,0.23009498
0.5961764,0.43620402,0.5997877,0.38934776
0.38232762,0.25662318,0.4437148,0.24723184
0.27398467,0.16499737,0.36597952,0.21030378
0.58340895,0.41013616,0.60796297,0.5242683
0.4049948,0.2518493,0.3740784,0.2178542
0.2883478,0.19284785,0.35432664,0.15122505
0.55980015,0.39597037,0.56471467,0.55055463
0.34568948,0.25528494,0.41634813,0.24317668
0.29596096,0.17549981,0.423829,0.17746435
0.3396751,0.31025025,0.44199365,0.39213005
0.42605397,0.4483487,0.55178475,0.17625096
0.45114198,0.25492156,0.4870504,0.2977985
0.2270959,0.25490427,0.39329764,0.21105802
0.20744345,0.1903401,0.28956997,0.16414319
0.40691945,0.38542345,0.5243099,0.13508567
0.39258403,0.23577371,0.4047967,0.24963683
0.43165568,0.24292633,0.45260122,0.20641536
0.45792788,0.2645138,0.49204788,0.25157678
0.37662843,0.34208196,0.43859303,0.39829955
0.697631,0.6293404,0.6957314,0.60155493
0.38461894,0.29034373,0.4484643,0.34867752
0.6019236,0.49035978,0.5970888,0.43520027
0.4437025,0.48566878,0.57194805,0.17422941
0.38115826,0.21377775,0.37322757,0.2040525
0.34470105,0.21383414,0.42066684,0.19599251
0.2529778,0.27447012,0.37200445,0.26266667
0.3061687,0.21322283,0.44942793,0.18232223
0.16080724,0.13761356,0.14493817,0.19383404
0.6820607,0.568151,0.6393361,0.53087384
0.7152486,0.5931748,0.65422,0.58991414
0.52448905,0.34506232,0.5388782,0.4277479
0.259834,0.16706797,0.3280977,0.16212144
0.5064461,0.37891388,0.51991516,0.37574378
0.58105266,0.5221938,0.60272133,0.41730425
0.7263735,0.6429897,0.7290735,0.63414544
0.37646842,0.22057465,0.4260278,0.27318826
0.36047876,0.18523923,0.37535688,0.17204407
0.47902563,0.28384534,0.47965747,0.3204542
0.48348308,0.3195206,0.5194105,0.32405695
0.3658376,0.4852149,0.57027435,0.05070574
0.43140763,0.49675277,0.5732825,0.1980226
0.3513458,0.433618,0.5281087,0.038075536
0.50214446,0.33518535,0.5042599,0.36227566
0.44927785,0.32015628,0.56730735,0.36734334
0.22963819,0.18175696,0.20658816,0.2177695
0.63815004,0.5519959,0.63898313,0.511705
0.27069163,0.2193864,0.329851,0.1799263
0.23985824,0.28805047,0.30662152,0.35895765
0.49758172,0.28844875,0.5152411,0.31870183
0.4663955,0.28661156,0.49408224,0.2562587
0.53874755,0.3484395,0.56577027,0.28844726
0.85877466,0.7369581,0.79790425,0.82585263
0.37576148,0.25716072,0.44774523,0.28767896
0.4063576,0.23598704,0.40448868,0.21236697
0.20595235,0.2918678,0.38627613,0.3090993
0.38447905,0.27111733,0.44821718,0.24728039
0.22489312,0.18753922,0.36393157,0.21244985
0.5472349,0.40390936,0.5797062,0.431106
0.29334784,0.21314803,0.3253989,0.17172998
0.49353912,0.3160087,0.45776206,0.28799474
0.15984258,0.20244509,0.3081685,0.18374819
0.43457603,0.22011107,0.42882663,0.20134875
0.2916701,0.19808635,0.28104335,0.2450499
0.50246465,0.33909202,0.5474752,0.27496976
0.31283516,0.21037555,0.36683586,0.1618221
0.47360972,0.31251103,0.490313,0.31352702
0.36635387,0.24931186,0.4428423,0.22067314
0.23727816,0.16456938,0.20629795,0.23867902
0.56852627,0.40191624,0.5722537,0.5037753
0.34502506,0.2230457,0.41401148,0.18021666
0.31883863,0.29566592,0.41801143,0.3696298
0.5463238,0.30429626,0.54569066,0.3938338
0.538931,0.4003158,0.58523357,0.370823
0.33814734,0.2469044,0.54499793,0.38728362
0.27521527,0.22579798,0.36442327,0.20185867
0.32615954,0.16289924,0.27371758,0.15850742
0.48770523,0.33481887,0.5235019,0.41523588
0.46359503,0.26062346,0.5075963,0.23454353
0.31649452,0.27997637,0.36823645,0.3037618
0.49103552,0.2658249,0.5031415,0.26728395
0.268138,0.19251028,0.3309125,0.11443844
0.24758458,0.25765908,0.30940196,0.052448556
0.29612556,0.21371666,0.25760132,0.21674624
0.45436567,0.2819994,0.44977823,0.28236985
0.42171013,0.27614197,0.41222328,0.32074058
0.67369753,0.6959721,0.7704588,0.49616483
0.38006046,0.21827984,0.27429712,0.2746962
0.5770261,0.44826937,0.57992184,0.42546013
0.45664245,0.3390859,0.508222,0.25890228
0.39159188,0.19327295,0.4136824,0.18008046
0.27529615,0.19345266,0.35883236,0.1782614
0.42527565,0.20531362,0.39418146,0.2152274
0.42099422,0.23282593,0.44702885,0.26299265
0.7361043,0.65662163,0.6877924,0.64007425
0.13803825,0.21030852,0.24742688,0.23625803
0.44147706,0.23061189,0.4465985,0.28720382
0.67681444,0.6405855,0.723073,0.5464719
0.6886738,0.52095497,0.6672151,0.5639625
0.4573153,0.26648328,0.5259838,0.25839734
0.34542137,0.23700842,0.3522198,0.2073965
0.11495879,0.1132645,0.25417924,0.110213816
0.6781453,0.60338426,0.71184456,0.5654611
0.43581957,0.26842153,0.45497194,0.2719836
0.4573396,0.44566068,0.57500684,0.20806928
0.19510335,0.24819821,0.29495534,0.24121323
0.26919997,0.27690715,0.39002118,0.0333843
0.50553095,0.43984038,0.5577216,0.34918487
0.42519683,0.30684114,0.47060102,0.36056188
0.28182465,0.21579981,0.36305475,0.23421864
