TeamExp,Transactions,Entities,PointsAdjust,Envergure,Generated_Var_2,Effort
0.6718476,0.18266325,0.29081768,0.16807184,0.4684811,0.5301084,0.22879645
0.28647846,0.15698665,0.17099194,0.076776944,0.6323854,0.69517803,0.23450798
0.07467614,0.352524,0.18688422,0.21755125,0.49596933,0.60876626,0.25834462
0.108735286,0.11172968,0.35243952,0.1240588,0.44456437,0.77500004,0.20725024
0.7240703,0.26153597,0.32083175,0.2296748,0.5931343,0.26779693,0.37591
0.7168082,0.5587556,0.64391,0.5650206,0.5360687,0.5431932,0.66568696
0.7084307,0.3034716,0.41597277,0.29743505,0.619324,0.4862113,0.44232237
0.44302005,0.16265303,0.13118885,0.060358044,0.42875206,0.8302147,0.19493917
0.720059,0.25028244,0.33878675,0.22732769,0.38309574,0.59778935,0.25778076
0.719218,0.12785584,0.6456714,0.221626,0.79970723,0.7427781,0.20210457
0.43256146,0.12105502,0.15193914,0.059684336,0.26203954,0.7267924,0.14262249
0.68238646,0.14714205,0.26571023,0.121802635,0.5387645,0.4948832,0.24632952
0.51032233,0.250799,0.24316128,0.16556334,0.632373,0.5818064,0.32608443
0.24493016,0.16974075,0.24160112,0.107079625,0.2744407,0.7905089,0.10148776
0.026826985,0.057344545,0.058899358,-0.03474652,0.64621073,0.32457075,0.00684331
0.2048878,0.07451065,0.5653499,0.16061136,0.40554905,0.86913955,0.1780305
0.7310187,0.30279875,0.4169412,0.31005716,0.7181572,0.4269011,0.38196746
0.040609807,0.13123281,0.22832198,0.0725244,0.19512938,0.7571889,0.16635728
0.6466197,0.17465904,0.15629604,0.10218495,0.64866054,0.7060433,0.21184453
0.7285384,0.18759756,0.40121794,0.1845701,0.62727094,0.4718154,0.23987329
0.80135584,0.110012874,0.23525386,0.08191843,0.34134302,0.67717886,0.10651711
0.56977147,0.18838713,0.59588224,0.27946407,0.48035005,0.60350263,0.3149047
0.3246416,0.078487575,0.7455866,0.23806395,0.5463329,0.67885923,0.2306807
0.10052753,0.18388481,0.15631527,0.09081459,0.46263343,0.79462993,0.19338512
0.7292528,0.51730335,0.48483086,0.49364507,0.6307498,0.4066001,0.59913063
0.7826129,0.19310074,0.42999172,0.20323995,0.57930785,0.5433708,0.2975221
0.66510576,0.3086959,0.39766875,0.25815046,0.69062155,0.43316188,0.4200289
0.809779,0.2780774,0.45724586,0.27662706,0.9586429,0.42091298,0.5790728
0.7874896,0.66333747,1.4163444,0.8883866,0.28661788,0.9508766,0.8154276
0.25402087,0.19409354,0.20738499,0.13546637,0.47093162,0.6642937,0.17728494
0.017883621,0.13089666,0.1355255,0.053177,0.29354808,0.65577596,0.09585437
0.6291445,0.28444347,0.4972792,0.28749013,0.701301,0.4451064,0.4446341
0.71343136,0.35920066,0.33636373,0.28296116,0.7416223,0.37770832,0.5487407
0.13911156,0.11780879,0.4994496,0.18672404,0.4494664,0.72354937,0.21191508
0.32611328,0.16125807,0.12178715,0.04056563,0.07845526,1.0139942,0.15464571
0.71530175,0.16805981,0.18109192,0.09521269,0.43631446,0.6895416,0.17340009
0.0046507567,0.4033821,0.119668014,0.2369408,0.41862163,0.49798062,0.24721819
-0.035646886,0.1696778,0.23418304,0.11816663,0.51884466,0.71441895,0.2014767
0.75655997,0.32536313,0.4920229,0.3335876,0.54898995,0.48811954,0.433715
0.58924454,0.3259072,0.21626921,0.22176632,0.5238752,0.3872551,0.3477512
0.69500965,0.10625091,0.5003001,0.17069718,0.56602603,0.5721129,0.20059839
0.6563705,0.11389084,0.2407223,0.08784771,0.53665566,0.5999792,0.207061
-0.060809612,0.22684059,0.18764457,0.13311443,0.6452691,0.6786401,0.2255098
0.20907623,0.32675236,0.1682696,0.20094903,0.580443,0.62681556,0.33181804
0.79026437,0.25749287,0.43725634,0.27578682,0.67302036,0.39266074,0.39211068
0.44267488,0.19108249,0.21923624,0.12192117,0.49929285,0.72754794,0.223149
0.68645644,0.12351382,0.16984378,0.068943076,0.44115013,0.77269226,0.13211526
0.3108139,0.06956206,0.75492185,0.22001326,0.22089924,0.96270996,0.27206844
0.25376981,0.14108674,0.22461775,0.09215395,0.51750785,0.68358666,0.17105582
0.77427524,0.417239,0.40925342,0.37070632,0.52667594,0.3433301,0.47775567
0.2844891,0.17038466,0.5909531,0.2021832,0.013410881,1.0145453,0.26690292
0.79240966,0.32990456,0.47891223,0.3276409,0.89865553,0.34602684,0.62971276
0.11526744,0.16096327,0.1667771,0.081471056,0.4570882,0.880194,0.123276524
0.1908911,0.1348153,0.27419856,0.119882956,0.5110497,0.52216107,0.122309804
0.7329493,0.11621411,0.19684826,0.06449891,0.23084405,0.6000731,0.068998784
0.44131655,0.20180827,0.34644958,0.19168682,0.5323192,0.5450131,0.24819088
0.74499846,0.21554592,0.5938767,0.27112657,0.74477404,0.4331516,0.3523803
0.035774373,0.11128348,0.04816345,-0.0020953193,0.52910525,0.62021244,0.030561892
0.20651045,0.1435847,0.1246729,0.07109574,0.3318724,0.7498828,0.15355983
0.6343738,0.25607505,0.29904985,0.20194627,0.794839,0.5279296,0.43249348
0.0014351457,0.17771158,0.21401203,0.10624349,0.39856407,0.6034561,0.1258782
0.6848198,0.17911243,0.29231915,0.16158447,0.5886995,0.4626574,0.29206145
0.7496148,0.1201804,0.17000462,0.06167307,0.07921115,0.7391474,0.10510205
-0.012917012,0.09964673,0.039014455,-0.031198509,0.21254662,0.7707312,0.06637356
0.9995338,0.6223177,0.3715869,0.514709,1.2505008,0.30719054,0.275028
0.0337428,0.16172509,0.20393358,0.10481684,0.7276128,0.62915343,0.13499674
0.72699493,0.36928493,0.58293575,0.41684234,0.3911786,0.57320845,0.4373091
0.7353917,0.18037938,0.52321565,0.22521207,0.7121648,0.4376932,0.29530564
0.64488286,0.29116476,0.26632684,0.20861931,0.6403702,0.5251643,0.37095085
0.7692169,0.3351137,0.489904,0.355322,0.78486174,0.35269433,0.5515066
0.26209033,0.16668841,0.16564555,0.09419818,0.51484233,0.6350257,0.17866543
0.72981507,0.22627155,0.31805834,0.17194046,0.5489273,0.48818442,0.2728544
0.11110201,0.120970994,0.14485008,0.04145639,0.33947575,0.8699874,0.10216345
0.043331504,0.06746361,0.049235456,-0.024896063,0.41966286,0.5677402,0.018120494
0.73082554,0.117825225,0.19569169,0.06569046,0.24451044,0.6426841,0.11712253
0.064893305,0.023681317,0.7417357,0.20199056,0.37598178,0.81598693,0.21095961
0.6804157,0.21278994,0.32930398,0.18903145,0.6206591,0.4828034,0.33737907
0.42954397,0.13954301,0.28602725,0.110400625,0.51544887,0.71093774,0.22707945
0.4750269,0.13855956,0.14537758,0.05981377,0.54330087,0.72793,0.18696886
0.023725048,0.16943634,0.2528798,0.1204492,0.3941426,0.5785155,0.08019298
0.73124486,0.18061952,0.21425135,0.13553831,0.68244576,0.6638119,0.22314134
-0.013458073,0.08050893,0.2072745,0.0059698597,0.132578,0.77972925,0.14177033
0.6992095,0.3278442,0.40573213,0.30734885,0.6842479,0.3204299,0.50659347
0.28134698,0.13881482,0.19807363,0.08394503,0.5209829,0.6855004,0.2024655
0.8585433,0.16142814,0.14620432,0.069434054,0.14500587,0.50934595,0.09027746
0.96451545,0.40592772,0.3952663,0.31284893,0.77782595,0.13008067,0.64129895
0.058201864,0.11648896,0.1426965,0.029072423,0.38222954,1.0104935,0.055395003
0.1044742,0.16724439,0.123656265,0.080681264,0.3901989,0.58719236,0.14384672
0.48074514,0.06963454,0.7761605,0.25714272,0.5235081,0.69433594,0.17387283
0.73206085,0.118361294,0.13564852,0.062021144,0.33407485,0.7450139,0.08245921
0.22153291,0.32999766,0.11334166,0.18175605,0.50405407,0.29383454,0.30287609
0.6299647,0.29797173,0.31083113,0.23353063,0.619707,0.3913967,0.40476048
0.81643593,0.37054256,0.2736921,0.2512778,0.65477115,0.14817938,0.5141014
0.22128758,0.14260757,0.37392205,0.1479356,0.5896838,0.68937707,0.28260976
0.28222126,0.09540577,0.4255092,0.15639082,0.36958203,0.6668272,0.18632373
0.2838291,0.34379408,0.19432081,0.21955621,0.5120214,0.5058683,0.29043975
0.7192922,0.20752758,0.5892256,0.26063532,0.7288269,0.47292835,0.355393
0.7462001,0.29112467,0.37860855,0.27784592,0.44514832,0.48882785,0.3028966
0.7147079,0.32360736,0.42552668,0.29673064,0.7242378,0.3949342,0.54608864
0.76605296,0.2158324,0.37065926,0.21244243,0.582416,0.4974552,0.34265876
0.213795,0.18907952,0.22291645,0.056574255,0.0042174384,1.2263448,0.23738712
0.5604589,0.189565,0.113644734,0.10210848,0.34639427,0.53879935,0.1724776
0.71513045,0.2844068,0.12840074,0.15477481,0.45429254,0.27149293,0.2752019
0.2752341,0.121468514,0.16899191,0.058828905,0.47931126,1.0273993,0.13205361
0.061391436,0.25102976,0.15255684,0.13455251,0.544019,0.7162498,0.23412633
0.018195637,0.28307557,0.16707076,0.10916011,0.553589,0.8726803,0.26216397
0.055085108,0.17435841,0.12393197,0.07308406,0.23766777,0.8227055,0.1649496
0.67518747,0.5367329,0.540773,0.5314269,0.55282456,0.470387,0.6130031
0.26239333,0.11538346,0.58030283,0.21410044,0.5442136,0.64659077,0.2388967
0.75061417,0.32502726,0.474968,0.34298635,0.8230039,0.42047176,0.46969464
0.7182491,0.13932258,0.2520444,0.11664732,0.35338795,0.5870314,0.18377167
0.5819032,0.1242865,0.16467337,0.063876264,0.38992172,0.75413644,0.15720409
0.39242852,0.14937215,0.20676808,0.08223555,0.621869,0.65896666,0.22799519
0.78761744,0.20789893,0.29874903,0.18359813,0.4293309,0.27332938,0.27616873
0.6704749,0.041930255,0.95347166,0.28959358,0.6687227,0.6320503,0.23846227
0.5968414,0.17332238,0.19028072,0.10463175,0.34893498,0.53565514,0.15467033
0.69789916,0.118226066,0.22223422,0.08746768,0.4368357,0.56814086,0.17923051
0.08137519,0.19066797,0.22013173,0.14454679,0.6365899,0.522253,0.15886696
0.04070402,0.19982728,0.22001651,0.130526,0.39092818,0.5885028,0.141018
0.7579162,0.38615605,0.43009517,0.36931407,0.70159465,0.48002732,0.32629564
0.6464075,0.106098026,0.1869651,0.07121456,0.24831077,0.5814236,0.11748983
0.20149297,0.4342939,0.24626474,0.28356332,0.5935992,0.5461915,0.40357074
0.7394942,0.23892035,0.39082783,0.22936644,0.4633643,0.58006,0.3061124
0.7755999,0.21539485,0.35181543,0.21204133,0.5494663,0.40583736,0.30232507
0.6794584,0.23910381,0.40180933,0.22740424,0.15590143,0.7344956,0.122956626
0.0071273968,0.133225,0.15852964,0.061551083,0.14307347,0.85364366,0.14883168
0.6219256,0.1597448,0.44312924,0.1676366,0.58851904,0.6601924,0.23200646
0.022344291,0.061873708,0.10779642,-0.008249238,0.25972113,0.6362233,0.07134714
0.891329,0.17169802,0.26029244,0.11895107,0.4968699,0.28774375,0.1888713
0.64099425,0.18299222,0.27585748,0.14314535,0.56467754,0.569161,0.27210787
0.7707261,0.21021535,0.3178287,0.19349153,0.47320473,0.40965253,0.26144984
0.70461303,0.21267909,0.07895578,0.10224265,0.42739668,0.38850808,0.18196897
0.08169775,0.21191767,0.26520362,0.16686419,0.54862756,0.6962922,0.14766747
0.74989915,0.24948351,0.6828145,0.3380404,0.28720462,0.72973156,0.3510415
0.67754275,0.2595464,0.38064572,0.25602323,0.5472465,0.38682976,0.3940051
0.6580242,0.09326422,0.7184288,0.25178984,0.64328766,0.55649024,0.21192023
0.5837993,0.12944148,0.13714302,0.05447485,0.5335225,0.6875109,0.1689649
0.80500513,0.30464238,0.2374716,0.20590854,0.5782833,0.16438483,0.38717958
0.5545499,0.14695702,0.24541175,0.118472144,0.2570237,0.64350253,0.16272783
0.7278237,0.14009777,0.6962789,0.2716167,0.67812246,0.525774,0.29528078
0.34241992,0.17634672,0.15470949,0.074525535,0.35558513,0.83128816,0.2014615
0.06773997,0.17142749,0.15357026,0.101105765,0.4344961,0.6783494,0.17150487
0.82065606,0.10302037,1.04016,0.35740453,0.7746547,0.5845015,0.3308343
-0.013656631,0.121818855,0.19810186,0.0732144,0.32694238,0.7891088,0.14473093
0.077760234,0.038621034,0.52457386,0.13690509,0.33707777,0.73279893,0.1461314
0.43110734,0.2199687,0.17978117,0.13033414,0.5807843,0.6432705,0.29038763
0.78302014,0.21656291,0.27986178,0.16167139,0.5017043,0.37155643,0.24072206
0.70493764,0.29759595,0.3641389,0.25682974,0.677374,0.51991034,0.10286914
0.17939354,0.21252362,0.08794724,0.022860914,-0.08922017,1.0774876,0.11834541
0.6766574,0.20961344,0.068544835,0.0907567,0.38323548,0.41279173,0.10699343
0.7115211,0.20000066,0.3017853,0.18169457,0.5222733,0.39240953,0.24782008
0.10499844,0.39444163,0.14859188,0.23297513,0.46079597,0.47951877,0.27558863
0.07967386,0.2274114,0.37390038,0.20532368,0.5880754,0.5962109,0.28496537
0.08121194,0.15486863,0.3818387,0.16646768,0.50207865,0.6859854,0.17663811
-0.006416559,0.25183564,0.09738614,0.040656786,-0.19561309,1.176148,0.24164006
0.65295076,0.27359483,0.48882815,0.26798838,0.73830086,0.4659958,0.30428872
0.69751173,0.25723046,0.33926377,0.25296116,0.85899484,0.43290016,0.22110221
0.01683455,0.0705713,0.051453196,-0.053594485,0.060730923,0.7569544,0.09430355
-0.032656655,0.19276914,0.10463469,0.085631885,0.52677965,0.69959205,0.17956002
0.49567056,0.25455725,0.26241362,0.17987445,0.6652047,0.58029205,0.3596718
0.7910213,0.26461065,0.33246306,0.22105427,0.67866915,0.33403397,0.44058222
0.62752336,0.2648331,0.34717765,0.23211287,0.6879117,0.4618283,0.4484185
0.73615444,0.44129255,0.5057274,0.43870038,0.63911945,0.44675478,0.51706666
0.72881275,0.16358115,0.29900366,0.13402724,0.5797325,0.53128344,0.28530493
0.65027153,0.07316093,0.16430607,0.038802616,0.27045593,0.5622017,0.087647624
0.90463287,0.3521899,0.5342577,0.36857635,1.0357187,0.21651936,0.66363674
0.43337226,0.1646171,0.03782936,0.058250498,0.31424206,0.5018218,0.10029589
0.0022234619,0.15836701,0.18902715,0.08102113,0.41406766,0.8386799,0.14345688
