size_D,duration_D,app,har,ifc,source,nlan,t04,t05,t07,t08,t10,t11,t12,Generated_Var_4,Generated_Var_6,Generated_Var_9,Generated_Var_12,effort_D
0.21475312,0.198265,0.67891514,0.8919352,1.1297796,1.7882981,0.3446061,0.46389508,0.6422452,0.42387888,0.23672438,0.5431546,0.67060983,0.9569488,0.3900707,0.50863874,0.044159643,0.46764916,0.09759119
0.24488913,0.39372382,1.1844567,1.2686692,1.7788086,2.8398943,0.35086578,0.65368927,0.89992,0.5794887,0.53607225,0.7142604,0.9096488,1.4235514,0.5902814,0.6899655,0.011864164,0.66130805,0.23545831
0.23342484,0.2465409,0.6384049,0.7403165,0.8425162,1.3713183,0.42303035,0.40796527,0.57213676,0.43550554,0.20052807,0.5395316,0.5779223,0.8484183,0.38327986,0.4771908,0.049778122,0.34299013,0.12011786
0.67629206,-0.022071384,0.3478407,1.0468904,0.053148158,1.2459967,1.3859184,0.28722566,1.5245644,0.9474748,-0.49773082,1.3073267,1.2494967,1.4342461,0.9005418,0.6750732,0.8051441,1.2749047,-0.08680717
0.16884695,0.20096706,0.5726163,0.6935603,0.8536837,1.2695056,0.2675095,0.3817403,0.4973611,0.36513412,0.1890227,0.463307,0.45722532,0.7506679,0.2849364,0.3751264,0.11340302,0.389764,0.0756312
0.14989933,0.07076733,0.38413998,0.579515,0.6014071,0.93158126,0.28498715,0.3415116,0.5285899,0.33664054,0.0120210005,0.44163984,0.40279862,0.69580305,0.21923564,0.27785063,0.29682472,0.5210128,-0.017453697
0.3311517,-0.023876902,0.32637167,0.6152818,0.20758039,0.79203045,0.63537705,0.2621846,0.88236225,0.5008921,-0.25540847,0.709157,0.62006366,0.9070776,0.42803538,0.32996768,0.5091206,0.7904214,-0.08921019
0.18313655,-0.044558533,0.27528742,0.56649244,0.41985813,0.7992379,0.347699,0.31756863,0.67026925,0.40934637,-0.14335163,0.52685684,0.39317936,0.7907863,0.21575102,0.2001537,0.5943164,0.8349527,-0.13125381
0.3480713,0.10808605,0.39728788,0.6296533,0.27458322,0.9250355,0.7146721,0.2744882,0.80119157,0.51062804,-0.15301152,0.66875297,0.71401024,0.8460674,0.5185421,0.44889927,0.23539793,0.49168938,0.056349494
0.4370745,0.31497213,0.64886653,0.7532948,0.58415544,1.291273,0.81680614,0.36433798,0.7926272,0.6513616,0.08696838,0.71793896,0.8258316,0.95410097,0.60363954,0.61705256,0.07124645,0.32544976,0.19180968
0.22521748,0.27102664,0.7362752,0.8616944,1.1367695,1.7749871,0.37358642,0.47031745,0.63551617,0.40747917,0.28093284,0.5408522,0.6652472,0.94242215,0.42296377,0.53788644,0.0060958085,0.41927654,0.14760117
0.37245104,0.559496,1.328614,1.3963286,1.8938938,3.125282,0.49411288,0.6668392,0.95072925,0.5740046,0.6160339,0.7523576,1.026739,1.4725099,0.7111602,0.8474081,-0.22749619,0.5585612,0.34159195
0.5302129,0.53636056,1.215648,1.1725162,1.3938967,2.7217484,0.94233936,0.5566596,1.0304897,0.71619755,0.5352847,0.768902,1.1443071,1.2521945,0.8968431,0.9522859,-0.31884784,0.30930352,0.43340376
0.28024656,0.2632126,0.6744761,0.83621025,0.99916255,1.639746,0.50543284,0.46109325,0.64884233,0.5106821,0.22980797,0.5843761,0.69785506,0.92118454,0.45789114,0.5797937,-0.00070564763,0.3804946,0.156934
0.26082668,0.19083048,0.5869615,0.6116088,0.56750864,1.0142944,0.3367281,0.35807765,0.6747781,0.5123443,0.020772532,0.61215204,0.4099408,0.94938827,0.30067372,0.30521694,0.43896377,0.6129361,-0.015735999
0.16442835,-0.008532966,0.27808782,0.57850033,0.52479315,0.88650495,0.41367874,0.33331898,0.59819686,0.37952077,-0.077489376,0.52040935,0.48122212,0.71348107,0.273203,0.29096404,0.37280762,0.6468307,-0.05653634
0.40698272,0.3632271,0.74257976,0.78457385,0.752897,1.4655639,0.7525598,0.4224875,0.73631597,0.6039909,0.1994166,0.6730921,0.8028012,0.9373664,0.58235085,0.6510982,-0.035946187,0.25289732,0.24274474
0.20969176,0.30191928,0.7413495,0.7229407,0.9302689,1.3736755,0.24653849,0.41529632,0.5373384,0.41277298,0.2522105,0.51245356,0.44659826,0.87303424,0.32292503,0.38520148,0.13295883,0.38467175,0.11574362
0.3630689,0.48182812,1.1771877,1.30253,1.7637683,2.866267,0.5660893,0.65933233,0.93611014,0.583215,0.5134456,0.7352706,1.0393614,1.3760068,0.70460904,0.8504862,-0.22283861,0.5063041,0.32030612
0.7196773,0.64925826,1.3310529,1.2572598,1.3128715,2.9117675,1.2615739,0.5503015,1.2058486,0.9178866,0.54272956,0.9053769,1.3437113,1.3904423,1.101538,1.1207663,-0.3660205,0.22908238,0.5521462
0.540895,0.34289622,0.66388816,0.79673207,0.4833313,1.3631064,1.0081865,0.3217683,0.9492786,0.74672216,0.040007107,0.8342968,0.9622997,1.0336694,0.75594175,0.69049597,0.10105891,0.36937147,0.22975811
0.23963347,0.25851446,0.57784045,0.6415696,0.6969267,1.131992,0.40358913,0.37208822,0.5552023,0.4392259,0.114612445,0.5344027,0.5109673,0.7943968,0.34425592,0.414239,0.14118347,0.362687,0.095080115
0.109684795,0.015437679,0.37236995,0.7226446,0.79685426,1.2420003,0.26738086,0.39121145,0.6073134,0.38200885,0.05584817,0.4950685,0.45994774,0.7849262,0.22049478,0.25600472,0.40054366,0.72408795,-0.06907292
0.27701998,0.11699279,0.45131695,0.6007316,0.4569687,0.9437486,0.46690536,0.32136798,0.7162651,0.4570457,-0.08408703,0.6058837,0.5013434,0.87890464,0.3420714,0.3501149,0.36171204,0.6150433,-0.020419456
0.30374515,0.32368255,0.8249547,0.96928436,1.200185,2.0146124,0.5428685,0.56453353,0.7322154,0.51270646,0.30425587,0.6313872,0.79332757,1.0839862,0.52915263,0.67846113,-0.112748764,0.40934923,0.18802848
0.3751365,0.440501,0.932013,0.84002405,0.9033376,1.6845086,0.58064777,0.44282472,0.6866753,0.5181223,0.3118123,0.64058185,0.70000976,1.0149612,0.56521344,0.5839892,-0.07633043,0.23296979,0.2600042
0.76656306,0.6210644,1.0831699,0.9749789,0.678218,1.9587059,1.3602188,0.36566216,1.1474718,1.0015514,0.30226767,1.0273515,1.2113006,1.2667546,1.0721267,1.0024425,-0.05770651,0.21378767,0.4111082
0.27684844,0.287177,0.62208074,0.73907703,0.81337297,1.313983,0.53296214,0.41447017,0.5853509,0.49124545,0.21402055,0.5470613,0.6482578,0.79383343,0.44499582,0.5305899,0.03296152,0.31759417,0.16338173
0.36979023,0.0767025,0.38001764,0.65716153,0.29102653,0.88260734,0.6833597,0.28310668,0.8511144,0.5405032,-0.1719394,0.7081471,0.6744318,0.89301866,0.46562162,0.41452703,0.40074387,0.68851495,-0.016551074
0.32586405,0.32000363,0.68717253,0.7086788,0.7252245,1.3116708,0.55696505,0.37673745,0.6226959,0.5071696,0.18554182,0.56917584,0.6327469,0.8104171,0.48160708,0.53465235,0.0024824855,0.25908172,0.19071698
0.4047979,0.37043476,0.7673436,0.84034,0.84650576,1.6321428,0.7944942,0.44438922,0.7819158,0.65141374,0.24289557,0.6975047,0.8627447,0.96646905,0.6163388,0.7087186,-0.054139093,0.28559944,0.26557782
0.22198671,0.29685777,0.6666243,0.6387975,0.77110684,1.1233745,0.23135687,0.37763104,0.4891447,0.39852297,0.21059257,0.4908175,0.37236387,0.786001,0.28175494,0.343791,0.15806696,0.351654,0.11407136
0.26762182,0.48526672,1.1449063,1.032947,1.3246921,2.2092912,0.26655757,0.51830554,0.701164,0.44069672,0.46984398,0.61602044,0.6332927,1.2010856,0.4923379,0.5237367,-0.058868222,0.4166807,0.25086972
0.17579415,0.08447897,0.37733868,0.57643366,0.5738939,0.9084444,0.38536847,0.33430257,0.55507934,0.3923699,0.008842635,0.4999666,0.44261888,0.7145791,0.2774374,0.33514822,0.32111624,0.54891515,0.015158144
0.24629019,0.25592247,0.6517102,0.86687356,1.0842879,1.6678635,0.4759772,0.46890676,0.6329744,0.469614,0.27901,0.55589485,0.6904113,0.8743169,0.4369344,0.5721448,0.026263645,0.43563706,0.13784626
0.1939038,0.057995304,0.34966677,0.56017566,0.48798117,0.84558797,0.41647545,0.30991966,0.59282374,0.39017233,-0.05043285,0.5111263,0.46894446,0.7370413,0.2939213,0.31927356,0.34097287,0.55464315,-0.01860756
0.8105633,0.57225263,1.059886,1.0436258,0.6465287,2.0866497,1.5349939,0.3536676,1.2982231,1.0859518,0.23216932,1.1063582,1.3697067,1.3666241,1.1729932,1.0728755,-0.0500401,0.28414637,0.4267854
0.34808767,0.3425829,0.7216263,0.7769634,0.8244921,1.453899,0.6096373,0.4298383,0.647856,0.51603985,0.24801815,0.58751386,0.7194907,0.8356636,0.5026967,0.59952027,-0.03351502,0.27728915,0.21321866
0.2030322,0.19486485,0.5845961,0.60291064,0.6713544,1.0534681,0.1601958,0.36376134,0.5721877,0.4184445,0.07142033,0.5046745,0.3297059,0.88184726,0.20205177,0.23173039,0.37442318,0.56327033,-0.0053500934
0.17224368,0.2229662,0.61294246,0.6927413,0.84768283,1.2908902,0.21110368,0.3757275,0.5046764,0.3686755,0.19529575,0.4709733,0.42517486,0.78697526,0.26230872,0.34698588,0.12163033,0.3961624,0.081436016
0.49316734,0.05451192,0.37313828,0.7600707,0.15779977,0.99756813,0.9588846,0.2733479,1.0754049,0.6837931,-0.29439184,0.8911354,0.8894759,1.0166249,0.6270231,0.5042561,0.5001735,0.82751703,-0.011539317
0.17030226,0.20859946,0.7145327,0.90844756,1.1933749,1.8187083,0.3698685,0.49884084,0.6633469,0.5001956,0.32275966,0.5889085,0.6615053,0.9628685,0.37156934,0.516115,0.15203355,0.5787356,0.09446193
0.40235943,0.2277453,0.5158376,0.6822445,0.42488977,1.1388545,0.7806124,0.32138345,0.7782531,0.5818996,-0.009297471,0.67119366,0.7870371,0.86973244,0.5726291,0.5591024,0.08007421,0.33566338,0.1531058
0.40855515,0.50377816,1.1608269,1.1867164,1.5307475,2.6128612,0.6527954,0.59047866,0.8958883,0.5957266,0.49102467,0.7209888,1.0027499,1.2899475,0.7051841,0.83332664,-0.2074662,0.40951753,0.3428305
0.51081175,0.581303,1.1924207,1.1935599,1.4132556,2.6301818,0.9176696,0.59438425,1.0127946,0.6962193,0.46257025,0.8348357,1.1184069,1.3366508,0.86180264,0.9402933,-0.31162712,0.34445518,0.41774276
0.25279427,0.31649038,0.8302621,0.9139922,1.1840855,1.9049554,0.39833423,0.5060448,0.643046,0.45256203,0.32686436,0.5736556,0.6907657,0.99373025,0.44758958,0.5866609,-0.058583207,0.39428282,0.19183543
0.3395087,0.4198618,1.0619642,1.1994294,1.618175,2.594578,0.52461535,0.59859884,0.851231,0.58631015,0.47666302,0.707691,0.94132906,1.26136,0.6144672,0.7732526,-0.11964132,0.5000367,0.2579799
0.29975364,0.35491058,0.84905446,0.7387897,0.75488317,1.3875843,0.29262882,0.49431264,0.57024753,0.5271713,0.21839502,0.6330861,0.41585976,1.1443536,0.3051701,0.45431048,0.2759635,0.4711444,0.081276484
0.49980882,0.38767964,0.792351,0.8246702,0.6438793,1.502242,0.8289012,0.4303888,0.7561728,0.67055243,0.1631172,0.7441135,0.8189131,1.086158,0.6261804,0.6894311,0.02186753,0.27137178,0.20644952
0.1371833,-0.020714164,0.28793475,0.65447295,0.654263,1.0089371,0.41881454,0.37144354,0.6280483,0.4230038,-0.004617811,0.5369779,0.49964035,0.7567919,0.27630734,0.32384664,0.459892,0.7548748,-0.07106056
0.23746294,0.36917028,0.9380097,0.9434708,1.1876224,1.9351041,0.22558443,0.48540917,0.6238198,0.4207684,0.37663662,0.5639199,0.57294434,1.0473545,0.39830315,0.4774228,-9.465381e-06,0.42920902,0.18599232
0.26030156,0.27494276,0.68129843,0.75298816,0.87408614,1.4143828,0.45485806,0.40656585,0.5897224,0.46764693,0.20748845,0.5294098,0.605311,0.8427601,0.43663052,0.50700223,0.0039305375,0.3156978,0.1677339
0.36633715,0.16510202,0.4569414,0.65617335,0.3795641,1.0115979,0.7197687,0.30275443,0.79375577,0.57630527,-0.08009252,0.68677986,0.7253678,0.8742887,0.47825825,0.48069945,0.29035655,0.5278893,0.068383865
0.2658795,0.18157448,0.4759067,0.6133236,0.5690763,1.0226388,0.5032975,0.34349692,0.6181804,0.43294165,0.014249583,0.543407,0.57123446,0.74220514,0.39135736,0.4218895,0.11861305,0.3572055,0.07817248
0.2801649,0.38590893,0.99179476,1.089202,1.4712657,2.3543346,0.44154978,0.57608646,0.7586248,0.5057981,0.43303153,0.6213536,0.8378165,1.1429583,0.5497996,0.6977439,-0.10847863,0.46418336,0.26007688
0.18623248,0.06695964,0.33712366,0.5446996,0.51491153,0.73926675,0.34973183,0.30503193,0.59316605,0.40805572,-0.049333777,0.52632123,0.3830081,0.724828,0.24228239,0.2539488,0.46594915,0.6511673,-0.053280704
0.19007745,0.25880784,0.61962867,0.67022246,0.8333745,1.201861,0.3339004,0.39798686,0.50882965,0.4007847,0.19989105,0.4829105,0.46552503,0.762663,0.32429662,0.39762607,0.11657972,0.35913044,0.10860975
0.33856526,0.1469236,0.42475957,0.65509886,0.3992512,1.0320451,0.6683831,0.3214729,0.75368094,0.53175324,-0.072600804,0.66154796,0.70436287,0.8574011,0.46364418,0.47517946,0.24931912,0.5018815,0.07405818
0.6845125,0.44384247,0.8463697,0.97881013,0.5930687,1.744433,1.2814631,0.37753227,1.1510687,0.95345455,0.084981546,1.0634029,1.2062329,1.3010215,0.94779265,0.9153128,0.090846606,0.39729857,0.3363574
0.22385275,0.20517296,0.5816609,0.88152647,1.1106714,1.6577153,0.5243017,0.47428343,0.66130686,0.4851352,0.28310588,0.5613654,0.7120039,0.8385979,0.452848,0.57941103,0.07712023,0.496573,0.12832129
0.31698272,0.3833015,1.0358652,1.2567297,1.7146759,2.749788,0.5325259,0.6494017,0.87683165,0.57187945,0.5086395,0.70100325,0.98897266,1.2750205,0.62976325,0.8188805,-0.11959514,0.5821034,0.25553688
0.4253332,0.3106681,0.64083,0.75541526,0.6236974,1.3517432,0.8197892,0.36920294,0.7923498,0.63749063,0.09615831,0.71408665,0.8242258,0.9380289,0.59783477,0.64149785,0.023017706,0.3123839,0.2139079
0.29096735,-0.011508832,0.3448871,0.5948173,0.28202468,0.7699434,0.46440235,0.28219685,0.81830883,0.47614154,-0.21816742,0.65826786,0.4663781,0.913581,0.3164273,0.23659816,0.6116575,0.86967057,-0.123362474
0.1941545,0.13750271,0.42302796,0.5651042,0.5915096,0.9073109,0.3647225,0.3361042,0.5409678,0.37784716,0.0143845035,0.49400795,0.45066878,0.70402145,0.2813975,0.3264434,0.23798524,0.45796725,0.024897635
1.0588747,0.725223,1.2042743,1.261447,0.65071917,2.4671512,1.9720097,0.36888993,1.6925995,1.3861821,0.15407355,1.4403753,1.7678201,1.6755685,1.5201604,1.3530381,0.050878514,0.4497779,0.5283526
0.23287001,0.27842426,0.81415725,0.95103383,1.1925232,1.9499611,0.26798475,0.48964828,0.6613996,0.40502733,0.28112304,0.56075895,0.67519546,1.0591483,0.38883644,0.5107454,-0.0021223943,0.4521944,0.12116162
0.3030867,0.35112137,0.90747726,1.0066606,1.2942673,2.1195493,0.47266746,0.5247253,0.71801436,0.4796653,0.32670388,0.65133107,0.80702055,1.1762531,0.5206058,0.64391774,-0.057658,0.42559195,0.19105935
0.27837884,0.31078923,0.6737746,0.71491313,0.7985209,1.3245264,0.5174156,0.4144952,0.58314365,0.4738896,0.22605559,0.54672146,0.6308604,0.80219805,0.43889615,0.520208,0.013792715,0.27419323,0.17631014
0.2978057,0.352319,0.9666325,1.1766269,1.6153244,2.5683687,0.51819503,0.62830704,0.8266705,0.53369135,0.46704602,0.6595995,0.93615264,1.195027,0.59006083,0.7763564,-0.100813165,0.5509109,0.24139875
0.40802506,0.38286382,0.7920322,0.9633722,1.0416503,1.8842249,0.7808841,0.46921661,0.7956941,0.635109,0.33864245,0.65535945,0.9278292,0.9461392,0.6536587,0.7631084,-0.122661665,0.33234835,0.2794717
0.14841361,0.17567658,0.5938205,0.73532724,0.9378971,1.3909857,0.29170173,0.42563647,0.5348604,0.4021024,0.22814552,0.49771863,0.49327016,0.81220347,0.30275154,0.4000124,0.14702794,0.45296136,0.083265565
0.593873,0.58901393,1.1493812,0.994853,0.93804157,2.0482662,0.95136046,0.51641506,0.89033735,0.7149125,0.34098208,0.8585199,0.9672204,1.33204,0.8124419,0.86129004,-0.17104062,0.21286076,0.38072604
0.5257876,0.18983181,0.5379319,0.82090133,0.28138772,1.2220668,1.0295409,0.30828327,1.0788263,0.7745118,-0.1641939,0.95072854,0.99761206,1.1249411,0.7299321,0.6483524,0.35425255,0.65886605,0.11881865
0.1990349,0.08037677,0.37622264,0.5537399,0.5162635,0.76748824,0.32610607,0.3134325,0.6083306,0.42998126,-0.047505185,0.5454167,0.3710156,0.7708358,0.22918463,0.24396771,0.50946397,0.68720627,-0.053450853
0.43327165,0.36167789,0.77732337,0.88416237,0.83190346,1.7391888,0.8212246,0.4049729,0.7783706,0.62957186,0.26316828,0.64760596,0.8846912,0.9323151,0.65529287,0.70245546,-0.12640274,0.23529446,0.26454535
0.83859015,0.620046,1.0626485,1.0196168,0.6164157,2.0265355,1.5191972,0.34780353,1.3141632,1.0691729,0.18538481,1.1309425,1.3592631,1.3533585,1.1620665,1.0784447,-0.028684191,0.29386628,0.44756785
0.20604739,0.26761317,0.61870706,0.6794112,0.80600154,1.2067754,0.34396467,0.38695025,0.49285105,0.41190428,0.20349552,0.4990735,0.48739976,0.75660634,0.33257344,0.42026672,0.094593436,0.32693073,0.11585923
0.2396336,0.24217546,0.579593,0.6583438,0.71134245,1.167679,0.47811317,0.3838464,0.5603064,0.4405026,0.14605452,0.530491,0.55753917,0.76627934,0.39221597,0.45732462,0.064113446,0.30369413,0.11980533
0.35747963,0.23197365,0.52353334,0.6464724,0.505566,1.1425266,0.67245203,0.3350173,0.698367,0.51098704,0.03258673,0.5889831,0.6824661,0.7958593,0.50673705,0.53790116,0.035780944,0.28632313,0.15294251
0.19044915,0.14858794,0.475637,0.64455473,0.7167206,1.1101762,0.40286633,0.3753376,0.54925555,0.39474437,0.10147896,0.49317932,0.5223094,0.7406291,0.35059837,0.39499587,0.1581369,0.41378635,0.07139866
0.64469314,0.27891076,0.7066737,0.91249555,0.36859298,1.4778934,1.156464,0.34531456,1.2522638,0.8696741,-0.17284979,1.0985789,1.0907522,1.3383645,0.8397027,0.7595721,0.33828688,0.7023635,0.16887262
0.49949095,0.054222517,0.4399175,0.8032371,0.1948399,1.0561509,0.94338536,0.30036303,1.1558665,0.7197789,-0.2997847,0.96803224,0.8968526,1.1610513,0.659071,0.52253485,0.5758126,0.9239545,-0.02916386
0.6287106,0.5967173,1.0888659,1.0810046,1.0186272,2.2901642,1.1411467,0.5167501,1.0250779,0.81192523,0.3226036,0.94419414,1.1681188,1.3142301,0.945483,0.9824432,-0.22485325,0.2254143,0.42403236
0.1901533,0.19853297,0.5474551,0.61406404,0.69667435,1.0797645,0.3271809,0.40448067,0.49948972,0.37445974,0.11387632,0.48894274,0.43682086,0.79207224,0.29463562,0.38157022,0.15687211,0.38043296,0.050461512
0.17903334,0.28518683,0.84097725,0.905538,1.167766,1.8922646,0.1531396,0.45597577,0.6159437,0.40201455,0.3296471,0.5434155,0.5424193,1.0065198,0.3348821,0.42789868,0.051228505,0.49715456,0.12791753
0.2354694,0.30989653,0.9123657,1.0195206,1.3564996,2.192698,0.28700534,0.49453452,0.7454176,0.39397565,0.30316824,0.58491236,0.741866,1.1693908,0.47884893,0.5448455,-0.036682874,0.4679032,0.1423831
0.17898601,0.18857148,0.51360846,0.63140285,0.7363366,1.0729853,0.35724753,0.38340017,0.49564737,0.38750568,0.13219249,0.4796832,0.4715551,0.7217771,0.30988714,0.3893282,0.16027343,0.3854828,0.06760489
0.17034195,0.10207823,0.490655,0.7204881,0.78560305,1.2915766,0.34520134,0.4144873,0.6040467,0.39901775,0.10413945,0.49599954,0.5316341,0.7841176,0.31283408,0.37615827,0.17783397,0.52216315,0.030017462
0.33945724,0.38230172,0.99643064,1.2035887,1.6086364,2.6151338,0.56375486,0.6246421,0.844072,0.5741215,0.45176485,0.6938779,0.97831243,1.2467968,0.6206108,0.8195706,-0.13211545,0.52622986,0.26734194
0.29955798,0.39329872,1.0404474,1.1468283,1.4961541,2.4405677,0.3946073,0.5739074,0.8024752,0.5087675,0.41206887,0.64818895,0.83026624,1.2610248,0.5570034,0.66179883,-0.11672806,0.48029745,0.23363185
0.32285267,0.07483917,0.38040417,0.6158727,0.3103166,0.8554339,0.61190516,0.28819612,0.7953391,0.48992983,-0.1563421,0.6540317,0.62661624,0.8600574,0.42323735,0.38719508,0.37420407,0.62878776,0.0005272003
0.16019896,0.19049108,0.6172786,0.7250612,0.87681055,1.3717251,0.20208664,0.3832722,0.528203,0.37586892,0.19316632,0.47684914,0.43198115,0.83647233,0.2646621,0.3484888,0.1550486,0.44398797,0.057914786
0.20266709,0.24358836,0.6011281,0.74642646,0.9387543,1.3622919,0.4115678,0.42941746,0.5458702,0.43490365,0.23802881,0.510795,0.5681046,0.7652529,0.37533498,0.48340562,0.07393976,0.38872564,0.11940535
0.18918839,0.14481743,0.46047717,0.5911461,0.62519765,0.98976624,0.3817713,0.34858796,0.54649425,0.41157597,0.060229894,0.499246,0.46791053,0.7357896,0.29891998,0.3733287,0.23391275,0.45409864,0.058089472
0.73390067,0.17138453,0.5625823,1.0481077,0.15015791,1.5259396,1.4950007,0.32353097,1.4929763,1.045376,-0.3138491,1.3119271,1.3885347,1.4193195,1.0246454,0.8598997,0.55404675,0.9428284,0.13078384
0.17575952,0.28962415,0.9523876,1.0116967,1.3722924,2.2610135,0.1371869,0.54552454,0.736537,0.47825935,0.40377614,0.61931,0.5861673,1.2348454,0.35670212,0.41485336,0.17998625,0.67165685,0.09665161
0.39130133,0.3787152,0.83697706,0.96300805,1.1050907,1.9568067,0.71135086,0.50511867,0.78495264,0.60742134,0.31146175,0.664487,0.899316,1.0316312,0.6068678,0.7418347,-0.12087247,0.32885575,0.27243793
0.19461052,0.2299926,0.5441821,0.62907785,0.7499734,1.0676038,0.37793568,0.37739807,0.49366874,0.40116307,0.15680417,0.48407152,0.47788918,0.7031173,0.3308275,0.40321127,0.12891051,0.34669536,0.09040606
0.22401722,0.24186265,0.5839026,0.74859,0.91680396,1.3645813,0.46004152,0.42959914,0.5686326,0.45346412,0.22988069,0.51974154,0.60842186,0.7766682,0.39488554,0.50321114,0.08060734,0.39713186,0.1244888
0.19506109,0.22814554,0.5995955,0.6577475,0.775264,1.2106571,0.31240144,0.41058716,0.49813685,0.3860115,0.16692859,0.4946596,0.45628694,0.81790596,0.31236196,0.40352115,0.107068025,0.35457894,0.086696394
0.25795975,0.2695369,0.63833714,0.82052547,0.9857224,1.5257764,0.5129636,0.45950916,0.62448716,0.48821962,0.25364843,0.5625649,0.6823695,0.85837966,0.44120228,0.5673526,0.041366275,0.3985274,0.14743912
0.46645784,0.3541641,0.6808031,0.7823766,0.6531198,1.4817171,0.8891599,0.37438652,0.8212048,0.6526339,0.15470171,0.7182163,0.87578475,0.93768257,0.65538096,0.69081795,-0.050500438,0.24981177,0.26361388
0.2446771,0.3059005,0.76566464,0.7280249,0.81050014,1.3680801,0.22667411,0.40349582,0.53622514,0.4357611,0.22696027,0.54651445,0.43303612,0.98368853,0.3124096,0.37012184,0.15375641,0.36639255,0.097991504
0.5106964,0.3539517,0.67118776,0.7411141,0.5209192,1.3647938,0.96040714,0.31694588,0.8643079,0.6981263,0.11484604,0.7369994,0.89396316,0.9178435,0.7213811,0.703524,-0.030428976,0.24197654,0.2751893
0.49303028,0.35385534,0.69439924,0.77157795,0.58490616,1.4003543,0.93279207,0.33101854,0.8280419,0.67989093,0.15816958,0.7118082,0.8826625,0.924153,0.69176084,0.69926465,-0.036706373,0.24412644,0.26233873
0.24800643,0.21653265,0.5234217,0.6176248,0.6157844,1.0304382,0.43854553,0.34431225,0.5754702,0.42448127,0.059000563,0.53453517,0.5234829,0.771415,0.3552818,0.39748365,0.1506035,0.36821258,0.07326052
0.2292135,0.1426196,0.47001603,0.56713027,0.5131304,0.87093997,0.32959688,0.3113915,0.6127659,0.42350873,-0.015043808,0.5455892,0.40096217,0.82200193,0.28300184,0.28092453,0.34377137,0.52218354,0.003756864
0.15809847,0.043973282,0.38588867,0.5889057,0.5791205,0.9129599,0.25212622,0.34848008,0.60220647,0.4169188,-0.03786838,0.5207781,0.34412685,0.7949377,0.16944641,0.19212532,0.54964346,0.76392114,-0.092065856
0.3936981,0.5410198,1.2515851,1.2012371,1.5246418,2.5722494,0.48180977,0.5731156,0.84589577,0.5845507,0.51731026,0.72803825,0.8902067,1.4290156,0.6534502,0.71804893,-0.07710059,0.4671991,0.29999498
0.5153225,0.35764515,0.67538506,0.79476714,0.56177133,1.471187,0.9797977,0.35309085,0.8957664,0.69855833,0.12427839,0.75382084,0.949483,0.9549133,0.7465113,0.7179793,-0.0518174,0.23243204,0.28050026
0.6984519,0.5395271,0.9593477,0.9273833,0.66786516,1.847864,1.3133249,0.35443547,1.1144873,0.92300904,0.24720192,0.9701898,1.1749822,1.1971858,0.98831856,0.9382229,-0.08181921,0.22435756,0.40593228
0.41936475,0.45801255,0.9459089,0.99253637,1.1345216,2.084493,0.7277177,0.489097,0.8128159,0.6132151,0.37655187,0.691978,0.8962418,1.0507286,0.67459387,0.7449384,-0.17720814,0.28748673,0.2906058
0.22113393,0.24648553,0.66037613,0.8062266,0.9568815,1.5274563,0.37629113,0.45082647,0.57077074,0.44742104,0.24159864,0.5270536,0.59380037,0.89158225,0.3637632,0.5017188,0.057325307,0.39707965,0.13391715
0.31210268,0.113225296,0.4401366,0.62727726,0.38919276,0.98591936,0.5408072,0.3459318,0.77806926,0.5279234,-0.12158662,0.67554736,0.5662072,0.95613784,0.3582077,0.37196398,0.4777395,0.71280575,-0.047647662
0.29798013,0.37585703,0.8864278,0.87617534,1.0571201,1.8074129,0.47843525,0.47702137,0.6605841,0.46718264,0.32511064,0.589567,0.7102878,1.0099511,0.49800852,0.5790398,-0.06442589,0.31985456,0.21741787
0.21219963,0.07405285,0.32424733,0.5652956,0.46155024,0.8298443,0.4925849,0.30838403,0.5861,0.3994452,-0.050928563,0.5307164,0.5076716,0.68818426,0.32488483,0.3470382,0.30855268,0.52863944,0.005295801
0.29740348,-0.010016812,0.3578872,0.62105477,0.29355845,0.82970065,0.5550283,0.29215568,0.8216717,0.49957943,-0.20382346,0.6668881,0.5623794,0.89329004,0.3673498,0.32679313,0.50034285,0.7875271,-0.09272387
0.3576603,-0.0053054225,0.22677179,0.6951802,0.2785098,0.8761183,0.7949359,0.27502638,0.86427,0.5346273,-0.20292355,0.71920276,0.7577287,0.8261215,0.503377,0.41616622,0.42127803,0.72634363,-0.037497982
0.30577227,0.4414668,1.1054903,1.1072135,1.4978855,2.4734504,0.40888983,0.58705705,0.7808473,0.47557354,0.47909924,0.64754254,0.82810926,1.2005641,0.5532068,0.7107655,-0.16224086,0.4360721,0.29051706
0.23674859,0.35292032,0.90281767,0.9059383,1.16998,1.8795043,0.27698198,0.48066053,0.6166271,0.41523615,0.35513523,0.55007595,0.5959651,1.0067478,0.41552734,0.50038695,-0.02658177,0.38838896,0.19619095
0.19756109,0.18259627,0.5408523,0.5768155,0.6365833,0.9502113,0.23512372,0.36955917,0.55580455,0.42807564,0.06441951,0.5155808,0.33932054,0.8364221,0.22173953,0.26165396,0.39264184,0.57333076,-0.008865488
0.54787743,0.57024795,1.152731,1.0180976,1.1094409,2.255035,0.93197024,0.49190336,0.9386488,0.6884936,0.46109423,0.7859439,1.0106443,1.1713167,0.83985305,0.8457888,-0.25332516,0.20507848,0.42267296
