AFP,Input,Output,Enquiry,File,Interface,Added,Changed,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Resource_1,Resource_3,Resource_4,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_5,Generated_Var_9,Generated_Var_10,Generated_Var_11,Effort
103.0,45.0,4.0,27.0,29.0,0.0,105.0,0.0,13.6,13.3,13.6,13.3,7.0,1396.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1396
300.0,95.0,82.0,27.0,76.0,0.0,138.0,142.0,9.8,10.5,9.8,10.5,10.0,2933.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2933
249.0,126.0,4.0,98.0,21.0,0.0,58.0,191.0,18.3,18.3,18.3,18.3,9.0,4551.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,4551
224.0,156.0,21.0,0.0,29.0,10.0,6.0,210.0,13.4,13.9,16.1,16.7,4.0,3613.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2999
1984.0,255.0,1008.0,192.0,158.0,0.0,1613.0,0.0,1.3,1.6,1.3,1.6,11.0,2540.0,0.0,0.0,0.0,15.124418,52.458687,-33.482494,16.686005,6.8371925,-11.903668,-6.2022977,2540
58.0,15.0,37.0,0.0,0.0,5.0,0.0,57.0,0.4,0.5,0.5,0.5,2.0,31.0,1.0,0.0,0.0,3.9221854,2.8980424,-5.5469246,3.362404,1.532611,-4.1273494,-1.0888214,26
56.0,50.0,0.0,3.0,0.0,0.0,0.0,53.0,8.0,8.5,9.6,10.2,2.0,540.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,448
244.0,91.0,12.0,44.0,60.0,50.0,257.0,0.0,3.7,3.5,4.5,4.2,3.0,1092.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,906
12.0,0.0,0.0,6.0,7.0,0.0,10.0,3.0,17.6,16.2,17.6,16.2,13.0,211.0,0.0,0.0,0.0,0.3705415,0.30716312,-0.18365546,-0.74936634,0.22420217,0.043338962,-0.6753167,211
1416.0,402.0,432.0,0.0,252.0,65.0,376.0,775.0,1.2,1.5,1.2,1.5,12.0,1724.0,0.0,0.0,0.0,20.84321,5.8493543,-36.79831,24.614666,-0.30435205,-17.548315,-1.503081,1724
67.0,3.0,26.0,0.0,7.0,35.0,71.0,0.0,23.6,22.3,27.2,25.6,5.0,1821.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1584
95.0,36.0,0.0,32.0,24.0,0.0,0.0,92.0,1.6,1.6,1.9,1.9,7.0,178.0,1.0,0.0,0.0,3.3900723,2.179792,-5.2701864,2.8892627,1.1913803,-2.4975052,-0.6993505,148
2376.0,638.0,233.0,639.0,580.0,131.0,2221.0,0.0,10.7,11.5,12.9,13.8,24.0,30701.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,25482
442.0,225.0,102.0,57.0,91.0,0.0,82.0,393.0,1.5,1.4,1.5,1.4,5.0,683.0,1.0,0.0,0.0,9.338943,6.1470017,-15.0038595,7.7360926,2.5534277,-6.507627,-2.5356178,683
68.0,21.0,12.0,19.0,15.0,0.0,11.0,56.0,37.1,37.6,44.7,45.3,4.0,3037.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2521
268.0,76.0,96.0,45.0,41.0,10.0,248.0,20.0,10.9,10.9,10.9,10.9,9.0,2933.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2933
90.0,96.0,0.0,0.0,0.0,0.0,96.0,0.0,5.5,5.1,6.6,6.2,2.0,595.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,494
72.0,23.0,25.0,7.0,17.0,0.0,55.0,17.0,6.8,6.8,6.8,6.8,7.0,486.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,486
505.0,111.0,127.0,18.0,216.0,0.0,472.0,0.0,9.8,10.5,9.8,10.5,30.0,4955.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,4955
450.0,112.0,145.0,59.0,105.0,0.0,356.0,58.0,13.6,14.6,13.6,14.6,7.0,6138.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,6138
230.0,129.0,38.0,46.0,57.0,0.0,230.0,40.0,6.3,5.4,7.6,6.5,10.0,1748.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1451
242.0,97.0,78.0,4.0,43.0,0.0,0.0,222.0,1.3,1.4,1.5,1.7,2.0,375.0,1.0,0.0,0.0,6.3250046,2.9720504,-9.680684,5.667473,1.1244007,-4.02696,-1.2507197,311
106.0,21.0,76.0,6.0,0.0,0.0,7.0,96.0,23.1,23.7,27.8,28.6,2.0,2946.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2445
31.0,10.0,14.0,0.0,7.0,0.0,4.0,27.0,7.6,7.6,7.6,7.6,6.0,237.0,1.0,0.0,0.0,0.93448716,0.6223032,-0.93611455,-0.08330128,0.3224436,-0.2806649,-0.3962677,237
1186.0,422.0,306.0,109.0,168.0,230.0,1235.0,0.0,3.1,3.0,3.1,3.0,9.0,3711.0,0.0,1.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,3711
256.0,69.0,198.0,0.0,0.0,5.0,272.0,0.0,11.5,10.8,11.5,10.8,19.0,2941.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2941
191.0,44.0,60.0,15.0,49.0,25.0,159.0,34.0,12.7,12.6,12.7,12.6,11.0,2430.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2430
213.0,102.0,63.0,6.0,28.0,0.0,186.0,13.0,11.9,12.7,14.3,15.3,10.0,3051.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2532
4562.0,1098.0,1278.0,498.0,1059.0,0.0,3933.0,0.0,5.8,6.7,5.8,6.7,15.0,26408.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,26408
141.0,44.0,33.0,44.0,17.0,0.0,5.0,133.0,8.8,9.0,10.6,10.9,2.0,1499.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1244
187.0,23.0,65.0,17.0,91.0,5.0,201.0,0.0,3.0,2.8,3.6,3.4,6.0,677.0,1.0,0.0,0.0,1.4294612,0.7179091,-1.972208,0.92399806,0.24211563,-0.72046405,-0.20118591,562
128.0,45.0,0.0,68.0,0.0,15.0,128.0,0.0,25.8,25.8,56.1,56.1,10.0,7180.0,1.0,0.0,0.0,4.6559334,-12.018729,-3.7063704,-7.681513,-5.3400393,-1.9722222,-22.896706,3303
194.0,70.0,16.0,0.0,45.0,47.0,46.0,132.0,2.6,2.8,3.6,3.9,12.0,703.0,1.0,0.0,0.0,2.9687135,1.4266537,-4.3958993,2.4154367,0.5195225,-1.7600889,-0.5311791,499
869.0,288.0,300.0,116.0,230.0,0.0,934.0,0.0,2.4,2.2,2.4,2.2,6.0,2078.0,0.0,1.0,0.0,3.5568166,8.361807,-6.6690865,3.3964674,1.7989943,-2.0787401,-1.55998,2078
125.0,51.0,9.0,33.0,22.0,0.0,20.0,84.0,18.6,20.2,22.4,24.4,3.0,2802.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2326
477.0,235.0,117.0,89.0,46.0,10.0,172.0,218.0,5.7,5.5,5.7,5.5,6.0,2741.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2741
717.0,716.0,13.0,10.0,24.0,0.0,51.0,712.0,4.9,4.6,6.0,5.6,5.0,4272.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,3546
25.0,0.0,28.0,0.0,0.0,0.0,0.0,28.0,5.6,5.0,5.6,5.0,3.0,140.0,1.0,0.0,0.0,2.725184,3.038088,-2.799432,0.46025947,1.4989257,-1.4264841,-0.6239296,140
73.0,9.0,61.0,3.0,0.0,0.0,73.0,0.0,19.2,19.2,19.2,19.2,8.0,1404.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1404
100.0,61.0,0.0,0.0,0.0,42.0,28.0,75.0,9.3,9.0,11.2,10.9,12.0,1119.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,929
273.0,103.0,183.0,15.0,17.0,0.0,318.0,0.0,1.9,1.7,1.9,1.7,5.0,528.0,0.0,1.0,0.0,4.3290267,7.425447,-7.577821,4.095963,1.8771095,-2.4084659,-2.2807722,528
587.0,108.0,119.0,94.0,203.0,0.0,524.0,0.0,6.4,7.2,6.4,7.2,15.0,3748.0,0.0,1.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,3748
1437.0,920.0,154.0,41.0,203.0,0.0,1318.0,0.0,3.4,3.7,3.4,3.7,18.0,4900.0,0.0,0.0,1.0,-0.07176694,0.16668728,-0.00044202805,-0.24604966,-0.22646594,0.15912543,-0.11157734,4900
97.0,3.0,101.0,3.0,0.0,7.0,108.0,6.0,19.1,16.3,19.1,16.3,12.0,1853.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1853
224.0,110.0,25.0,6.0,49.0,5.0,195.0,0.0,12.9,14.8,14.8,17.0,13.0,3322.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2890
321.0,168.0,46.0,9.0,77.0,15.0,315.0,0.0,3.4,3.4,3.4,3.4,11.0,1076.0,0.0,0.0,1.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1076
99.0,6.0,4.0,19.0,59.0,10.0,98.0,0.0,24.1,24.4,29.1,29.3,4.0,2876.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2387
416.0,179.0,40.0,54.0,109.0,7.0,318.0,65.0,3.8,4.1,4.6,4.9,6.0,1911.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1586
71.0,21.0,21.0,4.0,14.0,5.0,25.0,40.0,14.0,15.3,16.9,18.5,4.0,1201.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,997
120.0,60.0,48.0,12.0,0.0,0.0,12.0,108.0,1.8,1.8,1.8,1.8,5.0,212.0,1.0,0.0,0.0,3.649887,2.289976,-5.5791397,3.0047646,0.8110516,-2.4906056,-0.70854855,212
213.0,72.0,43.0,3.0,84.0,30.0,132.0,97.0,6.0,5.5,6.0,5.5,12.0,1278.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1278
1634.0,625.0,387.0,223.0,399.0,0.0,1634.0,0.0,4.3,4.3,4.3,4.3,12.0,7060.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,7060
275.0,184.0,11.0,48.0,7.0,0.0,7.0,243.0,2.6,2.8,2.6,2.8,9.0,702.0,1.0,0.0,0.0,3.9401526,2.5066395,-6.157504,3.0885603,0.9850862,-2.5823932,-0.9594986,702
458.0,202.0,66.0,75.0,115.0,0.0,458.0,0.0,2.0,2.0,2.0,2.0,16.0,903.0,1.0,0.0,0.0,6.36087,7.236496,-9.502706,5.1671414,2.023908,-3.5385723,-2.1309369,903
218.0,28.0,118.0,44.0,0.0,10.0,91.0,109.0,31.0,33.8,37.4,40.8,8.0,8151.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,6765
498.0,107.0,132.0,7.0,77.0,122.0,445.0,0.0,16.5,18.5,16.5,18.5,19.0,8227.0,0.0,1.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,8227
143.0,54.0,65.0,0.0,14.0,0.0,11.0,122.0,2.3,2.5,2.8,3.0,4.0,402.0,1.0,0.0,0.0,3.3439767,1.5994437,-4.986786,2.7790442,0.5871534,-2.013546,-0.6116302,334
722.0,163.0,0.0,202.0,237.0,20.0,622.0,0.0,5.8,6.7,5.8,6.7,9.0,4164.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,4164
236.0,27.0,192.0,12.0,37.0,0.0,268.0,0.0,29.0,25.5,29.0,25.5,15.0,6844.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,6844
239.0,39.0,70.0,18.0,62.0,55.0,244.0,0.0,6.9,6.8,6.9,6.8,10.0,1661.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1661
1882.0,711.0,589.0,218.0,442.0,0.0,1960.0,0.0,3.2,3.1,3.2,3.1,10.0,6068.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,6068
291.0,188.0,29.0,0.0,69.0,37.0,323.0,0.0,20.8,18.8,22.4,20.2,14.0,6519.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,6063
328.0,124.0,71.0,61.0,66.0,0.0,322.0,0.0,2.0,2.1,2.0,2.1,13.0,665.0,1.0,0.0,0.0,5.106354,4.4033985,-7.3394237,3.7006063,1.3918209,-2.7187047,-1.4097449,665
264.0,126.0,7.0,50.0,84.0,0.0,267.0,0.0,2.1,2.0,2.1,2.0,6.0,544.0,1.0,0.0,0.0,4.5946665,3.915454,-6.7974415,3.2322583,1.0627462,-2.4213173,-0.98748547,544
270.0,54.0,42.0,53.0,91.0,30.0,270.0,0.0,3.3,3.3,3.3,3.3,6.0,893.0,1.0,0.0,0.0,0.7859587,0.4216099,-0.95895475,0.30048427,0.12614222,-0.28583634,-0.063228436,893
32.0,0.0,7.0,12.0,0.0,10.0,29.0,0.0,11.0,12.1,11.0,12.1,2.5,352.0,1.0,0.0,0.0,0.24868621,0.10415737,-0.14451548,-0.5608244,0.12298633,-0.0045528635,-0.5576127,352
1382.0,353.0,245.0,7.0,581.0,253.0,1439.0,0.0,2.4,2.3,2.4,2.3,8.0,3344.0,0.0,0.0,1.0,6.0463405,2.8437417,-9.241904,5.3974657,1.0741795,-3.8387482,-1.1909791,3344
98.0,45.0,5.0,19.0,28.0,0.0,94.0,3.0,4.1,4.2,5.0,5.0,1.0,487.0,1.0,0.0,0.0,0.90580887,0.47679472,-1.1476698,0.41661164,0.14774196,-0.36678433,-0.0889226,404
289.0,3.0,100.0,0.0,66.0,145.0,314.0,0.0,19.8,18.3,19.8,18.3,8.0,5732.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,5732
1059.0,299.0,234.0,144.0,217.0,60.0,954.0,0.0,21.6,24.0,24.9,27.6,17.0,26345.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,22920
724.0,331.0,12.0,189.0,164.0,0.0,530.0,142.0,13.0,13.5,15.7,16.3,9.0,11336.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,9409
40.0,10.0,22.0,0.0,17.0,0.0,49.0,0.0,7.1,5.8,7.1,5.8,4.0,285.0,0.0,0.0,1.0,1.4159058,1.0667909,-1.2784245,-0.28784204,0.60280114,-0.3840069,-0.767966,285
128.0,72.0,18.0,24.0,7.0,0.0,4.0,117.0,10.1,10.7,12.2,12.9,3.0,1558.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1293
1248.0,249.0,262.0,146.0,423.0,15.0,1095.0,0.0,12.2,13.8,12.2,13.8,12.0,15165.0,0.0,0.0,1.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,15165
387.0,109.0,118.0,67.0,90.0,7.0,391.0,0.0,8.5,8.4,10.2,10.1,17.0,3960.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,3287
73.0,0.0,65.0,0.0,0.0,5.0,19.0,44.0,10.5,10.9,12.6,13.1,3.0,920.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,764
151.0,22.0,0.0,68.0,47.0,0.0,32.0,105.0,14.5,16.0,17.5,19.3,3.0,2643.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2194
465.0,48.0,162.0,0.0,196.0,37.0,443.0,0.0,4.3,4.5,5.2,5.5,4.0,2427.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2014
63.0,29.0,0.0,9.0,24.0,0.0,62.0,0.0,13.1,13.3,15.8,16.1,4.0,996.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,827
226.0,88.0,70.0,19.0,28.0,0.0,92.0,106.0,11.1,12.2,11.1,12.2,10.0,2508.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2508
115.0,76.0,11.0,28.0,0.0,0.0,10.0,105.0,1.7,1.7,1.7,1.7,1.5,201.0,1.0,0.0,0.0,4.6179323,4.50246,-6.4515123,3.3836114,2.3356066,-4.0370193,-1.2599224,201
189.0,39.0,112.0,3.0,28.0,0.0,0.0,182.0,3.0,3.1,3.0,3.1,15.0,563.0,0.0,0.0,0.0,3.4522948,1.6493182,-5.1573434,2.8839977,0.6066747,-2.086705,-0.634852,563
55.0,52.0,0.0,6.0,0.0,0.0,58.0,0.0,9.7,9.2,11.7,11.1,11.0,643.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,534
85.0,12.0,44.0,0.0,24.0,0.0,12.0,68.0,12.2,13.0,14.7,15.7,4.0,1252.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1039
2143.0,219.0,657.0,3.0,485.0,437.0,1801.0,0.0,20.2,24.0,24.3,29.0,7.0,52172.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,43303
520.0,181.0,160.0,9.0,55.0,25.0,430.0,0.0,6.0,7.3,6.0,7.3,8.0,3133.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,3133
113.0,25.0,34.0,16.0,27.0,0.0,38.0,64.0,15.9,17.7,18.3,20.3,3.0,2070.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1801
264.0,85.0,17.0,26.0,133.0,0.0,157.0,98.0,10.0,10.1,12.0,12.2,6.0,3180.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2639
349.0,162.0,24.0,18.0,112.0,30.0,342.0,4.0,6.8,6.8,6.8,6.8,4.0,2360.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2360
229.0,88.0,5.0,0.0,17.0,131.0,241.0,0.0,11.0,10.5,12.7,12.0,5.0,2897.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2520
172.0,88.0,40.0,4.0,30.0,7.0,169.0,0.0,10.4,10.6,10.4,10.6,5.0,1788.0,0.0,0.0,1.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1788
323.0,108.0,57.0,53.0,74.0,31.0,323.0,0.0,3.8,3.8,3.8,3.8,13.0,1238.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1238
89.0,15.0,28.0,17.0,7.0,30.0,24.0,73.0,5.0,4.6,5.0,4.6,4.0,442.0,0.0,0.0,0.0,1.5617824,1.0605108,-2.199544,0.9275156,0.24622594,-0.85764176,-0.25205952,442
878.0,113.0,404.0,161.0,133.0,17.0,828.0,0.0,3.8,4.1,4.3,4.5,5.0,3742.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,3368
220.0,81.0,50.0,51.0,42.0,0.0,224.0,0.0,1.3,1.3,1.3,1.3,3.0,281.0,0.0,1.0,0.0,7.129788,6.155381,-10.59327,5.364569,1.742527,-3.8921926,-1.8526279,281
150.0,125.0,4.0,20.0,0.0,0.0,6.0,143.0,4.6,4.6,5.5,5.6,3.0,828.0,1.0,0.0,0.0,1.1447686,0.58682317,-1.5239334,0.6481487,0.19080766,-0.52817994,-0.14015216,687
161.0,60.0,38.0,30.0,41.0,0.0,169.0,0.0,1.4,1.3,1.4,1.3,2.0,220.0,1.0,0.0,0.0,5.8912454,5.6974506,-8.701279,4.168819,1.7127548,-3.5722888,-1.1118908,220
804.0,345.0,334.0,0.0,236.0,42.0,957.0,0.0,14.2,11.9,17.1,14.3,12.0,13720.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,11388
272.0,63.0,20.0,61.0,71.0,30.0,245.0,0.0,35.7,39.7,41.1,45.6,14.0,11172.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,9720
33.0,8.0,7.0,0.0,10.0,15.0,32.0,8.0,4.4,3.6,4.4,3.6,2.0,145.0,0.0,0.0,0.0,4.127358,5.888515,-5.1943455,1.0432664,2.4786103,-3.3872085,-0.97472423,145
64.0,20.0,28.0,10.0,7.0,0.0,65.0,0.0,2.2,2.2,2.2,2.2,3.0,140.0,0.0,0.0,0.0,4.3456693,5.436671,-4.9829707,1.2918564,2.670936,-2.6955943,-0.88422114,140
277.0,48.0,110.0,47.0,49.0,0.0,84.0,170.0,4.6,5.0,4.6,5.0,19.0,1265.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1265
322.0,78.0,100.0,67.0,54.0,0.0,179.0,106.0,16.3,17.5,19.6,21.1,13.0,6316.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,5242
164.0,52.0,56.0,18.0,7.0,20.0,110.0,43.0,17.0,18.2,17.0,18.2,11.0,2791.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2791
145.0,48.0,10.0,72.0,14.0,0.0,144.0,0.0,5.1,5.2,6.2,6.2,3.0,894.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,742
73.0,36.0,24.0,12.0,0.0,0.0,0.0,72.0,8.0,8.1,9.6,9.8,5.0,704.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,584
245.0,42.0,179.0,24.0,42.0,15.0,302.0,0.0,3.6,3.0,3.6,3.0,7.0,893.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,893
406.0,209.0,36.0,125.0,20.0,0.0,102.0,288.0,13.9,14.5,16.7,17.4,7.0,6794.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,5639
98.0,35.0,0.0,41.0,20.0,0.0,28.0,68.0,56.5,57.6,68.0,69.4,5.0,6666.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,5533
83.0,44.0,10.0,3.0,25.0,0.0,15.0,63.0,4.9,5.0,6.0,6.0,3.0,494.0,1.0,0.0,0.0,1.7303177,0.8564377,-2.4459338,1.2155094,0.2963367,-0.9236654,-0.26568535,410
182.0,30.0,59.0,39.0,29.0,0.0,0.0,157.0,5.5,6.4,6.6,7.7,5.0,1206.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1001
820.0,460.0,98.0,199.0,175.0,0.0,685.0,212.0,3.1,2.7,3.1,2.7,11.0,2552.0,0.0,0.0,1.0,0.97908247,0.5105333,-1.2630455,0.48760924,0.1609474,-0.41627395,-0.10463139,2552
545.0,116.0,226.0,131.0,72.0,0.0,79.0,466.0,16.0,16.0,16.0,16.0,11.0,8740.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,8740
105.0,96.0,9.0,0.0,0.0,0.0,21.0,84.0,1.9,1.9,1.9,1.9,8.0,198.0,1.0,0.0,0.0,5.2761073,5.001637,-7.3362,4.321277,2.7882028,-5.3799324,-0.94193023,198
55.0,12.0,10.0,14.0,15.0,0.0,9.0,42.0,42.7,46.0,51.4,55.5,1.0,2828.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2347
62.0,27.0,4.0,0.0,31.0,7.0,69.0,0.0,13.2,11.8,15.9,14.3,8.0,984.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,817
109.0,0.0,105.0,0.0,0.0,0.0,0.0,105.0,2.3,2.4,2.8,2.9,1.0,300.0,1.0,0.0,0.0,3.8967924,2.4680715,-5.940393,3.0756657,0.6394656,-2.4794855,-0.752487,249
436.0,27.0,334.0,15.0,0.0,60.0,436.0,0.0,17.8,17.8,17.8,17.8,15.0,7762.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,7762
179.0,60.0,44.0,6.0,38.0,40.0,188.0,0.0,4.3,4.1,5.2,5.0,4.0,935.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,776
