nlan,t11,t13,t15,MI_size_D_duration_D,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_size_D_app,effort_D
0.6193849,0.34459752,0.69404566,0.6942828,0.09740612,0.14566505,0.05359358,0.111140385,-0.07838984,0.07847566
0.7091775,0.42795587,0.6708688,0.70547104,0.12319186,0.19692878,0.10692388,0.1841999,-0.023799026,0.0831879
0.65780467,0.38755852,0.68913966,0.7245956,0.11285926,0.157888,0.06773107,0.13654484,-0.057029907,0.090648994
0.58691525,0.28054708,0.85468173,0.74835485,0.068768635,0.13832831,0.06709041,0.10192244,-0.15518408,0.12048595
0.65860933,0.3818484,0.77798826,0.7051888,0.15442647,0.22204806,0.1285631,0.1895945,-0.055967584,0.1110148
0.87726235,0.67476934,1.1529951,0.8384568,0.38506645,0.6889975,0.49384287,0.58858156,0.2663362,0.23210311
0.6078072,0.40205443,1.2812772,0.9566042,0.1324993,0.6760425,0.3433477,0.39598596,0.120296516,0.19530192
1.4021801,1.1622419,1.9193771,1.232842,0.7313934,1.3117585,0.97257173,1.0896987,0.5907679,0.46488714
0.4145915,0.27529147,0.78554237,0.6296332,0.069994435,0.30093336,0.14852925,0.16974542,0.010593653,0.09443839
1.7792228,1.4549459,2.5642529,1.510205,0.90854144,1.7937953,1.3269011,1.4115663,0.8034243,0.6222742
0.7629722,0.47347438,0.97849387,0.7776994,0.22381769,0.396347,0.2683455,0.32391223,-0.016286766,0.1405341
0.7805748,0.5112629,0.93209356,0.751815,0.2814378,0.44167924,0.32507154,0.39367232,0.12786686,0.18360445
0.9204739,0.6881709,1.336026,0.8999612,0.41635853,0.8136994,0.5832809,0.6570417,0.36889595,0.3015412
0.570238,0.28112656,1.115887,0.88615227,0.10264853,0.41538376,0.23199861,0.17948107,-0.04613127,0.12075238
0.7563807,0.47157973,0.81220055,0.75568986,0.19812204,0.30337343,0.16859609,0.27042186,0.033181984,0.117191285
0.5775889,0.3177703,0.67911386,0.6856729,0.07884047,0.10656252,0.036230262,0.0805852,-0.099093035,0.07968479
0.75766385,0.46433127,0.9117577,0.8094821,0.18394035,0.26827478,0.1968927,0.25950402,-0.120888084,0.14891402
0.59754866,0.19431332,0.9684768,0.8014058,0.028058164,0.15644516,0.036133464,0.0382706,-0.16093768,0.10394049
0.757904,0.48085588,0.82951,0.7605946,0.23518886,0.33863342,0.21648836,0.30624926,0.0037978047,0.107805446
0.56961966,0.2961467,0.7769105,0.720406,0.10337826,0.21223149,0.10463737,0.12623782,-0.06187258,0.0922586
0.6915483,0.4329961,0.88897485,0.75229186,0.16970211,0.2858213,0.20519547,0.22985786,-0.04119324,0.14238091
0.5987715,0.23678151,0.98035574,0.77118194,0.06576545,0.19011073,0.09414977,0.12909435,-0.12923339,0.119024456
0.9811531,0.7104828,1.1099377,0.8878797,0.3920383,0.61596215,0.4068935,0.5473005,0.22262524,0.19664553
0.6885751,0.37657094,0.8719805,0.7561757,0.16692935,0.32399493,0.19360591,0.22882164,0.011641411,0.12221661
0.623547,0.4303503,0.73503876,0.6589193,0.13978602,0.26174456,0.1691692,0.20571943,-0.015419126,0.11625224
0.4575151,0.27948508,0.8249406,0.6832952,0.077084325,0.29580912,0.1665376,0.1682184,-0.027135175,0.10065475
0.5330506,0.2627219,0.82559985,0.7195595,0.072812214,0.23593578,0.12904574,0.105837,-0.06919764,0.07072475
0.511861,0.21861328,0.7611622,0.70055723,0.021234235,0.09737948,0.008806547,0.047698796,-0.14236131,0.093349054
0.49186972,0.2906239,0.80048776,0.6729883,0.09383135,0.280439,0.16363414,0.16721115,-0.026095808,0.0911128
0.65492254,0.43587732,1.4599345,1.0868306,0.13356264,0.77832305,0.37689823,0.42781246,0.13110107,0.23306298
0.57040197,0.3112436,0.7895675,0.71875143,0.12060778,0.10763788,0.045112815,0.10540694,-0.14087886,0.13182938
0.4543971,0.24718308,0.89689267,0.751122,0.07111296,0.33165857,0.15950347,0.152326,-0.019440189,0.10231285
0.7031387,0.42206126,0.7821792,0.69939834,0.18730891,0.25275522,0.14853048,0.21333382,-0.025827136,0.11127907
0.65333664,0.3730297,0.68833685,0.71423936,0.11291053,0.1599093,0.06387802,0.13281223,-0.065730706,0.081182465
1.5275413,1.2738822,1.9358006,1.3080262,0.79386246,1.3181738,0.9901699,1.1248157,0.7194311,0.51659316
0.57889783,0.25187424,0.7739796,0.73098093,0.031645495,0.14358976,0.053908523,0.05435051,-0.10902112,0.06841059
0.4668719,0.2907948,0.80471736,0.6638341,0.08870251,0.32397676,0.16728736,0.1817421,0.011153668,0.09942591
0.5691041,0.30999315,0.67838234,0.68346554,0.0732021,0.10256227,0.031974852,0.0739088,-0.10226479,0.07584818
0.79273754,0.6240621,1.0557177,0.78898406,0.36962974,0.62486535,0.4405546,0.5285167,0.2701336,0.23075464
0.54350483,0.25767007,0.7606998,0.7026429,0.050029185,0.13573432,0.057777267,0.07337235,-0.13895485,0.07854814
0.4636784,0.24598661,1.0043288,0.8259182,0.062054876,0.38341844,0.17835979,0.15511957,-0.010296084,0.11156972
0.50315905,0.29706323,1.1559284,0.8645988,0.08144685,0.552435,0.2439973,0.27577412,0.050938725,0.15453516
0.8477683,0.5932452,1.0037508,0.79887146,0.34530994,0.5381432,0.40273386,0.4753553,0.21020782,0.22438452
0.5150828,0.28514588,0.6985713,0.66912496,0.067859285,0.13798155,0.057623778,0.0871903,-0.08814788,0.08241171
1.3180008,1.0634276,1.6368008,1.1405145,0.65461195,1.0936507,0.82399786,0.94611347,0.57933885,0.43683764
0.5753176,0.3084113,0.70390266,0.6893683,0.07732937,0.120740734,0.04716929,0.084867,-0.10262835,0.083641864
0.59857196,0.3301056,0.6808994,0.6937328,0.08758442,0.11780683,0.042454775,0.09347415,-0.09139344,0.08048686
0.80997664,0.5623821,1.0748763,0.8144608,0.3274022,0.57393265,0.4127971,0.47642386,0.22030473,0.2259846
0.61569816,0.33462685,0.803881,0.7465062,0.10455543,0.15928844,0.09386422,0.12762217,-0.13483562,0.12285021
0.58561957,0.32271534,0.69505775,0.6814096,0.088828065,0.123802125,0.05224705,0.09611118,-0.09719378,0.082888186
0.626298,0.35407543,0.7123292,0.67642397,0.12558475,0.16165636,0.07870958,0.13340335,-0.07032025,0.09036438
0.6451361,0.36061102,0.82010055,0.73553157,0.114114374,0.19771697,0.12168503,0.1706921,-0.11461733,0.114605635
1.1478817,0.9626705,1.5462928,1.0358427,0.573157,1.044008,0.75326496,0.8572378,0.5033605,0.35829836
0.42761326,0.24475993,0.79631966,0.66697764,0.058479432,0.27780092,0.14508297,0.13947076,-0.01821452,0.074367374
1.3074751,1.0433034,1.6048722,1.1238871,0.6260249,1.0607882,0.7796659,0.90399265,0.51436347,0.3921263
0.5858317,0.32212788,0.69378656,0.6872994,0.08472249,0.116299324,0.0462918,0.09011549,-0.10284403,0.083053574
0.5779978,0.31839514,0.6792414,0.68564004,0.079217,0.10699258,0.036486834,0.080973074,-0.098928355,0.079878256
0.729609,0.45447963,0.9123677,0.77015585,0.20082386,0.29278493,0.19318533,0.26891956,-0.06578837,0.13764532
0.6904058,0.45458084,1.4513693,1.0552754,0.16567206,0.79230076,0.40803972,0.45175084,0.14340599,0.24169761
0.7162553,0.47270757,0.8830128,0.7409602,0.20546515,0.27661225,0.18903878,0.260314,-0.025382575,0.14602683
0.48659715,0.30429137,0.73280543,0.6630462,0.07345656,0.23883401,0.16006814,0.15368679,-0.031144891,0.07376602
0.79428667,0.51202965,0.8996548,0.77043957,0.27212346,0.3910798,0.25076553,0.34212542,0.02897793,0.13071954
0.57103837,0.31533825,0.6729742,0.6802677,0.084412105,0.10408247,0.03526334,0.081036724,-0.09760877,0.08576943
1.2034957,0.87210244,1.582319,1.0849189,0.54024106,0.9294013,0.69024676,0.7926088,0.28092945,0.35230535
1.3229327,1.0867183,1.650984,1.1540623,0.64201057,1.113637,0.80561644,0.9550586,0.5652609,0.39405107
0.82783264,0.60333806,1.0502539,0.7870624,0.35403645,0.5779038,0.438546,0.5074735,0.23224291,0.21514332
0.5888756,0.33972436,0.9123622,0.72352755,0.1452641,0.33632556,0.2186255,0.23245332,-0.026274037,0.10043836
0.5023546,0.2899056,1.1214482,0.8506256,0.07715793,0.519152,0.23523809,0.25654417,0.033504516,0.13236675
0.5636149,0.3089109,0.70167047,0.6600009,0.06992796,0.14419104,0.066393845,0.09451695,-0.083410725,0.06642066
0.5337541,0.30526137,0.67101103,0.6632994,0.06785268,0.1287337,0.054762483,0.0912431,-0.08089985,0.07665768
0.47343683,0.2261363,0.7923862,0.7008503,0.047729854,0.13388945,0.055998284,0.06569459,-0.12482487,0.101195335
0.46818718,0.28811175,0.967068,0.7424855,0.12395401,0.3896826,0.20282798,0.2248444,0.027139857,0.13541509
0.4858653,0.30233395,0.9884423,0.77034944,0.08086458,0.45906308,0.22854044,0.2538863,0.056677192,0.12533133
0.6862214,0.41997397,0.73723143,0.71829176,0.1657963,0.24776363,0.13168918,0.21717694,-0.0075463597,0.094641805
1.042413,0.8153572,1.2834423,0.9414148,0.49021694,0.8018367,0.5929451,0.70862734,0.39318794,0.29757833
0.57250494,0.30310452,0.70864147,0.7108364,0.053812664,0.13730672,0.06032299,0.0646366,-0.11046958,0.07340085
0.6180237,0.37253815,0.78004307,0.7109584,0.1140165,0.20470776,0.13563505,0.16516832,-0.08925328,0.11019182
0.5596271,0.32830065,0.7740146,0.6784815,0.1394062,0.22507653,0.1471517,0.18386638,-0.063526355,0.08895014
0.61871743,0.34654838,0.6968807,0.7001159,0.0988016,0.14035031,0.06234146,0.11716531,-0.089097284,0.08486152
1.0551393,0.7691044,1.498522,0.9634185,0.47112724,0.9072869,0.6887591,0.71699965,0.32368636,0.32773504
0.65373677,0.38734657,0.7593209,0.69581103,0.1646832,0.25032952,0.15369666,0.21540217,-0.010719426,0.10060406
0.62860817,0.34911537,0.7990126,0.7346463,0.10407118,0.17231461,0.10214035,0.14886123,-0.123846546,0.11317229
0.5832565,0.32112116,0.68011445,0.68304276,0.083334915,0.11204945,0.04152932,0.08605039,-0.09631771,0.08071649
0.58911777,0.2877927,0.8172513,0.7206278,0.08317419,0.16421647,0.071290255,0.1123205,-0.13070992,0.11240888
0.6658536,0.37542695,0.8664427,0.78421146,0.12805088,0.19303907,0.12352976,0.17304994,-0.13020416,0.14846827
0.60939664,0.33692867,0.6853371,0.6944951,0.09056201,0.1255337,0.043894082,0.09641771,-0.09023903,0.078164496
0.7165925,0.46586245,0.79162973,0.75304013,0.20441082,0.27868697,0.16221602,0.2431711,-0.0112645775,0.10199891
0.5736651,0.3211667,0.67759794,0.6791188,0.09999677,0.12779512,0.060144816,0.09584428,-0.09042193,0.093159296
0.45066395,0.27570516,0.80351275,0.67001355,0.07510401,0.31283665,0.1594481,0.17414728,0.00978864,0.096499115
0.7483968,0.46544158,0.94311064,0.8001297,0.21291389,0.283088,0.19544473,0.26672578,-0.090331845,0.14577538
0.4499334,0.25372657,0.82463336,0.7119707,0.07141229,0.28363013,0.14074811,0.13354015,-0.029730618,0.102203
0.66027266,0.3760996,0.6830591,0.7113231,0.10681103,0.16093665,0.063834354,0.13664299,-0.060882714,0.07554633
1.0359352,0.7948119,1.3527818,0.92577374,0.47824863,0.8179882,0.6146643,0.6930849,0.3260954,0.27563316
0.6172352,0.3482877,0.70494294,0.6846191,0.11357523,0.160797,0.08034016,0.13055496,-0.07317561,0.084985115
0.5022061,0.2709881,0.7310389,0.66053915,0.07304194,0.18689518,0.08672182,0.113760054,-0.05754359,0.08189182
0.45659575,0.19645262,0.72958684,0.6886359,-0.001710837,0.07372053,0.0001986865,0.006972745,-0.13873078,0.06849547
0.5991007,0.33313638,0.6824836,0.69334775,0.09172272,0.12115027,0.04528988,0.09581341,-0.08910914,0.08377198
0.62163955,0.35104853,0.73217565,0.696541,0.113802925,0.16517955,0.08661561,0.14005025,-0.09261897,0.097136915
0.4618568,0.26513863,0.7524807,0.6407852,0.06979158,0.25780904,0.14636059,0.15868714,-0.015342675,0.06394516
0.6903031,0.3972035,0.8471305,0.77134025,0.15842135,0.2247008,0.17672193,0.19541976,-0.107360706,0.1391586
0.66964763,0.41020358,0.77432853,0.69939876,0.1795687,0.26655015,0.18609962,0.23495339,0.0034899116,0.13052519
0.6913779,0.4316035,0.7553352,0.7125596,0.15289943,0.24626018,0.15853631,0.21815346,-0.021817343,0.10837878
1.431215,1.1994619,1.891886,1.2525563,0.7472776,1.2966452,0.9628318,1.0973781,0.6666612,0.4708891
0.74487555,0.483792,0.82178867,0.74114126,0.23316832,0.3447583,0.20501626,0.2855942,0.04677441,0.14996254
0.4602774,0.27307472,0.8333295,0.68014085,0.06934813,0.3237907,0.17924364,0.18286215,0.0040564165,0.073721394
0.53554213,0.32536662,0.7303984,0.65881675,0.08458641,0.20947781,0.12077293,0.14471619,-0.058022387,0.083264805
0.45540488,0.29216313,0.8793977,0.6870325,0.07568224,0.38487855,0.19762388,0.2241691,0.04038912,0.08979201
0.705563,0.41530037,0.8473966,0.7532183,0.15494224,0.23749843,0.15945746,0.22189352,-0.09934376,0.12393233
0.5038587,0.3035428,0.8931519,0.70462805,0.09862264,0.37724322,0.2118709,0.21480757,0.0106500015,0.09114014
0.5757919,0.31214797,0.6871794,0.6903227,0.07830416,0.10504326,0.03387197,0.07861912,-0.10360424,0.08548958
0.6065909,0.3737173,0.6736982,0.66817766,0.094228454,0.14107257,0.095494986,0.12175265,-0.05753813,0.090174794
0.5695786,0.25466335,0.8245544,0.7164721,0.069104746,0.18473253,0.08157188,0.10613459,-0.12083337,0.09567888
0.5348264,0.32786804,1.1604335,0.86785674,0.09547304,0.5651966,0.2692166,0.30481112,0.070224985,0.16081804
0.5311366,0.2978416,0.688769,0.65128493,0.07105327,0.15790205,0.070625275,0.10204379,-0.06903489,0.06911849
0.9265401,0.6376907,1.1438003,0.8463081,0.38563845,0.5996894,0.4265621,0.5075149,0.16640611,0.2234608
0.74813265,0.47269934,0.82021827,0.7291955,0.21530995,0.32265887,0.20785324,0.30480242,0.049072187,0.11143577
0.5573848,0.31585568,0.69437814,0.6586771,0.07938289,0.15856263,0.07414512,0.109023556,-0.06925698,0.07404445
0.6041078,0.3421554,0.74298966,0.6971708,0.13842691,0.19813778,0.09575911,0.1566154,-0.052466705,0.10350868
0.62290794,0.3497851,0.7242157,0.6957398,0.108928084,0.15123467,0.07550183,0.12714471,-0.09774107,0.09450531
0.85228974,0.57741004,1.0100935,0.82661325,0.29412717,0.5158763,0.37066627,0.44023964,0.16136831,0.18973267
0.56861573,0.29916143,0.7201979,0.67936814,0.081365034,0.15559521,0.07370697,0.10227053,-0.081245996,0.07838283
0.8088125,0.5373405,0.8818018,0.82207215,0.28309414,0.37204343,0.22089766,0.33866274,0.04165028,0.18627766
0.462709,0.33848625,0.6948139,0.6196611,0.081932016,0.29635495,0.18770574,0.21000412,0.054950666,0.0997687
0.60693884,0.3014958,0.828434,0.7149177,0.12438512,0.23693027,0.14672317,0.18378487,-0.016821945,0.13069053
0.72480696,0.4972816,0.94936675,0.734805,0.27060735,0.48201782,0.33342314,0.39510572,0.14619453,0.16602041
0.43129212,0.23045766,0.78964275,0.67952955,0.057237197,0.24643004,0.12058729,0.11748758,-0.040298037,0.08224293
0.85177803,0.5591071,1.1980834,0.8570777,0.3225806,0.5681706,0.423556,0.44020703,0.07817845,0.24909079
0.58994657,0.30549538,0.7627038,0.68504196,0.09915859,0.18720628,0.09199551,0.14210492,-0.0656424,0.09254065
0.5427742,0.31831604,0.6692786,0.6586503,0.07999512,0.14168143,0.06256551,0.100599185,-0.0681131,0.08227275
0.4277361,0.24783328,0.74914825,0.65441155,0.05761585,0.252008,0.12851591,0.1318543,-0.026039645,0.070650645
0.68076104,0.3928836,0.77406114,0.71699893,0.15842967,0.24132456,0.13114278,0.18735594,-0.039093602,0.106707945
0.5233135,0.39554805,0.75935495,0.64233404,0.12394729,0.34727654,0.21277308,0.2454517,0.06956498,0.13551411
0.45756626,0.3012129,0.744699,0.63702416,0.075844795,0.29452193,0.15502138,0.16113755,0.01664013,0.08523235
0.5714556,0.30048102,0.7035759,0.68192697,0.07324819,0.115252994,0.043508403,0.08174692,-0.10255027,0.075937964
0.6596337,0.3958038,0.78330684,0.6898007,0.17924727,0.27302498,0.18716712,0.25292033,0.02781311,0.11443186
0.97573435,0.7549214,1.2258141,0.91873074,0.44690734,0.75585836,0.5359031,0.645382,0.31014484,0.2817313
0.46462393,0.26916403,0.7508279,0.6463702,0.079706945,0.24299677,0.12648866,0.13603513,-0.026391722,0.08313462
1.5680537,1.2829475,2.0347006,1.3811905,0.8037657,1.4159285,1.0537404,1.1514057,0.75687593,0.5702948
0.4864355,0.26731223,1.138077,0.8416754,0.07479187,0.51099175,0.23493639,0.26450562,0.026706055,0.12475547
0.584267,0.32320976,0.68655086,0.6883316,0.082424626,0.112262376,0.04249069,0.08685149,-0.101287514,0.08237363
0.5923831,0.33152145,0.6757202,0.6866607,0.08257705,0.14196976,0.0638038,0.10211928,-0.08922625,0.0781
0.5657644,0.32653564,0.6774837,0.6632153,0.08053489,0.1434217,0.06524416,0.10273743,-0.06967483,0.07534115
0.60094863,0.30721712,0.85556406,0.7359242,0.12729625,0.2838064,0.14185774,0.16445474,-0.025914654,0.103557214
0.44023558,0.2469154,0.82522017,0.6948407,0.080208085,0.28813398,0.15200296,0.15752485,-0.034582105,0.09186372
0.8477632,0.58344364,1.0073804,0.8450291,0.35204852,0.49510342,0.32906988,0.4291169,0.11420896,0.22558662
0.62530875,0.35057443,0.79169035,0.74637496,0.10707155,0.15202099,0.08688478,0.13147421,-0.12641567,0.1298315
0.49234438,0.20525591,0.71376854,0.678721,0.0063456367,0.08260426,-0.0041274577,0.030632759,-0.14415416,0.061730437
0.49542615,0.30263537,0.6906683,0.6348274,0.08010519,0.17717615,0.08874138,0.11714585,-0.054535676,0.09280184
0.64583164,0.38122404,0.7843198,0.68657476,0.16143543,0.25591317,0.1499423,0.20967978,-0.010951636,0.13133572
0.56923485,0.30648774,0.70899326,0.67369854,0.07884815,0.14367807,0.062344324,0.09599644,-0.085384294,0.07584044
0.58235866,0.3127284,0.70120555,0.6856157,0.078914784,0.12368456,0.052513298,0.09055087,-0.096569635,0.07911527
0.45137414,0.25316578,0.72004473,0.637294,0.067044385,0.2169462,0.10793878,0.11718322,-0.03902384,0.07605512
1.0975066,0.82268184,1.3210931,0.94803566,0.49698666,0.8135589,0.59043485,0.7080485,0.34381998,0.28600055
0.9075971,0.6193675,0.90564215,0.82486033,0.29615235,0.445422,0.27272144,0.40518934,0.14569774,0.16871637
0.6105071,0.3224826,0.8451296,0.6905162,0.14202319,0.24747609,0.1759681,0.21443033,-0.00078467093,0.16760254
0.62661153,0.35161102,0.68059725,0.7002928,0.097356915,0.13869274,0.055292305,0.11536628,-0.08161795,0.0763082
0.5793141,0.31909108,0.67981076,0.68479955,0.08049916,0.10953084,0.038850293,0.08328026,-0.09768548,0.080003746
0.45179376,0.24154882,0.87923443,0.7154891,0.10946758,0.25200713,0.12982036,0.12560362,-0.0379833,0.12178546
0.5036933,0.30276674,1.0544523,0.8022063,0.08735236,0.48283067,0.25871316,0.2758527,0.045327283,0.11356871
0.64547837,0.3580672,0.7895239,0.708642,0.13043842,0.2541049,0.13036641,0.17736198,-0.039147545,0.08939284
0.5070506,0.2810741,0.6967114,0.6440085,0.06679602,0.1698419,0.078351215,0.107084796,-0.066489756,0.06798696
0.5678277,0.29950815,0.704046,0.69038945,0.073718935,0.1043167,0.034205154,0.074971095,-0.111144245,0.08955784
0.5825604,0.31766725,0.69493645,0.6922086,0.07987484,0.110305674,0.03913233,0.07734527,-0.10504562,0.08290489
0.86344004,0.65905976,1.0923243,0.8158512,0.38450333,0.6359531,0.46438646,0.56635654,0.27368265,0.22400597
0.66532695,0.39484537,0.8165431,0.7670747,0.12505414,0.21828899,0.14722936,0.18166097,-0.10122341,0.13086317
0.61880887,0.32301587,1.3784568,1.0394089,0.10951016,0.66435057,0.29781613,0.31472018,0.03196439,0.17355545
0.94981444,0.73958725,1.1443858,0.8805216,0.43858016,0.68640774,0.5041641,0.59890646,0.32039565,0.2845187
0.67610866,0.43340427,0.80318886,0.7226726,0.20303957,0.29212347,0.19749185,0.2525415,0.036000475,0.13854116
0.82138443,0.60092556,1.0222213,0.78630024,0.3573884,0.5571954,0.42070967,0.49936017,0.22473295,0.2120817
0.40425935,0.2328748,0.73855954,0.64398044,0.049781226,0.23506704,0.11871205,0.12358548,-0.03302627,0.07663976
0.48095798,0.28344744,0.6883419,0.62941,0.06879782,0.19356686,0.09106924,0.11549574,-0.043053593,0.07933091
0.6187157,0.35301924,0.6875801,0.6852748,0.11676294,0.14898358,0.06381265,0.124394014,-0.06717257,0.09572163
1.8859044,1.5716823,2.4936328,1.5827641,1.003798,1.7580016,1.32057,1.4774895,0.868059,0.6508257
0.57884705,0.31225693,0.6910539,0.68366253,0.07954129,0.112443835,0.042127885,0.08388622,-0.100287125,0.07989548
0.6117158,0.36256415,0.6941942,0.684529,0.115252785,0.17279685,0.09129548,0.13993914,-0.056704126,0.10567236
0.78527796,0.4666639,0.9371312,0.80242413,0.22858647,0.42982945,0.2753833,0.3248425,0.061510503,0.16570409
0.44988704,0.26080304,0.85955137,0.6830241,0.08028433,0.34640062,0.16811429,0.18625093,0.015486874,0.093603276
0.9372169,0.65146923,1.0370597,0.8604555,0.35979858,0.55539966,0.37043765,0.4911702,0.16509831,0.21019533
0.67513436,0.40334302,0.883637,0.76094425,0.15028729,0.2108948,0.14591843,0.19679572,-0.11022885,0.14088757
0.45289293,0.24720983,0.7773191,0.6571876,0.0712134,0.24557425,0.12019116,0.1395099,-0.04170914,0.08045295
0.4517479,0.2572741,0.77229595,0.63139725,0.077217124,0.2825586,0.14352714,0.16286989,-0.00819527,0.07794741
0.5867405,0.30896103,0.706908,0.6953341,0.078061506,0.11664243,0.046824194,0.081413314,-0.10337059,0.0812717
0.5336336,0.25987095,0.7098678,0.6851608,0.045158245,0.09834301,0.016513323,0.058562014,-0.12061173,0.08170834
0.6682784,0.3867318,0.76685125,0.70867366,0.15762824,0.2447941,0.15047671,0.19221358,-0.026344564,0.120891005
0.86799216,0.58815783,1.110403,0.8407086,0.34890324,0.61258525,0.45050675,0.51168686,0.23588727,0.25326198
0.6786947,0.41927153,0.7664945,0.73048526,0.18220976,0.27989247,0.159384,0.23412427,0.0044888332,0.11845869
1.426091,1.1673282,1.8652296,1.2437611,0.7229314,1.2744488,0.9417907,1.0846796,0.63467276,0.44481057
0.5063898,0.2415222,0.77055216,0.692279,0.057129167,0.16741896,0.08093709,0.075767994,-0.08901025,0.08150918
1.7347243,1.4565359,2.223926,1.4924493,0.8811063,1.5747303,1.1569877,1.3349557,0.86037076,0.57879645
0.5208414,0.29192233,1.1770484,0.8815396,0.08825729,0.5662689,0.24288212,0.28423485,0.036839165,0.13145615
0.49522343,0.29270875,0.65782446,0.6606364,0.058346305,0.12256976,0.04972504,0.08802739,-0.08075702,0.08009201
2.0566585,1.7454884,2.8429446,1.7542356,1.1051118,2.0635135,1.5151862,1.6580406,1.074523,0.7319401
0.6805057,0.4373132,0.7644582,0.7121498,0.20148478,0.28382075,0.17728966,0.2596971,0.032747462,0.12525319
1.0041925,0.72305846,1.3380053,0.9781868,0.41589305,0.6948136,0.48929998,0.59037006,0.11238853,0.27196318
1.4133456,1.0909598,1.8726733,1.2482649,0.6770842,1.2088375,0.9108205,0.995499,0.47026116,0.43903935
0.46808988,0.2770568,0.7060477,0.6190326,0.07918275,0.23000495,0.11438714,0.13113971,-0.02095636,0.08205859
0.5775889,0.3177703,0.67911386,0.6856729,0.07884047,0.10656252,0.036230262,0.0805852,-0.099093035,0.07968479
0.4501289,0.26796,0.94324785,0.74425787,0.06783285,0.41052768,0.19535875,0.21288057,0.032320045,0.10322964
0.429627,0.20940341,0.71197385,0.6447401,0.023558283,0.14696544,0.049062274,0.060350638,-0.09044357,0.07104508
0.9825529,0.7506321,1.2012029,0.8882704,0.45274517,0.72336876,0.5406053,0.6332739,0.32194722,0.27414542
0.5565898,0.35854965,0.7271888,0.6576611,0.10806474,0.23946822,0.12062064,0.13059026,-0.013837619,0.11679441
0.6517072,0.37954712,0.7500254,0.69871104,0.1388518,0.1978094,0.11606142,0.17292964,-0.07027875,0.10325317
0.44579875,0.26113105,0.9790748,0.75575507,0.064005725,0.43036613,0.19730006,0.21775325,0.028754875,0.10867472
0.6182305,0.33428365,0.71773905,0.70375776,0.10085144,0.15554518,0.07905468,0.11298588,-0.08168405,0.08212123
0.46450475,0.30112982,0.89880955,0.71067816,0.08228838,0.40769362,0.20672065,0.23441297,0.054427855,0.115897045
0.66268724,0.40224338,0.78865695,0.6997573,0.17215176,0.2944091,0.19152218,0.24854575,0.008691769,0.10130355
0.5624311,0.3911503,1.1609538,0.8769532,0.09837807,0.5716183,0.29464108,0.3253556,0.07719655,0.17757012
0.6153439,0.34177262,0.79867333,0.72363275,0.12015659,0.18703197,0.120760754,0.14385489,-0.10890258,0.11121674
0.7195443,0.44281995,0.801457,0.71873444,0.20689552,0.29959175,0.19163972,0.2666857,0.031722646,0.12954047
1.9277033,1.6209372,2.6107554,1.6444039,1.0339392,1.8557806,1.3691473,1.5186653,0.9283237,0.6580215
0.98766935,0.7473695,1.0847931,0.93889093,0.39194447,0.6077052,0.40526325,0.5489776,0.23652934,0.21578111
0.57450324,0.31490016,0.67903596,0.6851475,0.07679058,0.10497277,0.034491833,0.07803581,-0.10041145,0.07845241
0.9038834,0.67764014,1.1274841,0.8717068,0.40756926,0.6620027,0.4836942,0.56199914,0.2874148,0.26145333
0.44941187,0.29325402,0.861775,0.6869735,0.07719,0.37520134,0.20107093,0.21721028,0.0432603,0.100387156
0.6493766,0.41679794,0.7712689,0.693113,0.17266947,0.25592196,0.1604413,0.20189416,-0.045718666,0.10862239
0.53926784,0.31060588,1.2201595,0.9113965,0.09843082,0.558735,0.25281405,0.2646434,0.04039085,0.16486484
0.49803182,0.26533705,0.73907065,0.6472054,0.082061335,0.20973597,0.104934394,0.1286401,-0.050375417,0.07338765
0.44777793,0.24942431,0.73147345,0.6369467,0.06378671,0.22387315,0.11262716,0.1283574,-0.0353892,0.07255499
0.5775889,0.3177703,0.67911386,0.6856729,0.07884047,0.10656252,0.036230262,0.0805852,-0.099093035,0.07968479
0.5936399,0.32143533,0.7514469,0.6851956,0.09927767,0.18912429,0.10196753,0.13520367,-0.055055656,0.08643364
0.62064064,0.41330397,0.8761608,0.73721015,0.16543464,0.37437293,0.26768756,0.27224752,0.03366455,0.137627
0.71059364,0.42925584,0.8073851,0.70302993,0.20342764,0.28490904,0.17595603,0.23966072,-0.013106136,0.11315149
0.50955695,0.33449382,0.65444225,0.6686979,0.0647723,0.14982297,0.089959726,0.12007181,-0.059731998,0.11963028
0.5792526,0.31003845,0.6976023,0.68375987,0.0792979,0.116022885,0.04563911,0.086354524,-0.10036342,0.079817064
0.49163023,0.31365776,1.1088457,0.8316149,0.08176583,0.5255058,0.23995878,0.27938893,0.059164442,0.1544937
0.5249713,0.31579667,0.80459887,0.697781,0.101135224,0.2038954,0.12315974,0.13914396,-0.08501876,0.11486116
0.8068841,0.5895578,1.0696852,0.7844562,0.3421119,0.590265,0.44689465,0.5064233,0.2588231,0.21187712
0.46742937,0.27383837,0.8381368,0.6761146,0.090420045,0.31379035,0.15335411,0.16440511,-0.009625964,0.107938156
0.5959409,0.32749754,0.7269002,0.6931733,0.09433562,0.15491219,0.078399844,0.12249707,-0.09514913,0.08785792
0.58537763,0.3228057,0.6827437,0.682775,0.08664044,0.11392113,0.042569153,0.08846529,-0.09505761,0.08183603
0.60494316,0.3687079,0.74905163,0.704924,0.11819973,0.15396908,0.09557645,0.13953216,-0.10136246,0.11031787
