pcap,loc,MI_loc_aexp,MI_loc_data,MI_loc_stor,MI_loc_time,actual
0.5173825,0.27307412,-0.0230203,0.037220098,0.15357397,0.31566355,0.048235636
1.3462731,0.683382,0.1052512,0.28179953,0.3564612,0.6265275,0.17472337
0.89215267,0.42035007,0.009268126,0.11324108,0.2443659,0.4433823,0.10256153
1.4058802,0.708157,0.08892883,0.2680715,0.3629296,0.67651594,0.17324506
0.49683303,0.27542797,-0.029319493,0.03560052,0.15128429,0.31216237,0.043114353
1.0449831,0.5125065,0.049738996,0.1849517,0.27841017,0.4911611,0.12602404
2.4007277,1.2560322,0.2326239,0.5702232,0.64253366,1.1206393,0.34792617
0.47602493,0.2765655,-0.020507315,0.0058279764,0.1758559,0.32960945,0.047140505
0.42230356,0.19616745,-0.01224819,0.030436901,0.119828224,0.20118213,0.039866786
0.46478128,0.33881333,-0.02588247,0.029969545,0.17053819,0.3702357,0.07647824
0.5612463,0.29386404,-0.030285774,0.050604805,0.17129706,0.33441064,0.064670146
1.3053648,0.653324,0.08080784,0.24770218,0.3476316,0.6022064,0.15669197
0.46970135,0.41602975,-0.02931966,0.053518638,0.23234339,0.47197524,0.103887856
0.73935884,0.35260615,0.01596709,0.09583638,0.2025803,0.35129434,0.08366445
0.509003,0.2990488,-0.020697651,0.05295045,0.15923719,0.33755416,0.0940865
0.8547471,0.46118087,0.020962868,0.12253754,0.23982966,0.4807452,0.117050335
0.70017034,0.7038352,0.084759824,0.10599522,0.4764659,0.79070634,0.27186665
0.74038553,0.37468025,-0.01011879,0.09899418,0.20764638,0.4091903,0.05683891
1.2817378,0.6468912,0.0776588,0.24564818,0.33324304,0.60830873,0.16281095
0.52191025,0.30776995,-0.026506184,0.04150653,0.19631396,0.34456807,0.06376508
0.36898082,0.24598362,-0.022979038,0.018161248,0.14209916,0.307292,0.05796792
0.49354422,0.29077992,-0.023430688,0.0024692127,0.16405275,0.3339385,0.03638692
0.8554963,0.40870792,0.013093248,0.1265176,0.22568922,0.39516464,0.0931775
1.2645396,0.6277801,0.06975745,0.2339239,0.32975957,0.599871,0.14909147
1.0337522,0.5271931,0.0065257736,0.16654018,0.28682977,0.5449491,0.13622843
0.4522987,0.24482758,-0.016989646,0.03366846,0.14860778,0.28019282,0.045687284
0.5874823,0.29875198,-0.023862192,0.0537126,0.17948842,0.35298234,0.045224357
0.42616445,0.2667705,-0.046181403,0.031416997,0.15024896,0.31317925,0.058821816
0.5023955,0.3033429,-0.03290382,0.029912522,0.169311,0.35883358,0.04545896
1.0904092,0.54860383,0.04653776,0.18426976,0.28825092,0.51685804,0.12542604
0.8424215,0.39533463,0.013797869,0.12623441,0.2254592,0.38071853,0.09298962
0.6031005,0.29008126,-0.00994586,0.04936509,0.17730725,0.3160276,0.05524918
0.45490998,0.29767916,-0.012780746,0.022806635,0.18926392,0.3298361,0.056147236
0.4316284,0.20254448,-0.01482535,0.019112619,0.13221473,0.22703888,0.043123756
0.6946504,0.50548786,-0.020495573,0.023363745,0.2808085,0.54531974,0.082130566
1.9816273,1.014754,0.23216173,0.513997,0.5408332,0.8903043,0.28846163
0.45710647,0.21102782,-0.01617943,0.032899253,0.13627505,0.23551452,0.048315573
0.41266203,0.19158374,-0.021755053,0.004291743,0.12268491,0.21109694,0.032002944
0.4429317,0.3196449,-0.049144372,0.028899977,0.18120384,0.38600865,0.06465337
0.41604418,0.22209771,-0.016389789,0.031392887,0.13338606,0.24038264,0.049493466
1.0775397,0.5234063,0.06240508,0.18554045,0.2845736,0.5088847,0.13984612
0.44903588,0.2450156,-0.027147988,0.015597317,0.13339956,0.284821,0.036037367
0.42605382,0.21815152,-0.027241902,0.014068497,0.12787016,0.25419956,0.03666831
0.5244373,0.3068639,-0.01616632,0.022492321,0.17193332,0.3393048,0.048089404
0.5214021,0.44252905,0.016798822,0.07566595,0.30774656,0.49747455,0.15023883
0.5391181,0.25464475,-0.031850114,0.0359668,0.14646493,0.25805187,0.037930306
0.5238321,0.2930179,-0.026908351,0.04494585,0.18560396,0.3616692,0.040945616
0.574776,0.32096896,-0.020367118,0.032014318,0.17671795,0.37069938,0.051797386
0.5886245,0.28776693,-0.027335996,0.05055985,0.15869573,0.3076564,0.056364637
0.43162644,0.24519427,-0.03942173,0.006327862,0.13666123,0.27447766,0.030121293
0.6744668,0.5099154,-0.015168646,0.0054270662,0.2804186,0.5847904,0.095129415
0.4117216,0.22365293,-0.033105485,0.018589232,0.14739516,0.2572314,0.047286298
0.8318676,0.41791853,0.032497756,0.14820616,0.23593202,0.38972396,0.10834138
0.48754966,0.30133778,-0.02852047,0.013507064,0.17340033,0.3783122,0.04409961
0.49381077,0.34141007,-0.00563946,0.0063716043,0.211456,0.39321485,0.070776135
0.5642056,0.28284296,-0.023596948,0.024980461,0.16974618,0.30299598,0.043444183
0.6625244,0.43455738,-0.03791441,0.023339072,0.22322808,0.45009932,0.07424988
0.54147094,0.37840357,-0.022536946,0.019151174,0.23798953,0.45981893,0.07278669
0.4281711,0.20559631,-0.014294853,0.028998135,0.12319723,0.23596686,0.05545659
0.86399734,0.4234232,0.028075892,0.124992475,0.23000325,0.42896897,0.09663218
0.49625742,0.25235423,-0.03223206,0.035979606,0.15198402,0.2919211,0.03654703
0.4898457,0.33700433,-0.008105952,0.05700688,0.22096124,0.39327502,0.08182675
0.5996908,0.25674456,-0.0042679664,0.053245276,0.15865867,0.27502528,0.062902704
0.7241591,0.33827305,0.004365392,0.08275187,0.19477186,0.33658165,0.07328512
0.45954454,0.47543663,0.031789336,0.11073874,0.27225175,0.5399986,0.2122705
0.38573873,0.40956378,-0.001968868,0.072975785,0.21188322,0.43514213,0.16483165
0.46150064,0.30034053,-0.02296765,0.013354665,0.17674585,0.34304252,0.048263263
0.7904281,0.4579521,-0.0029366352,0.09922083,0.23814076,0.4960882,0.09452382
0.5341308,0.33929718,-0.012019591,0.018610744,0.1936727,0.37250525,0.049702693
0.5732237,0.30012175,-0.012071682,0.029792743,0.17824581,0.33892724,0.04469419
0.4272483,0.2977784,-0.016744504,0.008721592,0.18168904,0.35277247,0.04514547
0.38995665,0.26326022,-0.046766818,0.008531218,0.13644722,0.30530113,0.06270212
0.58558345,0.3508904,-0.012718232,0.03814613,0.19452128,0.3958384,0.043392662
0.50782794,0.3110076,-0.023198674,0.0415347,0.22326516,0.3725356,0.04946128
0.60790247,0.31473503,-0.014757911,0.04402893,0.17628644,0.37028193,0.043944422
0.4115526,0.1970669,-0.022375176,0.025436448,0.122436866,0.2067578,0.03973156
0.49223495,0.2719257,-0.021217218,0.022449067,0.15846378,0.29189792,0.042081032
0.7201428,0.3364846,-0.0011953786,0.0801212,0.1936839,0.35993755,0.07601358
0.4894097,0.28616887,-0.02485353,0.015600452,0.16022532,0.32848248,0.045327988
0.4277261,0.3595976,0.005256137,0.058878638,0.19279231,0.40692377,0.1191151
0.89849836,0.4221928,0.017954387,0.12333065,0.24027279,0.44200385,0.09986332
0.39079756,0.2046517,-0.018431535,0.019543188,0.13056831,0.2443952,0.04987112
0.53170943,0.28701764,-0.009448174,0.040936552,0.16867791,0.33417138,0.046730872
0.38480783,0.25092247,-0.006328361,0.01814097,0.16894601,0.28408065,0.04616179
0.8932358,0.41719177,0.028653357,0.12849666,0.22903974,0.40407646,0.09357086
0.63198894,0.26944682,0.010750377,0.07214406,0.16873574,0.27570796,0.068993956
0.43246353,0.22588491,-0.034824148,0.02354079,0.13850032,0.25443962,0.04571041
0.6427748,0.46541554,-0.023227492,0.011414228,0.30262452,0.5513246,0.10265121
0.94386005,0.44819397,0.036896,0.1620647,0.24602176,0.40690118,0.10320535
0.4311275,0.2590025,-0.030888522,0.02112256,0.12941325,0.26605788,0.042771544
0.53215045,0.2758667,-0.02199495,0.035440005,0.176826,0.32699737,0.04536965
0.90473735,0.6820074,0.026573967,0.072935976,0.42231965,0.7704304,0.16506816
0.6801601,0.3828619,-0.023719335,0.047377855,0.19905901,0.43013036,0.07049747
0.2975977,0.26959917,-0.0065801237,0.04384263,0.14496595,0.30281594,0.113772124
0.5305665,0.2434401,-0.014682965,0.025669856,0.15219784,0.27508923,0.038384784
0.7358489,0.44756657,-0.009703245,0.058823742,0.2522473,0.50764585,0.07767773
0.64605695,0.44361874,-0.012712339,0.031965427,0.27202535,0.4902326,0.07812144
1.0437502,0.5009201,0.049521126,0.16468488,0.27847284,0.49562472,0.12669209
0.9920209,0.5026421,0.056288265,0.17264833,0.26865095,0.4771923,0.12964799
0.81932145,0.3808333,0.026075944,0.10336069,0.2200109,0.39371213,0.10232665
0.70910525,0.38312358,-0.024693301,0.065392695,0.20538147,0.43135202,0.07410447
1.2326182,0.6620205,0.11529641,0.24111238,0.37735495,0.62574977,0.19350082
0.67257786,0.31181073,-0.0034865085,0.06879117,0.18551794,0.3201715,0.06977558
0.70501196,0.3405514,-0.022066323,0.06734265,0.18725766,0.3737916,0.06853138
0.49121493,0.21876453,-0.020224603,0.042972744,0.13944426,0.22610646,0.05390587
0.44297618,0.2619584,-0.037739016,0.0126355775,0.13624144,0.30941182,0.03762834
0.39313436,0.22608571,-0.004096845,0.018399207,0.153921,0.2649445,0.04893296
0.49913043,0.32556954,-0.053258978,0.037876025,0.17772415,0.37599373,0.054559525
0.48607695,0.2470745,-0.022749534,0.024508627,0.15229826,0.28633687,0.039391484
0.39341307,0.20810795,-0.030005293,0.027706271,0.13551244,0.23937145,0.043138977
0.40474743,0.25006038,-0.035306692,0.012883469,0.14330946,0.3011116,0.04290614
0.7638189,0.3746274,0.026690142,0.096496664,0.20651,0.37473145,0.07460648
1.2253925,0.60305613,0.07396089,0.21632376,0.31366694,0.5737363,0.14326483
0.63805664,0.3289706,-0.017116224,0.053834528,0.17623028,0.350521,0.052090246
0.33984637,0.15268742,-0.028906131,-0.00047452562,0.105651975,0.1860962,0.03286383
0.39065337,0.22991793,-0.029609432,0.017165374,0.14015189,0.27588606,0.052621584
0.52697855,0.27664906,-0.028833697,0.034512267,0.14949006,0.32715008,0.050137173
0.55911297,0.34858707,-0.04452108,0.03411746,0.17405976,0.3880643,0.04629833
0.41006076,0.19843894,-0.018962795,0.015386257,0.13677967,0.24299124,0.04862899
0.46617502,0.3366619,-0.047353625,0.026175452,0.18584998,0.4005863,0.060043868
0.59945613,0.4280707,-0.0152078215,0.017865077,0.23906672,0.493312,0.056246113
1.1947911,0.5907127,0.058087476,0.20941027,0.3115471,0.54587555,0.14163482
1.007733,0.48324713,0.05481486,0.18023096,0.26667446,0.4469196,0.11392136
0.5001559,0.29409087,-0.02036499,0.009398207,0.17083652,0.33344173,0.038123872
0.66239613,0.29233882,-0.0074394196,0.056965575,0.17541604,0.2939964,0.05569214
0.34872785,0.24256895,-0.047040902,0.008669771,0.1307535,0.28804755,0.0650624
0.46295512,0.22054088,-0.02902068,0.03669429,0.13861555,0.2437683,0.05846415
0.3857656,0.30836493,0.023505025,0.05536007,0.2001273,0.3628954,0.10347246
0.53366494,0.36490062,-0.01295309,0.013706936,0.173857,0.36940545,0.08349496
0.44985998,0.25793606,-0.038614757,0.012840249,0.1535146,0.3000637,0.042402867
0.7945742,0.4679236,-0.013753062,0.05794084,0.25845793,0.5125795,0.06692521
0.5862997,0.40021145,-0.021639066,0.031956248,0.2364335,0.45451626,0.076126635
1.1150284,0.54750603,0.06589633,0.18785048,0.28855336,0.5176778,0.1275218
0.44220436,0.27239513,-0.020996524,-0.001638541,0.17297012,0.345887,0.040571984
0.374291,0.16794635,-0.022535233,0.012029197,0.108336985,0.19352414,0.03900793
0.86508006,0.3956445,0.026661314,0.13206431,0.22605827,0.37021917,0.099343345
0.6473047,0.3450025,-0.013187347,0.049493417,0.19800378,0.38597625,0.052781526
0.50528616,0.28392658,-0.0194456,0.041225143,0.17254017,0.329905,0.049063418
0.4542629,0.28477114,-0.027045825,0.052214324,0.16663116,0.31106994,0.07919973
0.39041656,0.2956921,-0.04969859,0.051383086,0.16983998,0.33128116,0.099258125
0.6155603,0.29759443,-0.020948501,0.05372043,0.16887887,0.33720034,0.05580334
0.9989886,0.53932524,0.019661674,0.114106104,0.28749645,0.5763585,0.09467998
0.37635756,0.2741084,0.00025828741,0.018519584,0.18732223,0.33409902,0.070413575
0.4709065,0.28503987,-0.022038097,0.029546188,0.15459166,0.33573022,0.042503845
0.4264509,0.2776303,-0.009366775,-0.0050288294,0.18354121,0.32827264,0.050773468
0.47879362,0.24792127,-0.023018492,0.04256761,0.14285943,0.2631247,0.053193625
0.41943824,0.27046263,-0.011788825,0.0042311465,0.1768395,0.31986174,0.04181635
1.0820401,0.5470045,0.033646688,0.1407468,0.2974479,0.58059275,0.115659595
0.4387322,0.27758384,-0.005232293,-0.008604245,0.18592143,0.3473505,0.05101924
0.5764525,0.23947944,-0.00036864541,0.05484815,0.15370503,0.24132177,0.06166048
0.37923598,0.19014452,-0.028484112,-0.0033321981,0.10983366,0.22424553,0.03375875
0.3584283,0.14918661,-0.025452817,0.008516099,0.104643896,0.17042322,0.03602056
0.38402474,0.16073193,-0.02063982,0.017154975,0.11498709,0.1850407,0.045544643
0.45467055,0.31712702,-0.027835539,0.016599394,0.16777143,0.37815347,0.053540733
0.6950646,0.53406286,-0.0051114354,0.023365105,0.3119158,0.58728355,0.07976358
1.0028027,0.48229647,0.036391214,0.16899048,0.2581944,0.4384489,0.10879843
0.49559826,0.25542653,-0.02212731,0.027040036,0.14257091,0.30245748,0.04902831
0.55572975,0.29846808,-0.015477119,0.032884173,0.18198764,0.34239587,0.038878184
0.49086642,0.2537594,-0.023845771,0.042136088,0.16308683,0.30016994,0.04954188
1.2031624,0.6257934,0.07398484,0.22747254,0.31547648,0.5804883,0.16715005
0.52204204,0.34821686,-0.0122724455,0.008326272,0.21207675,0.422815,0.057295386
0.5511156,0.33172762,-0.010763332,0.031423442,0.19799384,0.38733876,0.057420593
0.6177185,0.47663632,0.00012965314,0.0474689,0.27162248,0.52982455,0.11110692
0.66290975,0.3302323,-0.014156541,0.06540972,0.18533565,0.3711307,0.061157037
0.45535707,0.23871656,-0.026168825,0.012422491,0.14185478,0.2849093,0.03695229
0.5190365,0.2154978,-0.0120336395,0.035078682,0.14341389,0.23714834,0.052715916
0.7859474,0.58944994,0.027089093,0.086069144,0.38904414,0.68477386,0.1609709
0.459848,0.25349247,-0.022108791,0.025757344,0.1451684,0.27766123,0.041062955
1.2243108,0.602268,0.042500805,0.18143208,0.30583498,0.5755836,0.12753797
0.96895134,0.49916145,0.011983045,0.12868856,0.2754087,0.5183932,0.09451766
0.4519186,0.28453085,-0.017393561,0.035834692,0.15678701,0.3329137,0.074193805
0.37924916,0.1993077,-0.020954063,0.00054376107,0.12764275,0.23982173,0.047915105
0.5402754,0.37037703,-0.005082106,0.040682793,0.21437879,0.4198842,0.06970726
0.41446066,0.24839182,-0.028975448,0.0003612563,0.16355127,0.30012408,0.04233135
0.43223077,0.268097,-0.03407049,0.024306083,0.1373664,0.2732473,0.049967635
0.46997362,0.26564625,-0.03267709,0.032622382,0.1555791,0.29223123,0.043004055
