size_D,duration_D,har,dba,ifc,t01,t03,t13,t14,Generated_Var_9,Generated_Var_12,effort_D
0.14841361,0.17567658,0.73532724,0.897929,0.9378971,0.47062325,0.06812697,0.2253684,0.7392574,0.14702794,0.45296136,0.083265565
0.593873,0.58901393,0.994853,1.1836976,0.93804157,1.0806038,0.4727628,0.37572217,0.4750984,-0.17104062,0.21286076,0.38072604
0.5257876,0.18983181,0.82090133,1.2595341,0.28138772,1.2009106,0.7216183,0.35014462,0.6651263,0.35425255,0.65886605,0.11881865
0.1990349,0.08037677,0.5537399,0.9138615,0.5162635,0.7188577,0.44117174,0.27184552,0.74165046,0.50946397,0.68720627,-0.053450853
0.43327165,0.36167789,0.88416237,0.96410865,0.83190346,0.727835,0.18185742,0.254299,0.44893295,-0.12640274,0.23529446,0.26454535
0.83859015,0.620046,1.0196168,1.3155665,0.6164157,1.4375427,0.61491877,0.44334674,0.41019374,-0.028684191,0.29386628,0.44756785
0.20604739,0.26761317,0.6794112,0.8002773,0.80600154,0.48986602,0.16464344,0.26359254,0.5916013,0.094593436,0.32693073,0.11585923
0.2396336,0.24217546,0.6583438,0.78138685,0.71134245,0.52715087,0.21634139,0.257082,0.5363446,0.064113446,0.30369413,0.11980533
0.35747963,0.23197365,0.6464724,0.8312662,0.505566,0.6777872,0.33077186,0.25542384,0.44614676,0.035780944,0.28632313,0.15294251
0.19044915,0.14858794,0.64455473,0.8198692,0.7167206,0.50194937,0.21581127,0.24001306,0.61574763,0.1581369,0.41378635,0.07139866
0.64469314,0.27891076,0.91249555,1.4209907,0.36859298,1.4875387,0.8514512,0.36657673,0.7462611,0.33828688,0.7023635,0.16887262
0.49949095,0.054222517,0.8032371,1.3936772,0.1948399,1.3191359,0.90356326,0.35099784,0.860773,0.5758126,0.9239545,-0.02916386
0.6287106,0.5967173,1.0810046,1.271255,1.0186272,1.0643431,0.36896673,0.3546785,0.536675,-0.22485325,0.2254143,0.42403236
0.1901533,0.19853297,0.61406404,0.7950458,0.69667435,0.53521,0.24997951,0.25657305,0.60653436,0.15687211,0.38043296,0.050461512
0.17903334,0.28518683,0.905538,1.0564191,1.167766,0.5955608,-0.1309305,0.20062566,0.89149064,0.051228505,0.49715456,0.12791753
0.2354694,0.30989653,1.0195206,1.1899096,1.3564996,0.6889298,-0.1288792,0.03371939,0.88176936,-0.036682874,0.4679032,0.1423831
0.17898601,0.18857148,0.63140285,0.7915247,0.7363366,0.49170852,0.20421723,0.24504137,0.60883754,0.16027343,0.3854828,0.06760489
0.17034195,0.10207823,0.7204881,0.889549,0.78560305,0.5301392,0.15296635,0.17781714,0.7544081,0.17783397,0.52216315,0.030017462
0.33945724,0.38230172,1.2035887,1.3603244,1.6086364,0.6546234,-0.12674266,0.14370063,1.0031979,-0.13211545,0.52622986,0.26734194
0.29955798,0.39329872,1.1468283,1.2972478,1.4961541,0.69884956,-0.10084295,0.13519931,0.9700177,-0.11672806,0.48029745,0.23363185
0.32285267,0.07483917,0.6158727,0.9947851,0.3103166,0.8765625,0.5837642,0.27292332,0.6592123,0.37420407,0.62878776,0.0005272003
0.16019896,0.19049108,0.7250612,0.88974935,0.87681055,0.52424127,0.04618708,0.19981518,0.7405385,0.1550486,0.44398797,0.057914786
0.20266709,0.24358836,0.74642646,0.8549327,0.9387543,0.44367203,0.10382208,0.24729905,0.6777317,0.07393976,0.38872564,0.11940535
0.18918839,0.14481743,0.5911461,0.80226165,0.62519765,0.55247945,0.29333624,0.23716402,0.6047379,0.23391275,0.45409864,0.058089472
0.73390067,0.17138453,1.0481077,1.6709596,0.15015791,1.6828883,0.99987316,0.48255658,0.8239328,0.55404675,0.9428284,0.13078384
0.17575952,0.28962415,1.0116967,1.290735,1.3722924,0.7467958,-0.19113207,0.19752207,1.111137,0.17998625,0.67165685,0.09665161
0.39130133,0.3787152,0.96300805,1.0938758,1.1050907,0.6695525,0.13976398,0.22409701,0.6583252,-0.12087247,0.32885575,0.27243793
0.19461052,0.2299926,0.62907785,0.75931466,0.7499734,0.47530785,0.20566842,0.25961044,0.57931656,0.12891051,0.34669536,0.09040606
0.22401722,0.24186265,0.74859,0.88770825,0.91680396,0.47369102,0.12547188,0.24758849,0.6732076,0.08060734,0.39713186,0.1244888
0.19506109,0.22814554,0.6577475,0.8248585,0.775264,0.5178418,0.18617369,0.251421,0.61864597,0.107068025,0.35457894,0.086696394
0.25795975,0.2695369,0.82052547,0.94789165,0.9857224,0.51293087,0.14243232,0.24417478,0.6879981,0.041366275,0.3985274,0.14743912
0.46645784,0.3541641,0.7823766,0.93982184,0.6531198,0.801505,0.35033816,0.30590975,0.41825542,-0.050500438,0.24981177,0.26361388
0.2446771,0.3059005,0.7280249,0.92302316,0.81050014,0.7236792,0.21327853,0.25343597,0.6420758,0.15375641,0.36639255,0.097991504
0.5106964,0.3539517,0.7411141,0.91993904,0.5209192,0.8926088,0.40829846,0.30545703,0.36744708,-0.030428976,0.24197654,0.2751893
0.49303028,0.35385534,0.77157795,0.9155117,0.58490616,0.8462009,0.3688546,0.31104234,0.3856787,-0.036706373,0.24412644,0.26233873
0.24800643,0.21653265,0.6176248,0.7903851,0.6157844,0.60097754,0.3034399,0.25098094,0.5546538,0.1506035,0.36821258,0.07326052
0.2292135,0.1426196,0.56713027,0.87093174,0.5131304,0.73641515,0.4228852,0.25644538,0.64051044,0.34377137,0.52218354,0.003756864
0.15809847,0.043973282,0.5889057,0.9404857,0.5791205,0.7385612,0.34699464,0.25999963,0.8503715,0.54964346,0.76392114,-0.092065856
0.3936981,0.5410198,1.2012371,1.4386604,1.5246418,0.9448838,0.036115684,0.16682467,0.8866224,-0.07710059,0.4671991,0.29999498
0.5153225,0.35764515,0.79476714,0.95804065,0.56177133,0.88727516,0.37526965,0.29806134,0.3935084,-0.0518174,0.23243204,0.28050026
0.6984519,0.5395271,0.9273833,1.1359413,0.66786516,1.1871982,0.49582088,0.405612,0.3546986,-0.08181921,0.22435756,0.40593228
0.41936475,0.45801255,0.99253637,1.0841373,1.1345216,0.74511725,0.11022709,0.23555093,0.62227917,-0.17720814,0.28748673,0.2906058
0.22113393,0.24648553,0.8062266,0.9462032,0.9568815,0.52291346,0.1169534,0.22720167,0.69921017,0.057325307,0.39707965,0.13391715
0.31210268,0.113225296,0.62727726,1.0776668,0.38919276,0.9637949,0.5935107,0.28893,0.75673944,0.4777395,0.71280575,-0.047647662
0.29798013,0.37585703,0.87617534,1.0211858,1.0571201,0.6505022,0.06691049,0.19205096,0.62982255,-0.06442589,0.31985456,0.21741787
0.21219963,0.07405285,0.5652956,0.8125238,0.46155024,0.59164053,0.35511926,0.2691486,0.5971054,0.30855268,0.52863944,0.005295801
0.29740348,-0.010016812,0.62105477,1.0606412,0.29355845,0.9677948,0.637024,0.27553272,0.8086883,0.50034285,0.7875271,-0.09272387
0.3576603,-0.0053054225,0.6951802,1.070856,0.2785098,0.88473725,0.58102584,0.30166912,0.6905878,0.42127803,0.72634363,-0.037497982
0.30577227,0.4414668,1.1072135,1.273884,1.4978855,0.72040826,-0.13595763,0.13635802,0.86690336,-0.16224086,0.4360721,0.29051706
0.23674859,0.35292032,0.9059383,1.0461298,1.16998,0.6113076,-0.02759749,0.19221626,0.7501186,-0.02658177,0.38838896,0.19619095
0.19756109,0.18259627,0.5768155,0.9007999,0.6365833,0.71871144,0.37472418,0.27666962,0.73112935,0.39264184,0.57333076,-0.008865488
0.54787743,0.57024795,1.0180976,1.1339704,1.1094409,0.9539716,0.20308517,0.301849,0.47410515,-0.25332516,0.20507848,0.42267296
0.17680308,0.03846422,0.55855495,0.9104092,0.5167585,0.67840993,0.41495296,0.2641787,0.75897604,0.51524305,0.71448314,-0.065410025
0.27195662,0.28713644,0.6919853,0.806995,0.7528182,0.542063,0.22952545,0.27204993,0.5508305,0.05442083,0.30659962,0.1421637
0.27836502,0.3210688,1.1092899,1.2373017,1.4890711,0.57273686,-0.1173376,0.13770908,0.9839772,-0.054755583,0.5219576,0.18720183
0.2665268,0.28560773,0.95332116,1.0589491,1.1834328,0.52994007,0.039736412,0.20530815,0.8108658,-0.017695341,0.44654858,0.16862282
0.26543558,0.33152816,0.9668763,1.125051,1.2591839,0.6056309,-0.045503117,0.17472965,0.8184592,-0.05937399,0.42286605,0.21207073
0.23515962,0.21759248,0.6139198,0.7960051,0.62867975,0.6195985,0.305479,0.23343626,0.5777212,0.17254785,0.38339227,0.06031868
0.22241053,0.27534705,0.6130568,0.793708,0.6927407,0.601929,0.22994381,0.24872199,0.57997996,0.13839838,0.32803008,0.09484201
0.22010253,0.2744955,0.8818799,1.0204886,1.037594,0.5922296,0.045123912,0.23638946,0.795506,0.0062164827,0.4263907,0.13816762
0.21275775,0.23078972,0.7788878,0.90256673,0.951828,0.4724847,0.1232612,0.23205233,0.6840166,0.0625228,0.40032864,0.12547418
0.19529408,-0.045889247,0.5798463,0.9547094,0.41655254,0.7347397,0.46535242,0.27246764,0.7843394,0.5479448,0.80280447,-0.103393815
0.58864665,0.35267815,0.83089495,1.1644869,0.427716,1.2224705,0.6159754,0.358353,0.52476,0.14779642,0.4302424,0.23968585
0.20758872,0.24604046,0.8328494,0.9529864,1.0672354,0.45564574,0.0531416,0.22882095,0.770809,0.06077493,0.44613236,0.12629794
0.19082414,0.14319327,0.5673146,0.7680226,0.5957654,0.5376301,0.28648126,0.24113333,0.59954125,0.23862138,0.44768924,0.030433329
0.2695565,0.31421947,0.8738624,1.0107679,1.0984269,0.53728193,0.05801379,0.21750695,0.71026194,-0.055876266,0.37806457,0.19970694
0.43169168,0.5590031,1.2893158,1.4602283,1.6696528,0.85290104,-0.05162971,0.15748695,0.8925358,-0.29454067,0.4278289,0.41287997
0.98306453,0.7402958,1.2024125,1.518899,0.77966857,1.700064,0.72425133,0.57921,0.37741083,-0.046210635,0.31354445,0.57284504
0.18105185,0.019887136,0.5596247,0.9226007,0.4778856,0.73346585,0.42266697,0.25525257,0.7753832,0.48995927,0.72157824,-0.08411403
0.2759825,0.2742018,0.68906635,0.8296006,0.7015281,0.61095935,0.3015401,0.25149053,0.5236479,0.06993858,0.32156467,0.13265043
0.3715909,-0.014000466,0.6510857,1.1012585,0.18571413,1.0157847,0.68534243,0.30384028,0.75464916,0.51374495,0.81890285,-0.08351486
0.89875984,0.68536603,1.1330752,1.3579003,0.79574955,1.3980832,0.501468,0.4937824,0.3560245,-0.1312506,0.22045822,0.5258343
0.15638383,0.1624558,0.7492958,0.8810422,0.9274622,0.46338013,0.045976408,0.19064748,0.7656203,0.13377993,0.47290462,0.05633244
0.59994054,0.46976456,0.87104183,1.0610046,0.66498864,1.0483717,0.47348452,0.3633455,0.39980346,-0.050193295,0.23274636,0.35833636
0.4793402,0.40601927,0.8654368,0.96596354,0.7177038,0.87225497,0.35442257,0.3262669,0.41777554,-0.08981826,0.20170589,0.2759147
0.17573392,0.08554652,0.5801493,0.85922164,0.5753019,0.63384473,0.31742477,0.20599556,0.66686964,0.28678033,0.5083288,-0.01018867
0.12176064,0.159834,0.8360452,1.041614,1.0760149,0.6240685,-0.09822326,0.17026523,0.9768922,0.2535929,0.6452302,0.020573262
0.71684813,0.33409074,1.0106081,1.4741098,0.3916418,1.5735669,0.8196865,0.41133726,0.6925111,0.22405486,0.57129645,0.22899881
0.25395322,0.30967617,0.8727793,1.0022564,1.1461748,0.52381396,0.0018799161,0.17810345,0.7446145,-0.04458317,0.37404817,0.1789012
0.59242773,0.41267747,0.84341323,1.0182662,0.5937592,0.9919733,0.43432504,0.35754496,0.3943205,-0.05052925,0.24995944,0.3350853
0.40377402,0.29622173,0.74564147,0.9333491,0.57676375,0.7820312,0.35971898,0.26277167,0.4771108,0.031781882,0.2904935,0.17383364
0.35644436,0.5222245,1.3989764,1.5831567,1.9730887,0.8070962,-0.29067442,0.054460257,1.1254228,-0.22453326,0.57472885,0.31866542
0.4859965,0.42952323,0.7967189,0.91367483,0.70848346,0.83238757,0.36228222,0.31775805,0.40594333,-0.048671,0.21193357,0.28881755
0.2320397,0.072880775,0.6022404,0.94469565,0.48271632,0.76337653,0.4700323,0.25726974,0.705895,0.3812716,0.624656,-0.05150737
0.26633435,-0.08185201,0.6578061,1.0785384,0.31596047,0.8339476,0.5753298,0.30437922,0.81191385,0.5917766,0.89649683,-0.09661984
0.097284555,0.10286069,0.8378742,1.0694557,1.0919939,0.57694244,-0.05054834,0.18163595,0.9736092,0.28966886,0.6812975,0.013957853
0.4939039,0.10919942,0.782298,1.2707721,0.22470263,1.239133,0.79887956,0.3265326,0.7658496,0.4585035,0.7793785,0.0115159275
0.29139477,0.39940464,1.1290866,1.2594032,1.5347193,0.6247408,-0.13364087,0.14940473,0.92419094,-0.12696515,0.48228398,0.25254908
0.23617256,0.25550747,1.000163,1.150554,1.323741,0.5111524,-0.05166895,0.18528329,0.9261947,0.018068574,0.5179011,0.1616435
0.30640715,0.3034612,0.6804265,0.7867805,0.7093009,0.56574476,0.2339406,0.26472566,0.4802532,0.0035619303,0.2539031,0.18267782
0.8461919,0.66286534,1.1163245,1.4187328,0.80009556,1.4746447,0.63337183,0.47817725,0.43535227,-0.07389426,0.29236487,0.51627845
0.28682184,0.17083584,0.6154979,0.80829275,0.47770634,0.6510197,0.34192473,0.26198396,0.49127814,0.10650031,0.32755136,0.09695455
0.2692833,0.40927258,1.0638914,1.2019444,1.4290432,0.64368725,-0.119992025,0.166603,0.8613025,-0.13115358,0.4438468,0.25138402
0.5260436,0.4308399,0.92525476,1.0774199,0.8250587,0.91809475,0.39548773,0.33296338,0.50176924,-0.08660201,0.2567146,0.28247675
0.24636304,0.31622246,0.8286324,0.9582093,1.0615329,0.51871604,0.044022825,0.19723931,0.6876108,-0.024984151,0.34952596,0.19277026
0.1787042,0.23977044,0.7019639,0.8448089,0.87766016,0.4855854,0.12078235,0.24962051,0.66161263,0.11688179,0.3868121,0.11084639
0.24723592,0.2855226,0.84497577,0.96713996,1.0360646,0.5297264,0.068753324,0.20847252,0.7010511,-0.051926862,0.36752802,0.17081669
0.37365317,0.31700453,0.77178943,0.8723885,0.7435547,0.63009846,0.23147556,0.25963622,0.49295697,-0.04630758,0.26247954,0.2209619
0.23079425,0.19448584,1.0582035,1.2320709,1.4036208,0.5610545,-0.13995408,0.08461555,0.97711426,0.026961572,0.58596784,0.11582855
0.16206205,0.0042784996,0.55384207,0.87390614,0.4960639,0.64264494,0.3705438,0.25413436,0.7433704,0.47771966,0.70231664,-0.07577523
0.22579911,0.12369715,0.6223077,0.9679002,0.574255,0.7301604,0.35753253,0.23352677,0.7097717,0.36913508,0.5775273,-0.009913922
0.11421758,0.09775776,0.636589,0.854781,0.7657906,0.5684314,0.09850301,0.19802332,0.7889516,0.31896642,0.5792026,-0.011087508
0.18803816,0.25581783,0.7237202,0.86107475,0.8926704,0.48503745,0.0827979,0.24353117,0.6598302,0.08257891,0.3651548,0.12601516
0.16459239,0.13929757,0.7655608,0.9208806,0.9119861,0.49176434,0.10868026,0.19609499,0.77502656,0.16472335,0.5159084,0.05009548
0.45531255,0.033906184,0.7379795,1.2282106,0.12628865,1.1664745,0.76722705,0.3542225,0.7373135,0.46005654,0.7780777,-0.00092955586
0.2875809,0.372598,1.1172805,1.2599348,1.4666606,0.65187603,-0.09482348,0.16756192,0.92081624,-0.09739832,0.4959041,0.22990665
0.41462874,0.33908805,0.7383703,0.86502886,0.6081021,0.77778435,0.3510446,0.28787902,0.44123936,0.0051613995,0.24441546,0.21806285
0.24076597,0.27189347,0.81915325,0.95280594,1.0159844,0.51737636,0.0816453,0.22713839,0.7133261,0.029019322,0.37649566,0.15988263
0.1433292,0.07858785,0.7247421,0.9467986,0.82971525,0.54814416,0.17358927,0.19711359,0.8049614,0.2646653,0.59029174,0.009423529
0.26491684,0.3293141,0.9329934,1.0279216,1.2123821,0.5199088,-0.00055663707,0.19856545,0.76018745,-0.07381493,0.4046365,0.19729157
0.5380018,0.42138174,0.80499,0.9370784,0.6213083,0.8828647,0.38137278,0.3237509,0.37375236,-0.09344123,0.19027597,0.30698502
0.12691915,-0.10529444,0.71300024,1.087706,0.6249831,0.8107146,0.23599672,0.21717149,1.0339402,0.6099272,0.92904073,-0.145407
0.3038343,0.40614325,0.8227776,0.9717618,0.9983324,0.6800861,0.18348555,0.22401077,0.6010257,-0.054407697,0.30446634,0.22493869
0.38399336,0.17491104,0.6763057,0.9731888,0.391808,0.87416863,0.5246096,0.28532588,0.5545339,0.23679258,0.4858784,0.09848637
0.47480932,0.06428733,0.75437087,1.2337704,0.19184376,1.1609889,0.76546663,0.31933293,0.7645255,0.5137433,0.83506346,-0.019480146
0.47646892,0.4692638,0.86516774,1.0387828,0.84666824,0.85091144,0.34513608,0.31290543,0.50591165,-0.13040963,0.22851303,0.29133382
0.19398034,0.1975859,0.7614388,0.9724362,0.9221207,0.5595224,0.09931893,0.19085833,0.72486055,0.12838899,0.44384074,0.0953949
0.5417894,-0.14140901,0.89167607,1.6071538,-0.011419371,1.524087,1.0928142,0.42277837,1.0705782,0.83947444,1.284215,-0.1668446
0.24587163,0.15266839,0.59625745,0.8153421,0.52199394,0.6617022,0.36610538,0.24117433,0.5710668,0.1922848,0.41919342,0.046155907
0.19604644,0.02683313,0.70480794,0.9038242,0.68376434,0.5045245,0.23019837,0.24624334,0.71966124,0.27997413,0.5902394,0.0045145396
0.2681777,0.26635593,0.76199794,0.8783859,0.8533081,0.5322703,0.18205202,0.24745089,0.60640186,0.025347969,0.34182936,0.14982499
0.17323604,0.19212745,0.6360682,0.78163576,0.7454145,0.47546232,0.1985874,0.2397818,0.61965704,0.14760362,0.3943526,0.07561836
0.25010252,0.16143033,0.8801022,1.016548,1.0282373,0.4950684,0.13004592,0.21720049,0.7693243,0.07707782,0.5051036,0.13537298
0.3251413,0.3141082,0.72636086,0.82420677,0.7638129,0.5835485,0.20566148,0.26501375,0.4888493,-0.023053082,0.2575598,0.20548606
0.2655295,0.29314312,0.6797741,0.7957479,0.7306386,0.5702918,0.22412644,0.2595892,0.54685163,0.07326311,0.29526103,0.13537052
0.38688734,0.19189955,0.6819489,0.9757803,0.38178346,0.8882187,0.5120896,0.29061466,0.55724645,0.21340185,0.46444023,0.09279563
0.32500565,0.29843807,0.8210669,0.92846936,0.871492,0.5916795,0.19014078,0.25523692,0.59767514,-0.013997008,0.33002463,0.19599813
0.11018751,0.021672165,0.64814764,1.01724,0.72931457,0.7935679,0.13906793,0.18172611,0.9648651,0.5548482,0.8108473,-0.11446478
0.26813236,0.14949827,0.925115,1.083593,1.0491642,0.5242979,0.058761586,0.20960686,0.7811833,0.07769252,0.48925132,0.13657111
0.27332902,0.13564865,0.6052068,0.94310045,0.45287365,0.8240281,0.5221534,0.26568142,0.63370585,0.33710575,0.5387002,0.011500318
0.19062594,0.19003363,0.5897707,0.8100475,0.6289166,0.62726074,0.26431695,0.22949693,0.6251239,0.23085096,0.41459548,0.03392014
0.1871981,0.24096876,0.6942642,0.8306662,0.8486576,0.4825899,0.12673406,0.22749248,0.6243004,0.089173645,0.35814697,0.10127854
0.19990551,0.09793344,0.5666272,0.7757601,0.50826037,0.54734,0.307626,0.25325167,0.57613546,0.2346132,0.44948298,0.025739174
0.13217905,0.028605605,0.7279948,1.0299897,0.724946,0.6889681,0.29445913,0.24854794,0.9278098,0.47728154,0.7652543,-0.084243
0.19370902,0.2854565,0.7011721,0.8717452,0.93286026,0.53163266,0.09778741,0.17878942,0.6187786,0.060270015,0.36993575,0.12546465
0.2801448,0.3019191,0.8500287,0.9540531,1.0256964,0.5144242,0.10488508,0.24037257,0.6952769,-0.0020432542,0.38160568,0.16969928
0.35615578,0.25505587,0.66130954,0.8441546,0.5389236,0.7277351,0.39490107,0.27014756,0.4974762,0.13510087,0.35345912,0.119127534
0.32005095,0.34406832,0.8491556,0.971642,0.9672452,0.6134162,0.18049067,0.23999433,0.6161106,-0.0813638,0.30536735,0.21125741
0.30503124,0.4738029,1.2232798,1.3518565,1.6672571,0.70270514,-0.20651035,0.15955752,0.9906992,-0.15683459,0.52061796,0.27614766
0.19137585,0.2525981,0.8238147,0.9574483,1.0136404,0.5056602,0.047096577,0.24991724,0.7763385,0.09299172,0.44766405,0.12423635
0.28170902,0.15632415,0.616247,0.8608927,0.4881555,0.728302,0.38280374,0.25016114,0.5452324,0.24818291,0.43694583,0.06685337
0.19435647,0.2643703,0.76769996,0.87706375,0.9594338,0.462832,0.057431784,0.22972935,0.6852788,0.051549725,0.3718514,0.12852268
0.24227464,0.23275068,0.7069497,0.856625,0.7890475,0.5349252,0.22663903,0.24484366,0.61707973,0.1034589,0.38494998,0.11578043
0.19626151,0.21319646,0.5904543,0.83786327,0.68239594,0.6228997,0.30544508,0.26629114,0.65630955,0.27350777,0.46434224,0.04213897
0.17572762,0.24878618,0.67151344,0.80938554,0.83094347,0.48882532,0.14303358,0.2616215,0.6359728,0.13593209,0.37110516,0.1022282
0.18940522,0.23660251,0.62355244,0.861122,0.75210905,0.5997262,0.25570518,0.27189946,0.678121,0.21882498,0.43465638,0.061359484
0.18289605,0.052314952,0.5459105,0.84815896,0.49907264,0.6406102,0.3830175,0.2523728,0.691582,0.40827027,0.622161,-0.054695167
0.331262,0.29279602,0.79796875,0.9019806,0.81850445,0.5963293,0.20374817,0.25314903,0.56292146,-0.0118284635,0.31401122,0.19093317
0.35136852,0.28295705,0.77697587,0.8443817,0.7450174,0.5881173,0.1766299,0.24828714,0.46210852,-0.07995601,0.24032035,0.20773804
0.656438,0.50966007,1.0753531,1.2336532,0.9809569,1.0525032,0.3089876,0.3365702,0.49163824,-0.1749087,0.2624404,0.44541016
0.2621275,0.36391664,1.0130643,1.1538253,1.3455435,0.63808775,-0.0834056,0.122679986,0.8283194,-0.085532844,0.42048603,0.20981076
0.13634683,0.17257132,0.74729323,0.91464424,0.9139068,0.5482524,-0.016178839,0.18936114,0.8178047,0.19007288,0.5100374,0.036916178
0.23582025,0.2662733,0.7088937,0.8345918,0.8299608,0.5201684,0.1751357,0.25106004,0.59736127,0.028817844,0.32775813,0.12666713
0.23506206,0.35571426,0.7971487,0.97113806,1.0207335,0.6375778,0.12899849,0.22621325,0.67822486,0.058729675,0.3721612,0.16341835
0.2052254,0.27578068,0.665499,0.82904285,0.7776911,0.5673385,0.18483122,0.2766094,0.6227802,0.15129822,0.35765922,0.10013605
0.20015958,0.2711408,0.73033243,0.84841335,0.87335014,0.511382,0.09782293,0.24827221,0.6370418,0.06255642,0.33949995,0.1328981
0.40042785,0.48307887,1.4755491,1.6472648,2.018943,0.75564855,-0.2250254,0.106881335,1.2359036,-0.17237212,0.64117455,0.31906274
0.26916158,0.34542006,0.95883626,1.1028335,1.2725717,0.55928373,-0.036720116,0.1588377,0.7993015,-0.07925108,0.40412685,0.23379463
0.89162564,0.63507813,1.10835,1.4039243,0.69082475,1.4893855,0.6133281,0.49464208,0.35895997,-0.03945576,0.30225763,0.4994833
0.18321225,0.12176676,0.5610319,0.84872967,0.5795116,0.6225376,0.34049645,0.25593686,0.67418563,0.3546817,0.5566704,-0.005104671
0.21177241,0.17303644,0.5904859,0.9818601,0.6283647,0.81028855,0.45481732,0.2758646,0.8095198,0.50949013,0.6722934,-0.03502284
0.21740456,0.23277259,0.6294404,0.9735431,0.6991204,0.79419714,0.3679494,0.30319554,0.7780194,0.40438563,0.58289844,0.0046891505
0.21854231,0.28471282,0.78632015,0.92473936,1.0035958,0.5062843,0.05990416,0.2198752,0.6795205,0.014158382,0.35664058,0.15797852
0.17699294,0.14711972,0.7848363,0.9590286,0.97622156,0.4549396,0.09509641,0.22345348,0.7989161,0.15618616,0.5358427,0.076058336
0.32952893,0.27390587,0.67959267,0.8090517,0.6154201,0.6417918,0.30880505,0.2727269,0.47687164,0.056753717,0.29284358,0.16254374
0.37432554,0.38808298,0.78638154,0.9352791,0.8134935,0.7249969,0.28630862,0.3058244,0.5195585,-0.08634237,0.24109554,0.20933264
0.34149987,0.4337861,1.0559055,1.18754,1.383226,0.71653265,-0.045104887,0.19641596,0.7600642,-0.18535969,0.3848461,0.33381793
0.34069827,0.21920307,0.66988564,0.85110676,0.5088874,0.7432951,0.38636938,0.260605,0.49548045,0.10346989,0.34436536,0.10612682
0.24182308,0.28425494,0.70305055,0.8993845,0.786811,0.6072581,0.2141286,0.25951484,0.619607,0.12353411,0.3565321,0.10418569
0.3814468,0.3934687,0.7427779,0.8997477,0.7509624,0.71186334,0.3031186,0.29192775,0.4713918,-0.039081294,0.24385047,0.23389187
0.25003403,0.26111755,0.6538078,0.78615505,0.70268965,0.5550985,0.258053,0.27100784,0.53834933,0.083531685,0.31171858,0.117116645
0.25610465,0.27235648,0.65753126,0.850982,0.6681315,0.6591162,0.33562526,0.25343394,0.5601813,0.18233362,0.3716902,0.105625585
0.6807184,0.5514214,0.90977997,1.0890493,0.68614626,1.1222647,0.44566327,0.4075197,0.314985,-0.08322429,0.19032781,0.4185668
0.27257678,0.09472821,0.5774555,0.87437296,0.399345,0.7481066,0.46312064,0.2555362,0.6142734,0.32494345,0.55964655,-0.01305884
0.2040715,0.18392129,1.114421,1.2869173,1.5089993,0.60630757,-0.2423615,0.048993096,1.0774088,0.03291384,0.66320467,0.09063781
0.13596435,0.15551603,0.69862473,0.8644009,0.8577188,0.5046441,0.0798572,0.21071565,0.7650846,0.19788295,0.50610304,0.03771457
0.1994852,-0.19788831,0.7228312,1.1800971,0.41162091,0.84048593,0.5169522,0.2888143,1.0021901,0.7434274,1.072987,-0.17826718
0.22862075,0.25064307,0.78248805,0.9371223,0.90886974,0.5747103,0.14597693,0.23901075,0.6911299,0.012098264,0.37269592,0.11843907
0.36931556,0.34523934,0.7690151,0.8819323,0.7339318,0.6999396,0.28426418,0.27573022,0.49537098,-0.020110797,0.25043684,0.22597344
0.34533325,0.2081755,0.66179633,0.8470601,0.49564433,0.7087847,0.37094817,0.27226675,0.47698414,0.08571714,0.33733827,0.12691826
0.591535,0.4089536,0.86078995,1.0864788,0.5544057,1.1555587,0.5454868,0.3563978,0.47156993,0.03484509,0.31019133,0.27184823
0.25344515,0.18287644,0.6010924,0.8046156,0.5357716,0.6317714,0.33757788,0.27138793,0.53162456,0.15515557,0.3729381,0.07086932
0.22352779,0.24453509,0.76960284,0.88376087,0.9381794,0.47082084,0.1301346,0.23887232,0.6615999,0.051554665,0.37789378,0.13093239
0.41241938,0.34195542,0.73359805,0.8751537,0.59610504,0.78672254,0.40231127,0.29627967,0.4379023,0.07968798,0.27278712,0.19117811
0.23941733,0.1948051,0.8348781,1.0126455,1.020758,0.53347087,0.11659409,0.21417266,0.7739311,0.07310032,0.47397608,0.10543885
0.2627998,0.2831196,0.72561723,0.8377431,0.81693125,0.53675914,0.17477803,0.25542974,0.5740442,0.03693451,0.30828834,0.15355794
0.26511928,0.33100688,0.79879737,0.91968393,0.9675356,0.5307982,0.09732658,0.23825604,0.6281972,-0.037377138,0.31803906,0.1825267
0.12389921,-0.023778498,0.5866319,0.87687933,0.5657604,0.6120049,0.28393447,0.23242342,0.8108594,0.5014715,0.7416224,-0.08876619
0.16283175,0.15423383,0.5951305,0.7853774,0.6760479,0.5354781,0.17745103,0.225806,0.6532941,0.21610615,0.44419128,0.02604907
0.47766858,0.27452236,0.76766497,1.0841769,0.47867388,1.0926714,0.59420466,0.30496913,0.5722172,0.18565989,0.4521838,0.15026441
0.12304253,0.08777522,0.72187155,0.90304035,0.8551786,0.5177735,0.054386195,0.17155881,0.82195896,0.24575405,0.5704777,-0.002447418
0.49026173,0.30374235,0.7310816,0.95369303,0.4480102,0.943106,0.4816268,0.30714214,0.4357656,0.072600976,0.3380301,0.19744837
0.31722015,0.3291299,0.701585,0.89366496,0.7324041,0.6917885,0.32425615,0.29684964,0.57324463,0.10370078,0.32843155,0.14531733
