rely,virt,acap,aexp,vexp,lexp,tool,sced,loc,Generated_Var_3,Generated_Var_5,actual
0.18792078,0.44092265,0.42713317,0.3543808,0.31115407,0.15859248,0.39217842,0.21240382,0.023567157,0.45672113,0.5171309,-0.007302394
0.47127742,0.4444294,0.64996123,0.37089625,0.24871951,0.045763656,0.39562228,0.16473158,-0.06233429,0.07342256,0.27371222,0.02895188
0.20167217,0.44077265,0.41911408,0.35249397,0.32090533,0.16401939,0.4176271,0.19802664,0.015305899,0.48401535,0.5422527,-0.0041833594
0.28331125,0.6498444,0.6079161,0.39229327,0.3986105,0.19087312,0.488707,0.17528634,0.08668548,0.34851998,0.5605775,0.03829124
0.28095466,0.33880505,0.4810574,0.36459467,0.24541602,0.08926423,0.3161731,0.1646594,-0.0046865083,0.14565893,0.27162677,0.0018244584
0.2796263,0.3742131,0.4936314,0.32858893,0.24406251,0.084630735,0.35662627,0.18814681,-0.035187952,0.20491728,0.3129824,-0.0170575
0.22983058,0.36007902,0.4213729,0.32073677,0.25815612,0.12745494,0.365415,0.18793532,-0.007701814,0.30846912,0.3902532,-0.02292547
0.20880091,0.47678927,0.502466,0.34008157,0.3073214,0.11105883,0.39800465,0.15314648,0.014004327,0.3257286,0.43532193,-0.006234021
1.4400191,0.51401,0.70594954,0.30811474,0.111418724,0.18510002,0.45074993,0.08822179,0.02151118,-0.11236538,0.24461542,0.24891892
0.46990225,0.34864697,0.5344291,0.38466027,0.24410279,0.08018865,0.3081427,0.14186622,-0.018807672,0.08096054,0.19938603,0.067607716
0.25192615,0.33295852,0.45596698,0.35821292,0.2707038,0.1141756,0.3591285,0.19574423,-0.026338771,0.27099782,0.3409512,-0.015099919
0.63913375,0.38227114,0.57900655,0.35945204,0.21397373,0.07264078,0.3665935,0.16210835,-0.055170357,0.036245927,0.22839494,0.087764375
0.29141366,0.47113022,0.5947116,0.40950695,0.31891724,0.08109583,0.3695397,0.22126886,-0.030381262,0.15107158,0.28132915,0.011244655
0.73259157,0.40856233,0.61307734,0.36682236,0.17977534,0.0839808,0.36393142,0.082353316,-0.030084983,-0.002896607,0.22002164,0.09012208
0.63242584,0.37798995,0.51099324,0.33266667,0.16286376,0.092924654,0.34367096,0.14900666,-0.016827412,0.074285865,0.22367665,0.07720189
1.4310856,0.4949675,0.72523767,0.31116506,0.16674268,0.20903105,0.4334646,0.07656953,0.029487338,-0.087727636,0.24765965,0.25367746
0.21130922,0.37902623,0.5117602,0.38115817,0.2950421,0.07705002,0.33054572,0.20717427,-0.005979482,0.26812714,0.37483335,-0.016451508
0.1789318,0.46145338,0.4770687,0.38362965,0.3405536,0.13538806,0.38393858,0.23020425,0.026701944,0.4395365,0.499446,-0.0102315545
0.51143354,0.29271016,0.46125296,0.33174822,0.16927515,0.086098924,0.31540096,0.14660925,-0.01410773,0.09209241,0.212975,0.032549117
0.2277062,0.36685264,0.46159038,0.342423,0.26012543,0.1077221,0.33920744,0.20343204,-0.026088469,0.2629684,0.34765118,-0.020968128
0.6432626,0.31356102,0.5274823,0.33174536,0.18075733,0.06806548,0.33907217,0.1170732,-0.006691724,-0.0009711385,0.22959277,0.11287861
0.22298566,0.39210722,0.4535504,0.3326089,0.26985857,0.11657639,0.35489783,0.19861083,-0.012081556,0.26136923,0.34155354,-0.008665121
0.20497698,0.44806707,0.4905959,0.38514966,0.33513448,0.112534165,0.3324217,0.24406552,-0.0121478215,0.32139903,0.4049909,0.0015978874
0.7240005,0.34244546,0.48552904,0.31175047,0.17428501,0.098726764,0.35578504,0.09579214,-0.007265579,0.012314878,0.20937955,0.12065736
0.2128286,0.3797866,0.45612514,0.35580295,0.28740326,0.11196679,0.3613058,0.18367699,-0.009709559,0.34429345,0.43252152,-0.019412857
0.23557803,0.334524,0.44313163,0.36228073,0.27400526,0.12928107,0.34206405,0.22660081,-0.026979394,0.29849294,0.3321181,-0.04029661
0.7644652,0.41993794,0.61697406,0.37358224,0.1645377,0.09119433,0.37240252,0.17471723,-0.03653547,-0.007264957,0.21588677,0.108918056
0.27233753,0.46147093,0.6330377,0.39436978,0.35054794,0.11501081,0.38174865,0.23183078,0.0033438168,0.17810477,0.3689741,0.006046537
0.22300461,0.4111522,0.4797155,0.3427309,0.28981686,0.107865736,0.37260124,0.16917197,-0.012441836,0.2939023,0.38694647,-0.014593787
0.29450664,0.3212601,0.4660143,0.3622326,0.22942151,0.09333718,0.32475054,0.20544867,-0.024930485,0.19159886,0.27596965,-0.009366802
1.0938725,0.45713213,0.6363526,0.31865665,0.16172968,0.1363333,0.43718547,0.10274988,-0.011531189,-0.05564557,0.2197615,0.1886632
0.804411,0.37598425,0.555579,0.32023424,0.17902109,0.11713438,0.34114948,0.061401453,0.025605788,0.028934918,0.20945814,0.12853943
0.26625842,0.62836385,0.70863247,0.4053683,0.4377283,0.15591504,0.45279774,0.24917135,0.01755099,0.2954938,0.4750406,0.019640028
0.21636197,0.49071515,0.5319131,0.35339588,0.32708225,0.12960778,0.38523105,0.18418576,0.02584667,0.29650638,0.44063792,-0.009839073
0.26777077,0.3545834,0.46910155,0.35552737,0.27138904,0.11759162,0.3569482,0.19683959,-0.04060757,0.25127727,0.32330292,-0.023710463
0.74686134,0.39659092,0.595628,0.32121545,0.16554266,0.060180828,0.35036844,0.07954273,-0.0060960986,0.0034639984,0.2360025,0.14405985
0.21931264,0.48551846,0.43506658,0.34415638,0.30355737,0.16023871,0.42028797,0.15122712,0.055588264,0.39796954,0.4925462,0.019371796
0.20237605,0.4545111,0.44163162,0.3330426,0.3184539,0.14115663,0.3381098,0.15405524,0.032445498,0.3781448,0.45690483,-0.01943871
0.21305576,0.47117543,0.536244,0.35817355,0.3265141,0.11920668,0.38029793,0.1992818,0.034337565,0.2904036,0.44860747,-0.011645329
1.0429419,0.49740705,0.6915825,0.34468117,0.16554141,0.09346996,0.4254529,0.131927,-0.029958546,-0.0531414,0.23663947,0.17632453
0.22850919,0.39376137,0.4961624,0.33805525,0.2665006,0.075538814,0.35168782,0.16842218,-0.022643529,0.25462633,0.35836717,-0.027452502
0.20981127,0.37323046,0.4536493,0.35371432,0.2835827,0.11667018,0.36935622,0.21255557,-0.015577398,0.34725723,0.41614726,-0.022903591
0.8403144,0.4107063,0.58356357,0.29906818,0.15807164,0.085044,0.38143447,0.10302882,-0.005823411,-0.0018668175,0.241329,0.14282778
0.21372771,0.41886953,0.44937384,0.33730096,0.29786226,0.1288949,0.40045238,0.17280371,0.0017935373,0.40663904,0.48494744,-0.0032865126
0.38018146,0.34703845,0.5040806,0.35197923,0.24446474,0.09756304,0.35488626,0.20736438,-0.050285943,0.15310863,0.23549649,0.005088569
0.35214996,0.39436463,0.5458466,0.36459392,0.26676512,0.0910701,0.37373558,0.2246132,-0.061768822,0.17021881,0.27584285,-0.013369528
0.5939087,0.35163635,0.55828947,0.34716764,0.21316914,0.0498515,0.34779292,0.120505944,-0.034890257,0.014005631,0.24648586,0.09993994
0.23499587,0.3392712,0.4345412,0.36320674,0.28095078,0.12864418,0.34163746,0.2222653,-0.021881454,0.29892936,0.33310288,-0.019621816
0.23621415,0.34406343,0.44129544,0.37896562,0.30628875,0.14372037,0.37646818,0.22992533,-0.028043687,0.3644474,0.38844898,-0.036644492
0.2879279,0.30737397,0.44488382,0.35766226,0.24388239,0.107034326,0.32804173,0.18073873,-0.022716708,0.21249151,0.29988796,-0.0191743
0.24182774,0.3681298,0.4479636,0.3589142,0.283699,0.123151794,0.369922,0.1839215,-0.026079789,0.3008389,0.3600506,-0.032014612
0.21104902,0.5221945,0.5440034,0.3725847,0.36796847,0.1512638,0.42262602,0.22359236,0.052167542,0.37363756,0.5212601,0.004461552
0.40704378,0.3497699,0.5054731,0.36763814,0.21408866,0.09279154,0.3349031,0.19446999,-0.03188149,0.09870139,0.24329615,0.015751578
0.22552332,0.40249553,0.52184266,0.3561673,0.29344466,0.082540154,0.3686301,0.2175769,-0.0013845302,0.2515679,0.37978452,0.0033500413
0.47841144,0.28436887,0.4643976,0.3247621,0.17228608,0.08454572,0.3101485,0.11052785,-0.011304971,0.09413252,0.2378187,0.028492857
0.19501737,0.4255619,0.4787111,0.35860965,0.30998653,0.1041787,0.36567384,0.19375207,0.0029022172,0.37082064,0.46084046,-0.007273037
0.26800257,0.37040633,0.5137834,0.35096997,0.2620258,0.082881376,0.3508464,0.22314037,-0.039266728,0.2141397,0.29114679,-0.017828405
1.7528336,0.57906157,0.7967229,0.33244592,0.22301371,0.27051938,0.45467985,0.05586742,0.062096216,-0.111991405,0.25276256,0.28890917
0.77629834,0.5695363,0.77250344,0.42528456,0.28023478,0.08248757,0.46936035,0.17731732,-0.114623174,-0.012606472,0.25024858,0.09821552
0.19737813,0.3975402,0.45628262,0.3521928,0.29243916,0.12027225,0.36177477,0.21332261,0.002060119,0.34578016,0.41971505,-0.019297667
0.4328341,0.3710776,0.5265509,0.35166362,0.23072836,0.11668198,0.36052305,0.17219946,-0.028845258,0.14259693,0.28024197,-0.002562251
0.56538653,0.33251214,0.49307787,0.3400906,0.16138138,0.09413512,0.33723342,0.13268836,-0.0021550953,0.060299516,0.20258847,0.05709245
0.23044086,0.5980712,0.68172926,0.49482426,0.4368827,0.10244936,0.4153935,0.21699184,0.052417483,0.35800207,0.45765263,0.027686015
0.22467923,0.5918024,0.56707156,0.36919424,0.38183254,0.14565621,0.43045554,0.15359637,0.039363272,0.36283797,0.52689594,-0.010780797
0.20389938,0.4276773,0.50913835,0.34460843,0.30226305,0.097237945,0.38231304,0.20749122,0.00565305,0.3411646,0.44508767,-0.0074243033
0.74300903,0.3807115,0.56417304,0.34148735,0.19767956,0.09886515,0.37422645,0.13472264,-0.046797425,0.010373823,0.20332351,0.11603815
0.29137605,0.36844152,0.53994143,0.3939435,0.27068418,0.05478145,0.3158594,0.21428074,-0.020606793,0.1663019,0.26634714,0.026305143
0.23243283,0.34447047,0.44633868,0.35275596,0.27525133,0.11477938,0.35194376,0.17772189,-0.02308549,0.28870618,0.36834267,-0.029052306
0.22919412,0.4728577,0.5020495,0.3567118,0.33691457,0.1323678,0.40488082,0.2062426,0.006293386,0.3933357,0.47616425,0.010038076
0.20135495,0.42809892,0.4943065,0.35701233,0.30640352,0.09868859,0.3734797,0.17905717,0.006737035,0.35189873,0.45578703,-0.0064886305
0.5918663,0.3848889,0.5794395,0.33817098,0.1933149,0.09430875,0.37878445,0.13935772,-0.035730712,0.062375903,0.25236434,0.05096118
0.30551207,0.36680692,0.48793367,0.33544722,0.25704914,0.08254218,0.35770798,0.18711692,-0.03959214,0.17987606,0.28060803,0.004380856
0.3919908,0.37701166,0.53910124,0.32341346,0.22804517,0.06176543,0.35849658,0.1443035,-0.036140516,0.13239919,0.27836764,0.0068823444
0.194287,0.45922083,0.46568677,0.3625665,0.32763487,0.14304669,0.38451195,0.21934077,0.01612832,0.43427384,0.49519575,-0.005946532
0.302791,0.4035564,0.5990523,0.35883945,0.26722488,0.064252704,0.37478969,0.21062154,-0.020367153,0.17022808,0.31110826,-0.0035922574
0.21251449,0.39439404,0.54224116,0.4011206,0.30107415,0.06741208,0.32491067,0.24436332,-0.0062706545,0.2535818,0.3459295,0.0019489569
0.6778037,0.43189576,0.70329744,0.38051075,0.21856856,0.023581745,0.38365987,0.17532396,-0.05638939,-0.0069612563,0.25048572,0.10457052
0.19991532,0.42854923,0.5295497,0.38923445,0.3140117,0.076817155,0.3347972,0.20675486,0.010229159,0.25948596,0.39480102,-0.012245529
0.27097118,0.3609766,0.4820114,0.35901415,0.25828052,0.07821517,0.33195806,0.16350551,-0.031972826,0.1847846,0.28832215,-0.01685287
0.24538484,0.36229384,0.4874338,0.3900298,0.28243235,0.07850917,0.3260966,0.2189151,-0.02819258,0.23853569,0.34477255,-0.006904345
0.20035276,0.40491465,0.47895,0.34268424,0.28822097,0.09963998,0.3264547,0.19633748,-0.0036037304,0.29014722,0.36297464,-0.017313708
0.20788449,0.36898065,0.4916035,0.36358434,0.28633678,0.09489615,0.35056555,0.21415007,-0.017485954,0.29922202,0.3848964,-0.019136101
0.18888962,0.4485051,0.49530542,0.37442863,0.31325778,0.10260153,0.37430182,0.20699921,0.00808927,0.36716866,0.45918527,-0.0059331898
0.28023666,0.39290264,0.5278494,0.34287122,0.26983255,0.077000946,0.36088955,0.21289983,-0.024533227,0.23750818,0.3475755,-0.008389382
0.30249402,0.35200676,0.4824781,0.3564404,0.25405467,0.09768602,0.33779702,0.20064165,-0.043539397,0.19440383,0.26741138,-0.0102037
0.23508137,0.49088868,0.59136045,0.3738208,0.3304684,0.112284124,0.43035707,0.23479374,0.032562196,0.2953644,0.45531425,-0.009386693
0.21458235,0.35962638,0.42874694,0.35709518,0.2926691,0.1408902,0.3771097,0.22479947,-0.015430715,0.3958339,0.42119557,-0.04151814
0.28676707,0.32823986,0.44035965,0.35622197,0.2568736,0.12013979,0.36780584,0.17412567,-0.02299586,0.2677158,0.33169937,-0.018991474
0.18662548,0.47203964,0.5543871,0.3888962,0.33649182,0.0980991,0.3784711,0.23538223,0.018464822,0.36151862,0.44977954,-0.0025573438
0.24116668,0.44887224,0.52353835,0.3434798,0.3075728,0.10445309,0.3662851,0.17763764,-0.0034686327,0.24438739,0.36782703,-0.010688367
0.21157154,0.43032017,0.4728958,0.3356518,0.28725016,0.12191631,0.39645362,0.18711513,0.0064592026,0.32516262,0.4325278,-0.018497106
0.23762438,0.45412245,0.55185604,0.35465398,0.29668593,0.08300385,0.36886215,0.18420519,0.0152402185,0.25962397,0.38042635,-0.023483012
0.6431485,0.38512993,0.5992242,0.37848964,0.18864347,0.082942605,0.33772078,0.10986358,-0.028234325,0.023335345,0.21846804,0.088390954
0.32715976,0.4075086,0.5314371,0.36597076,0.27206403,0.076283485,0.35235873,0.21860893,-0.04162488,0.13772227,0.27442905,0.030413404
0.21054211,0.36886874,0.45135313,0.3253704,0.24839391,0.116555795,0.33999023,0.18379985,0.008324228,0.25221646,0.3561889,-0.017161023
0.20483813,0.38028046,0.4440615,0.36126724,0.2978932,0.12505451,0.3589071,0.21193117,-0.014805708,0.36768484,0.42702562,-0.02222579
0.22236389,0.3437628,0.5045673,0.36801368,0.28087848,0.076824665,0.3331849,0.22694005,-0.025802858,0.26664025,0.34485203,-0.015479063
0.22306745,0.33901992,0.48346105,0.37207013,0.28517818,0.10417947,0.3354223,0.23793584,-0.026446454,0.2922664,0.3405542,-0.0391701
0.22161129,0.4728729,0.45187318,0.32506615,0.30255464,0.14760782,0.4378818,0.18940817,0.038763434,0.43293184,0.5353551,0.005937113
0.19304192,0.46575263,0.5400494,0.37203714,0.31536773,0.10067323,0.3865254,0.21092649,0.01892526,0.3477654,0.42933002,-0.0077653015
0.19922352,0.45392224,0.502783,0.36870742,0.31634307,0.10269213,0.38736883,0.18656263,0.018535228,0.37391496,0.4830686,-0.0066241147
0.3399473,0.3558831,0.50346226,0.33349076,0.2197604,0.042812336,0.32816508,0.14405063,-0.03367918,0.12147192,0.26729748,0.028001301
0.3052181,0.4127504,0.61673564,0.39538372,0.30133957,0.048363477,0.34045395,0.22851925,-0.020104483,0.17092042,0.31496477,0.012243379
0.28084296,0.32141313,0.50768816,0.36003193,0.2329001,0.07142843,0.32620677,0.20358412,-0.015944745,0.15864135,0.30403823,-0.0014843992
0.18173797,0.40236238,0.4852956,0.384545,0.3283718,0.10950604,0.32342032,0.2347855,-0.012228362,0.34815466,0.40720415,-0.018320344
0.19402936,0.38624522,0.39758903,0.3567935,0.29346076,0.15257107,0.36970466,0.19024758,-0.007005617,0.3722336,0.42309752,-0.0155981155
0.19918501,0.44908306,0.41629273,0.3501443,0.32546943,0.17346175,0.42990068,0.2107568,0.019951656,0.5078101,0.55995554,-0.009217973
0.21819402,0.43736348,0.54579896,0.35723528,0.28950635,0.093474835,0.36485103,0.20145606,0.0020380653,0.24236709,0.35011545,-0.0048639188
1.249418,0.44935185,0.6579444,0.29424083,0.14510643,0.15197067,0.41628045,0.06202783,0.013676446,-0.05700153,0.2348239,0.23245102
0.20941211,0.46422428,0.49754372,0.35784215,0.3227631,0.11061247,0.39371574,0.19796064,0.018092945,0.40503854,0.498224,-0.0018980643
0.4384713,0.31889978,0.47573915,0.33753523,0.21157667,0.07885517,0.3329891,0.14405921,-0.046461508,0.11354651,0.23258771,0.033922642
0.22435945,0.49874482,0.5521406,0.35065308,0.33248702,0.109659865,0.40549618,0.17043741,0.024012234,0.32813329,0.47414628,-0.0050548622
0.213667,0.42262533,0.5136634,0.35579666,0.29758808,0.111085474,0.34009695,0.21510965,0.0006227866,0.25315812,0.37488356,-0.013887911
0.22001784,0.4375712,0.4752433,0.34762475,0.30580553,0.11576085,0.38434285,0.16315754,-0.010607064,0.32513404,0.4101552,-0.006644902
0.9916854,0.39369252,0.5888582,0.31176057,0.15356158,0.10764317,0.37624124,0.08397408,-0.008592326,-0.020550787,0.23727156,0.17198358
0.24177128,0.34380704,0.49680173,0.35718945,0.26653036,0.09651865,0.34419668,0.24587524,-0.028570466,0.2646881,0.3212414,-0.03197016
0.21560708,0.39462605,0.45442396,0.34857872,0.29083824,0.12640567,0.39697227,0.20042223,-0.01062759,0.38294792,0.44038028,-0.019590128
0.20587882,0.48850203,0.65088576,0.4045197,0.36225665,0.0878425,0.3634439,0.28124955,0.031509947,0.26573798,0.4133091,0.0035138857
0.9414929,0.3666154,0.5588058,0.30859867,0.15814857,0.12560801,0.36783308,0.06763887,0.023350263,-0.007453203,0.23517989,0.17057186
0.22417691,0.4378208,0.5493869,0.36027145,0.31097206,0.08285642,0.3675889,0.15758143,-0.018568859,0.25452894,0.3555267,-0.021474373
0.24477048,0.3944584,0.51842374,0.35387227,0.28195652,0.083643265,0.34822747,0.20477937,-0.023605742,0.2482436,0.3489833,-0.019952301
0.9310087,0.3835543,0.5723723,0.32510695,0.15792614,0.11555682,0.34690827,0.101092055,-0.007829655,0.0003722012,0.22517954,0.14037782
0.24686694,0.36773092,0.5265414,0.35134044,0.27869982,0.08251329,0.34990436,0.21573853,-0.020062044,0.24755208,0.33196205,-0.020480912
0.19902349,0.48865443,0.47606882,0.3614795,0.34523812,0.16111109,0.40771133,0.21122974,0.03580863,0.4316985,0.5334774,-0.0029242188
0.28592604,0.36621082,0.47707742,0.36148125,0.24867769,0.06257026,0.32587144,0.14066622,-0.027173072,0.15632157,0.27035177,-0.013367183
1.3353024,0.4738223,0.6949306,0.34054154,0.1322425,0.15232573,0.39282313,0.13296555,0.031581968,-0.0760251,0.21823633,0.23926313
0.21792245,0.4577643,0.4643705,0.34220386,0.3012873,0.13915023,0.4165347,0.18683179,0.028500168,0.3637178,0.49107867,-0.004368836
0.22195525,0.47949168,0.44095936,0.32847846,0.30504444,0.1620566,0.44390437,0.1982057,0.05754441,0.43751526,0.5556508,0.018271904
0.7143034,0.361374,0.5776738,0.36032903,0.18906754,0.09655926,0.36160085,0.099414915,-0.0072645806,-0.0024505109,0.24822336,0.12421699
0.3106796,0.46446177,0.62340236,0.38428968,0.29649785,0.05499582,0.35462797,0.14392619,-0.034097888,0.13110319,0.28963053,-0.014938918
1.3324564,0.44021565,0.6491968,0.3104377,0.16724609,0.17090029,0.38965452,0.058110245,0.033613153,-0.075153425,0.22449309,0.2313666
0.80937946,0.35299924,0.53868467,0.30362052,0.15563187,0.10791978,0.35342276,0.07160936,0.011718176,0.016704142,0.23189513,0.1270522
0.45122162,0.3901432,0.56727976,0.3867864,0.25009498,0.06272367,0.36036265,0.14096199,-0.046907954,0.056265444,0.24182132,0.02739764
1.3146882,0.47715223,0.69132054,0.31432116,0.14380716,0.19036928,0.40948722,0.070990935,0.014738886,-0.07901427,0.2275761,0.22957721
0.24408501,0.46833232,0.5398299,0.38602287,0.31292468,0.11483823,0.37616712,0.24175483,-0.0012257211,0.24879955,0.36970434,0.00097252475
1.898253,0.58907616,0.8037257,0.26859176,0.12662278,0.20399933,0.46934462,0.0401081,0.045690093,-0.15852298,0.2879118,0.38253334
0.20898391,0.4748344,0.56217116,0.36864558,0.32648793,0.09598151,0.3894079,0.19495928,0.040294807,0.28519946,0.44598064,-0.007187344
0.261375,0.33415544,0.42995524,0.38152778,0.29412952,0.142779,0.36380935,0.20382804,-0.01855629,0.31613946,0.34886858,-0.037272383
0.22461598,0.52144796,0.5709379,0.3750035,0.37388566,0.14599976,0.40409112,0.19188082,0.04796155,0.2967083,0.48637167,-0.008359367
0.4807793,0.34866032,0.54836154,0.35103586,0.21221532,0.072636314,0.34953436,0.14601678,-0.03796407,0.074340746,0.24402648,0.046316124
0.24092813,0.3962704,0.5079198,0.35537246,0.28439268,0.1006791,0.35301277,0.19016983,-0.02700781,0.22036788,0.33438188,-0.021489084
0.29537094,0.39195922,0.53200346,0.32146072,0.25588503,0.07521036,0.37729743,0.20408478,-0.040562384,0.20921937,0.322279,-0.01656897
0.2574575,0.5255184,0.61635953,0.3674583,0.3622516,0.14840132,0.45711744,0.24538004,0.08684172,0.30357617,0.53268796,0.02610774
1.0568259,0.43411356,0.6053541,0.27700397,0.13092326,0.12449896,0.40429002,0.0730554,0.011775281,0.0019966215,0.25475365,0.16366053
0.2613051,0.41056427,0.49650773,0.36726034,0.31527254,0.103508875,0.35067034,0.24699646,-0.03852365,0.26518536,0.3238298,-0.0028685965
0.23574439,0.4461412,0.55939305,0.37732643,0.3270901,0.069327995,0.34930137,0.16371174,-0.03782016,0.22000703,0.32336143,-0.025088493
0.18519896,0.4045855,0.48883346,0.3758326,0.29845437,0.09282495,0.34334,0.22197723,0.005150173,0.33668303,0.42066157,-0.009547348
0.33053452,0.40585893,0.56022537,0.36279348,0.2595444,0.056951966,0.35715142,0.16416001,-0.054251276,0.14400795,0.2868206,-0.013227337
0.19995049,0.46654734,0.47392836,0.35836405,0.3220984,0.13740052,0.4038502,0.20477344,0.024581896,0.41241664,0.51051766,-0.0011132932
0.18994409,0.38469383,0.43639347,0.3699714,0.30960453,0.13067244,0.3516593,0.21728948,-0.011239935,0.3865862,0.44197735,-0.02776635
0.19833098,0.4001507,0.4457421,0.35721675,0.30511653,0.119939625,0.36071673,0.1833063,-0.0117857605,0.3617702,0.41531658,-0.026852429
0.19626284,0.39188278,0.44391775,0.3255382,0.27338013,0.12647666,0.37698904,0.2086509,-0.0044374876,0.3722518,0.4386111,-0.025824033
0.23998535,0.36029524,0.5087841,0.36874306,0.27346146,0.08210639,0.3508117,0.23318018,-0.00804482,0.22585696,0.33791858,-0.0011717342
0.18393093,0.42778423,0.5178057,0.37786952,0.33438316,0.108905196,0.33307672,0.20823017,0.0092529915,0.30966616,0.39286456,-0.0068834117
0.2225996,0.47480085,0.523551,0.3546615,0.328009,0.1248918,0.39134672,0.16661336,0.011928812,0.29977795,0.43159324,-0.0026916564
0.58077896,0.45588958,0.66834044,0.42934448,0.28058195,0.093982786,0.3856728,0.13265648,-0.026962258,0.0127504915,0.23668112,0.06798075
0.19674833,0.4180819,0.4616576,0.3571913,0.30791125,0.11941525,0.33018458,0.14774787,0.013022017,0.3078214,0.4072909,-0.015736256
0.19688913,0.43275818,0.4799946,0.35467294,0.31520548,0.12736924,0.35276312,0.16154997,0.012439076,0.34231818,0.4436514,-0.00726806
0.2850111,0.39245808,0.48343644,0.3649605,0.27076834,0.09573491,0.3414591,0.23176561,-0.0344524,0.20103474,0.2919677,-0.003298114
0.22466213,0.35692465,0.47874177,0.3416125,0.25853986,0.08217576,0.3527228,0.21215975,-0.017463349,0.2718901,0.36341366,-0.010878776
0.19805866,0.4288557,0.43352225,0.34680307,0.3063989,0.14642695,0.4013458,0.20937566,0.013251308,0.4416011,0.51234734,-0.018649224
0.22767362,0.510803,0.52803296,0.351888,0.3162844,0.1266005,0.44254842,0.14668798,0.044771027,0.38416135,0.49038738,0.00862547
0.20613393,0.44724357,0.5280228,0.35950854,0.30902737,0.10599208,0.38395813,0.21580544,0.021877779,0.29923603,0.43384817,-0.0047566537
0.54515195,0.43266883,0.6135309,0.33634818,0.22085541,0.033542223,0.40964425,0.19311129,-0.0568512,0.10969142,0.29155383,0.057880655
0.24241455,0.66782176,0.71865153,0.42711735,0.46487293,0.13600215,0.48279998,0.15930979,0.03459868,0.30670017,0.49395353,-0.009474118
0.25046372,0.43704888,0.5056346,0.38883653,0.33503145,0.111474544,0.32895333,0.25362137,-0.013503604,0.27461046,0.35223702,-0.0026809638
0.22036573,0.3624275,0.44849667,0.35097775,0.28084204,0.12470138,0.3681794,0.22030066,-0.023112692,0.34970993,0.39539126,-0.033025622
0.25358942,0.3472523,0.46688318,0.37351352,0.27564755,0.09909661,0.33645445,0.19694951,-0.033537053,0.24522173,0.31982306,-0.020550463
0.24547702,0.3844252,0.49402267,0.34320596,0.2610635,0.08852791,0.3548271,0.20380309,-0.0013040043,0.237362,0.35208622,-0.005639705
0.23528115,0.37126508,0.49628714,0.3659022,0.27137384,0.091126114,0.33950657,0.22368632,0.012053285,0.20239946,0.33785543,0.0025244798
0.2193733,0.46417004,0.4986187,0.34825903,0.3201375,0.12543418,0.38263148,0.2072991,0.005080238,0.36971426,0.4408161,0.005964232
0.29478586,0.35008815,0.4667989,0.3491158,0.25001848,0.1080171,0.35475346,0.16631801,-0.03642547,0.21728012,0.30171004,-0.027716931
0.85333043,0.42150262,0.6863432,0.37465796,0.20625381,0.09631853,0.39421338,0.104253575,-0.00892175,-0.046264365,0.22162342,0.17515045
0.20049593,0.4947332,0.52651155,0.40697792,0.36733505,0.114563435,0.37638214,0.21436644,0.025120782,0.38553298,0.49659702,0.0008772323
0.2634838,0.32778254,0.47936466,0.36267862,0.24821573,0.07324177,0.32307938,0.1667137,-0.026881382,0.20918891,0.33032417,-0.0060644066
1.3113351,0.48397118,0.6763134,0.3325659,0.15867156,0.19592148,0.4129909,0.07220733,0.010398123,-0.07458736,0.23235077,0.22012897
0.2159002,0.4496314,0.52169365,0.35508734,0.31339893,0.11940867,0.3833583,0.2015897,0.022725426,0.28889441,0.43409377,-0.005583885
0.3228659,0.4343916,0.5998098,0.3681698,0.29252106,0.06153241,0.37320796,0.18834944,-0.04677634,0.13945965,0.3087465,-0.0026420662
0.3603369,0.30509284,0.43968564,0.36197996,0.2178454,0.107895985,0.32297662,0.18370798,-0.02398958,0.16639984,0.23711687,0.0023579833
0.22162317,0.4063109,0.5163334,0.35402673,0.28974074,0.08445694,0.35043234,0.16996536,-0.01824084,0.24292535,0.3495328,-0.021209076
0.61198705,0.33049667,0.4925525,0.34935984,0.20462637,0.14160478,0.33559182,0.092495486,0.022877583,0.10749359,0.22844516,0.031679664
0.21560697,0.40248156,0.4410758,0.3497438,0.29151005,0.12629545,0.38211596,0.18192776,-0.007007975,0.35614246,0.42040923,-0.025500163
0.3288222,0.3472796,0.53279656,0.36313218,0.23425831,0.06506087,0.3200651,0.17522077,-0.037338853,0.14166303,0.27579984,0.0015118646
0.20552576,0.3675407,0.46247375,0.36148033,0.2902734,0.10347238,0.3345599,0.18182795,-0.010996666,0.29968143,0.40069082,-0.0128834965
0.34376,0.35273957,0.49871528,0.3854324,0.23567778,0.07191582,0.31842434,0.19871293,-0.035178386,0.14655,0.26113823,-0.0026616314
0.33734506,0.30490524,0.4845099,0.36199412,0.23075111,0.088076815,0.31677717,0.16462672,-0.01855804,0.1406699,0.2659651,0.005009692
0.21840122,0.4724644,0.46795046,0.34473443,0.2948192,0.14467724,0.400355,0.20211282,0.027913602,0.35987532,0.46496212,0.0047867494
0.2674284,0.5665022,0.5102317,0.3605858,0.3563878,0.19061494,0.5355188,0.13805138,0.120831184,0.43454272,0.5977394,0.07245623
0.63985306,0.3828718,0.52522266,0.31809914,0.18633306,0.07907443,0.3728929,0.13571084,-0.008101288,0.019392878,0.22294953,0.117051184
