rely,time,vexp,lexp,MI_loc_aexp,MI_loc_stor,MI_loc_time,actual
0.48337024,0.31236845,0.7423697,0.44746566,0.3022531,0.17034698,0.09517924,0.22661261
0.540239,0.2598917,0.7697463,0.4280366,0.36811015,0.1809093,0.08899791,0.21449119
0.94794816,0.5490461,1.3128104,0.7952852,0.7184993,0.34543827,0.22228146,0.43723634
0.39711142,0.2099638,0.598935,0.32881814,0.20585142,0.13973178,0.06226462,0.14381973
0.7079016,0.48158997,1.2388589,0.83591545,0.6056829,0.29275605,0.17692333,0.4015836
0.4241771,0.26258504,0.6010575,0.36113244,0.2638786,0.14433202,0.059452094,0.15706341
0.43345222,0.24735242,0.5969568,0.41242307,0.22442476,0.14700395,0.087413915,0.15884836
0.50173867,0.32970235,0.838855,0.5626526,0.3938774,0.19123945,0.09203117,0.28067592
0.9047686,0.5775069,1.0614452,0.8141192,0.67024213,0.2610494,0.14768106,0.4110637
0.5025335,0.30788085,0.73991054,0.60332584,0.35796416,0.2244985,0.12625769,0.22303227
0.59366614,0.35697088,1.0435687,0.6604296,0.46810964,0.25109124,0.16773865,0.2764401
0.65857977,0.38323545,1.0136051,0.7280755,0.56951964,0.30363804,0.15834793,0.3252462
0.5304725,0.28056374,0.8343919,0.4785543,0.3663531,0.21412449,0.10675875,0.21649188
0.56400263,0.34131107,0.8372465,0.55601025,0.4187801,0.20439833,0.1109067,0.23848914
0.386662,0.26678482,0.56311214,0.36898044,0.22342308,0.1522253,0.08639491,0.16724311
0.3266467,0.11267661,0.45247898,0.26206917,0.13959436,0.09763448,0.007199742,0.08754316
0.5751532,0.34216616,0.9924095,0.64567494,0.454074,0.20931645,0.12748137,0.33033538
0.38751355,0.18355456,0.5978624,0.34002748,0.20464401,0.12364228,0.042062894,0.14143741
0.87915146,0.4763173,1.2206801,0.5995413,0.55448675,0.30434352,0.2614115,0.35574037
0.74746424,0.4069124,0.91407424,0.81104124,0.4921565,0.26544696,0.19705907,0.33779427
0.3493242,0.19880478,0.4806894,0.3551818,0.17598696,0.15035957,0.05133243,0.11616278
0.37471467,0.16302769,0.5415594,0.29001302,0.17868116,0.124354616,0.034828298,0.1152471
0.34812126,0.18909933,0.4646517,0.28130126,0.15897726,0.11752708,0.02354177,0.10616577
0.3930673,0.2444134,0.52362555,0.34486717,0.22882311,0.15660651,0.04515571,0.15054016
0.3758548,0.21789157,0.45545474,0.32725298,0.2301774,0.16279206,0.0493406,0.11279988
0.9122699,0.61513734,1.4778196,1.0222069,0.81021094,0.34272388,0.22287169,0.5081143
0.54846674,0.2964957,0.87813103,0.4587526,0.38867223,0.1660716,0.117106564,0.23662893
0.41996688,0.29355794,0.6927803,0.48651478,0.3115122,0.19374898,0.08395649,0.15301858
0.37172183,0.17286205,0.5064378,0.28886673,0.20237653,0.12528193,0.021034777,0.118615046
0.8032503,0.5993637,1.145575,0.86357534,0.7155083,0.3236656,0.14453405,0.38548508
0.34353837,0.12664151,0.47505447,0.26019543,0.15164632,0.10546562,0.019054707,0.09540345
0.48776114,0.29043174,0.6130745,0.36346346,0.2692671,0.1735736,0.08342845,0.17813036
0.47189394,0.30268118,0.65628463,0.45148802,0.3044854,0.19240603,0.107595704,0.192784
0.49407393,0.274123,0.592697,0.52272385,0.29912627,0.1705501,0.10915663,0.17249107
0.49031284,0.3203416,0.60140496,0.41685236,0.31496188,0.19497557,0.13410693,0.20123383
0.65944725,0.4785119,0.72174484,0.5376967,0.44850367,0.21993679,0.097555436,0.2771856
0.59772503,0.35360909,0.614401,0.4824668,0.38021863,0.22878394,0.10058836,0.20755242
0.44988012,0.214831,0.59173626,0.33031282,0.26755306,0.124442264,0.051362306,0.15583916
0.35115942,0.15886107,0.40699074,0.27748954,0.17827897,0.11828044,0.033196278,0.099401474
0.79897434,0.47258565,1.0251143,0.7737707,0.6114441,0.32427648,0.18424243,0.29026833
0.39747265,0.21202093,0.5583081,0.32607964,0.21036829,0.13459863,0.041624874,0.14354703
0.4272339,0.20996821,0.62636685,0.3444325,0.22857128,0.13805525,0.052087426,0.14820594
0.38840157,0.2112076,0.5852923,0.3884118,0.22462232,0.14862643,0.055690825,0.15955375
0.47343743,0.25264415,0.72202486,0.38702253,0.30918902,0.15892422,0.07615753,0.19734053
0.33362883,0.13254291,0.46513796,0.27116874,0.16747698,0.10809839,0.014491316,0.088707656
0.7877418,0.44356534,1.1262447,0.58389103,0.5561951,0.28244424,0.21601892,0.32659024
0.46843114,0.3004081,0.58868235,0.34980264,0.24470119,0.17766225,0.08657489,0.16823636
0.33358577,0.18391836,0.52840567,0.37511915,0.21290989,0.13991512,0.050308757,0.1324943
0.30213505,0.14502248,0.46462643,0.27975208,0.14828695,0.12816262,0.01986513,0.09638201
0.49397552,0.24808201,0.6844595,0.39424685,0.31584585,0.17346644,0.064164385,0.1936036
0.77320105,0.44768578,0.9067738,0.8995036,0.5351515,0.26220474,0.20122945,0.35149172
0.5210367,0.3057459,0.59740025,0.44367287,0.32806283,0.20603718,0.09479069,0.17876811
0.52775264,0.31435966,0.92618716,0.5052335,0.3472602,0.20996782,0.1361376,0.23081906
0.3469003,0.16709453,0.5111439,0.31822732,0.1705644,0.12792195,0.032329828,0.11444585
0.41897157,0.21504974,0.6202324,0.370887,0.23249644,0.15170415,0.08659326,0.14481883
0.59088373,0.36236474,0.720439,0.59859204,0.3506272,0.18999031,0.15854838,0.23113632
0.7242013,0.42716855,1.2315837,0.64669025,0.53600544,0.2686813,0.215098,0.3088905
0.403534,0.1658108,0.57225853,0.2947846,0.23183696,0.114880785,0.042795047,0.12491171
0.5708816,0.32060006,0.7735784,0.46296257,0.38586426,0.21024173,0.10029899,0.23872761
0.35254586,0.1973355,0.61434793,0.41511938,0.24823509,0.1532486,0.059261687,0.16033062
0.3813365,0.17109862,0.5616196,0.30591014,0.18321289,0.12821011,0.057413295,0.1306127
0.77607995,0.53175795,1.2986535,0.8693067,0.64336884,0.2737856,0.18382081,0.43688896
0.58719456,0.3414119,0.6320974,0.4850833,0.39747164,0.2161952,0.10991549,0.20297715
0.33993873,0.139925,0.45933557,0.2784127,0.16299064,0.10942702,0.01531839,0.09973945
0.47186533,0.2426368,0.6800005,0.35875776,0.32453752,0.12299459,0.07650556,0.1889767
0.3635849,0.16170262,0.6013344,0.38913587,0.21989684,0.12723064,0.041754074,0.1559005
0.40437105,0.22481349,0.6336094,0.3366254,0.22954427,0.14001651,0.06579222,0.13786604
0.55555964,0.29032502,0.9054117,0.48341492,0.37727883,0.1687801,0.13305742,0.22112527
0.38779098,0.2376095,0.6566212,0.37862146,0.22630048,0.16348228,0.08004523,0.1536369
0.41751513,0.20197728,0.64322704,0.30983347,0.26842886,0.1168419,0.079984635,0.15474944
0.59911996,0.36907718,0.9708927,0.48970446,0.37889403,0.20248641,0.1641356,0.25252962
0.3534769,0.16003531,0.5060945,0.2970869,0.17207757,0.11617564,0.028588966,0.114509284
0.36426106,0.18004659,0.48820347,0.33336273,0.17244667,0.13301115,0.046745226,0.12432842
0.362503,0.18065077,0.4532879,0.31811523,0.18033558,0.11687751,0.057178006,0.12526302
0.40511355,0.23498988,0.6489621,0.34733328,0.24172935,0.13489497,0.06935435,0.14303446
0.33690172,0.2179999,0.5755633,0.39041707,0.2411188,0.16650648,0.052537426,0.16605447
0.7327398,0.4284315,0.90873444,0.57830787,0.47888756,0.26220673,0.17271838,0.29197994
0.7127935,0.45676535,1.2103193,0.7414601,0.57978934,0.28400037,0.20434743,0.316808
0.45686483,0.2499443,0.76980126,0.43377903,0.28026006,0.15811107,0.08438178,0.1913988
0.43355802,0.27643764,0.7542367,0.46386367,0.27782983,0.17535336,0.09501193,0.20467147
0.464438,0.25247845,0.8252172,0.44273368,0.32474592,0.17662437,0.12585542,0.19037658
0.38501367,0.1929473,0.44650546,0.33479348,0.19889063,0.14566824,0.056598157,0.11597389
0.6263023,0.38316932,0.82766306,0.5016303,0.39977327,0.23434858,0.15893456,0.26838544
0.5308654,0.35748738,0.90037036,0.6431246,0.42048246,0.23918445,0.13664675,0.28474227
0.47525588,0.24289936,0.6471795,0.39913964,0.30910167,0.17505373,0.048871115,0.17706214
0.68382674,0.4461491,1.0806891,0.58241963,0.43837067,0.24429892,0.17356947,0.32014638
0.31343743,0.12304336,0.4415274,0.2727877,0.14262377,0.10528764,0.008839365,0.08081819
0.3228619,0.17261012,0.5669667,0.33593,0.18902114,0.14226872,0.052677892,0.14112692
0.5443091,0.30614933,0.8176084,0.4520554,0.30095765,0.18424183,0.12211887,0.22494055
0.5560292,0.314132,0.7861663,0.36991978,0.32649708,0.19295405,0.13713923,0.2212288
0.5308687,0.31078747,0.8897858,0.46126166,0.3446468,0.17094111,0.12171481,0.20494193
0.49544287,0.2870561,0.6346406,0.4446551,0.33402532,0.21251191,0.083147906,0.20441276
0.45402414,0.22993228,0.57637626,0.314991,0.2606305,0.16601491,0.056517147,0.1479773
0.54582036,0.33770463,0.6657927,0.45438278,0.34350243,0.2166538,0.08751362,0.2063385
0.51481855,0.36018115,1.0498768,0.72287476,0.4786483,0.26554987,0.16235918,0.3028629
0.4621161,0.24622631,0.58198446,0.2984746,0.2514128,0.15423672,0.06962084,0.16226284
0.48687115,0.3271346,0.6957237,0.4266012,0.2910224,0.1880427,0.114774965,0.18377797
0.33325535,0.16867465,0.47082275,0.26384038,0.1707985,0.119283974,0.016913984,0.09714933
0.6920182,0.5307631,1.2979965,0.98962414,0.6758347,0.32478023,0.23322576,0.4124431
0.51623064,0.2842019,0.6799066,0.4797574,0.32545954,0.20123324,0.10203453,0.1888105
0.6261971,0.39736554,1.0671353,0.70860326,0.52890337,0.25146964,0.14656672,0.3368871
0.4903251,0.2782871,0.6189539,0.36128628,0.2990681,0.13386938,0.072157614,0.17140847
0.41346526,0.25335672,0.6621771,0.40001416,0.27638885,0.18718585,0.07187538,0.16578653
0.44232115,0.2555228,0.6612688,0.40649617,0.24605112,0.16045655,0.0962551,0.17002814
0.39538234,0.22191966,0.5629272,0.3517133,0.24801184,0.15324873,0.042270683,0.14404605
0.33376175,0.14772558,0.4547795,0.26825786,0.16922842,0.10913879,0.019157529,0.096293464
0.4298765,0.24389309,0.5701868,0.40269735,0.23540062,0.15825899,0.07964796,0.14414495
0.48893473,0.25827935,0.6425526,0.3924728,0.3125546,0.1633849,0.057163402,0.19143572
0.4061448,0.2354986,0.63256973,0.37654224,0.24167919,0.16156252,0.066640444,0.15551431
0.57623667,0.3334872,0.78525907,0.51784325,0.31771722,0.17590515,0.14761811,0.23280932
0.57802665,0.36345685,0.9509068,0.60836744,0.431316,0.21236077,0.11900801,0.29274538
0.47834048,0.26106876,0.66057354,0.37765545,0.28397313,0.14569935,0.07061118,0.18017815
0.44857186,0.31118965,0.6988979,0.4643508,0.33044356,0.21211219,0.08089962,0.17898664
0.65159756,0.3880264,1.0521339,0.6087203,0.42636395,0.26210603,0.2107695,0.2778022
0.42526245,0.21185821,0.5935583,0.33168963,0.21019524,0.1328107,0.049267046,0.13688713
0.32044172,0.10636994,0.4065444,0.25006968,0.1369428,0.09408453,0.011829637,0.08552688
0.9427333,0.61090744,1.061782,0.8415278,0.7095048,0.3477726,0.18617326,0.38867465
0.5731958,0.35841456,0.61840594,0.54761016,0.3771611,0.21914308,0.11207531,0.21233767
0.62708265,0.39889207,1.0444981,0.58536863,0.45461136,0.23575169,0.16102752,0.30348542
0.48330224,0.25453043,0.71258336,0.414583,0.3004439,0.15658933,0.067026146,0.19280644
0.5507913,0.38298458,0.9580373,0.508357,0.35208398,0.23408422,0.14652401,0.2556292
0.51168084,0.3056198,0.7492602,0.46968946,0.3391074,0.18465209,0.09549292,0.21758105
0.53460145,0.37515864,0.8058695,0.4832396,0.35749295,0.23955348,0.18420613,0.23880062
0.49929535,0.3203258,0.6407038,0.36240777,0.26405317,0.17323478,0.09957843,0.19390717
0.40140584,0.20410722,0.69180334,0.39455163,0.25369322,0.17066841,0.082461104,0.17358354
0.6702162,0.4671388,1.0948036,0.724856,0.5268417,0.24367638,0.14678627,0.3683527
0.374831,0.214894,0.56432766,0.3263758,0.20300673,0.14401731,0.062294386,0.14081886
1.1676996,0.6771306,1.7073282,1.2024622,1.0089688,0.4522359,0.25225693,0.59969425
0.6043023,0.38914764,0.8486228,0.55755997,0.42784864,0.24445401,0.14736867,0.25971457
0.5226956,0.35858664,0.6848698,0.46099785,0.3455644,0.18521364,0.07883638,0.2275519
0.52298653,0.31378558,0.7662166,0.40908125,0.29136485,0.17587155,0.11667646,0.20993474
0.4193407,0.21929225,0.6219941,0.35094097,0.22652833,0.14696386,0.053721108,0.14592718
0.40785247,0.20659342,0.53456974,0.33140725,0.20210738,0.1314144,0.059565976,0.13400304
0.5518317,0.30027428,0.8240657,0.47093326,0.40122905,0.18356682,0.10414895,0.23108613
1.0887976,0.84518206,2.0915596,1.537568,1.1850133,0.5161313,0.39556512,0.67047733
0.3219857,0.11138993,0.44709533,0.26384586,0.1381439,0.0987882,0.0072924234,0.08460176
0.35176048,0.1728442,0.53260624,0.29069033,0.18198931,0.10913707,0.034016676,0.10801308
0.56710136,0.43000093,0.89602476,0.629143,0.47072572,0.19167526,0.09935891,0.31177154
0.7965894,0.40560484,0.6805638,0.5824652,0.47003463,0.2631268,0.15201268,0.29418007
0.61329186,0.37700886,0.9715918,0.7722293,0.49895868,0.24887198,0.17975461,0.3047439
0.36853474,0.18679589,0.6182631,0.4141972,0.24456912,0.14179629,0.047323674,0.17504628
0.44383276,0.23826993,0.613864,0.35704717,0.26816455,0.1439785,0.056048907,0.16153711
0.4073633,0.22597969,0.6553209,0.36250147,0.23255117,0.14141251,0.065801844,0.14934477
0.47029963,0.26337367,0.6770028,0.3961391,0.2472982,0.15950026,0.100958355,0.17840259
0.5432209,0.31745726,0.8168889,0.49912903,0.35973698,0.20880379,0.11987471,0.21107315
0.41007057,0.22124594,0.55900335,0.3449679,0.20974912,0.13361384,0.0655406,0.1428307
0.39800963,0.20892534,0.61397016,0.30976582,0.22136673,0.12957858,0.068257846,0.12867789
0.41053894,0.19812378,0.61655974,0.33076498,0.24078287,0.12098436,0.05036588,0.14752042
0.481669,0.38028294,0.68699324,0.5426376,0.3929895,0.22686239,0.10910567,0.16145578
0.48353174,0.27038202,0.7356652,0.41377565,0.33007592,0.19110623,0.08439418,0.1887478
0.7178909,0.4947291,1.3441403,0.93914664,0.70901126,0.34001476,0.21772492,0.36792412
0.3185617,0.17626286,0.42561606,0.29396495,0.1865161,0.14400806,0.030893594,0.08434048
0.76511174,0.38579005,0.8410704,0.6483128,0.48712194,0.28930745,0.16463506,0.27297604
0.39628026,0.22007063,0.56747514,0.33657268,0.25387162,0.16319536,0.04008414,0.14779952
0.36705366,0.1260045,0.50423825,0.2371782,0.19827673,0.07988021,0.037299015,0.10712062
0.372834,0.29350185,0.79252493,0.5653268,0.31484666,0.22059639,0.10387566,0.23112658
0.61471236,0.35365242,1.0657568,0.63955176,0.46576837,0.24826483,0.16004321,0.2873735
0.312813,0.12878275,0.4552289,0.25438756,0.14265536,0.107514754,0.016277757,0.08727048
0.42053297,0.23857796,0.5282392,0.31854117,0.24323474,0.16340396,0.057437137,0.16129343
0.37731326,0.18354012,0.5405098,0.32049796,0.22579502,0.15032423,0.022953756,0.12284006
0.32371858,0.14645362,0.4994267,0.29707626,0.15589239,0.12037283,0.025848113,0.099827066
0.70114297,0.38168764,1.0555303,0.60811186,0.5434907,0.25606716,0.16467303,0.3015209
0.32302707,0.11422149,0.4498595,0.2610482,0.13960831,0.09902829,0.009024583,0.086190365
0.42165792,0.23889703,0.6735144,0.38211122,0.23237179,0.15052271,0.07062513,0.15682451
0.6903186,0.41186464,1.2109433,0.82341456,0.61734056,0.2937431,0.17550674,0.3921473
0.40548617,0.25225765,0.5673911,0.3494639,0.23346473,0.14703684,0.055536367,0.15476848
0.4140466,0.20668161,0.5729201,0.32747668,0.23000957,0.13503976,0.03853932,0.14168999
0.2968393,0.15051755,0.43315116,0.2658146,0.1586984,0.121276006,0.03794813,0.103047356
0.73439413,0.38287255,0.69776964,0.57700515,0.46953923,0.27398235,0.14721313,0.24616593
0.88478315,0.4818892,0.8185576,0.74143255,0.54028976,0.3126769,0.17231464,0.3150246
0.46544656,0.31537718,0.8415557,0.5200881,0.32249796,0.19725873,0.1041675,0.24638538
0.33357146,0.16337875,0.49887213,0.2920157,0.17823368,0.12124686,0.024216972,0.103904784
0.48415712,0.27749175,0.80667293,0.42064092,0.3002712,0.15788037,0.10608933,0.19342291
0.4176683,0.28526822,0.68509066,0.42130917,0.26807287,0.17122105,0.08905444,0.16820784
0.41214845,0.23690367,0.67960113,0.33118352,0.27993146,0.1273774,0.07644679,0.14478262
0.46265605,0.28759483,0.5699358,0.3465746,0.26289338,0.1707748,0.08659383,0.16788584
0.36171526,0.169967,0.50672764,0.26545453,0.17722295,0.123736024,0.028212756,0.11151667
0.513449,0.2504913,0.7394046,0.40568,0.35145596,0.18172231,0.07295207,0.19793124
0.54592216,0.35195458,0.90887845,0.5512823,0.37628672,0.21713245,0.14599794,0.23509674
0.37008104,0.20498581,0.50254524,0.31907496,0.1868362,0.13339327,0.045100912,0.124796286
0.618855,0.35149515,0.9458228,0.52261645,0.4303038,0.21872708,0.13220972,0.26388508
0.6918957,0.38884038,1.231435,0.69099414,0.537886,0.27189463,0.23257133,0.28811246
0.5557615,0.33874545,0.7389531,0.51387537,0.38107416,0.22315508,0.11921375,0.19406557
0.51026076,0.25331962,0.5394739,0.4718392,0.27139837,0.124468505,0.08512714,0.17002352
0.34129065,0.1681697,0.44498667,0.25978416,0.162927,0.11108273,0.01922118,0.09293768
0.40568772,0.23441604,0.65121394,0.38405734,0.22017282,0.15572919,0.07867969,0.15435158
0.3615643,0.14531402,0.5765219,0.3456316,0.20092447,0.11642906,0.05948878,0.12482859
0.5649883,0.30277413,0.7637653,0.4355025,0.38598305,0.17898594,0.10099801,0.22893669
0.6830745,0.39916253,0.79251426,0.6467953,0.48686278,0.26564148,0.15208879,0.25725204
0.40472433,0.22812912,0.62718683,0.37746134,0.2640306,0.16609135,0.05557426,0.15011896
0.37323505,0.14103699,0.4648726,0.29721493,0.16003956,0.10419342,0.030112006,0.10433191
0.38361925,0.22199714,0.5580213,0.33751556,0.20394196,0.14555353,0.04384882,0.13138723
0.46711862,0.26454735,0.70471436,0.39144275,0.26467583,0.16764835,0.08848632,0.1835078
0.6834057,0.40452877,0.73240507,0.5022861,0.44342548,0.21066655,0.10177993,0.27614358
0.37019476,0.19137567,0.52939385,0.27923536,0.18454894,0.11835392,0.045601733,0.11256777
0.33911958,0.15731052,0.46828994,0.32613847,0.16496937,0.12936592,0.04908692,0.1087912
0.55910057,0.34153137,0.6968167,0.49639586,0.38501737,0.24133481,0.101401486,0.21151415
0.3661223,0.18829243,0.6205255,0.4076779,0.23949651,0.13851836,0.04778911,0.17403167
0.6080451,0.34337032,1.0316747,0.72040856,0.492207,0.24029306,0.14598814,0.33436123
0.81849056,0.667307,1.4984287,1.064023,0.8658251,0.40144956,0.24060026,0.3788178
0.45349574,0.24903339,0.71281993,0.403933,0.2734278,0.14852867,0.07283102,0.16934538
0.47488934,0.2729268,0.5850392,0.43697366,0.29417035,0.19113046,0.08745625,0.15395743
0.5059901,0.29775518,0.8307886,0.4834867,0.37500927,0.19777595,0.122893296,0.23259702
0.57526654,0.3690286,0.83011067,0.4994446,0.40633476,0.21621342,0.13003951,0.2744242
0.37923762,0.21255645,0.55935466,0.33802223,0.22747873,0.15845348,0.059388816,0.13673706
0.48164326,0.32374611,0.6578498,0.3854892,0.28347427,0.19172275,0.13217112,0.19000587
0.53277284,0.37411252,0.780783,0.44924706,0.28809226,0.20184784,0.1396771,0.23612088
0.5207516,0.3663693,0.68533295,0.42804608,0.33230478,0.19213007,0.1046261,0.21158275
1.0085229,0.6369786,1.4013405,1.0064814,0.8251277,0.27132624,0.2000114,0.54650754
