har,nlan,t09,t10,t11,MI_size_D_t09,MI_size_D_t03,MI_size_D_app,MI_size_D_telonuse,MI_size_D_ifc,effort_D
0.9283012,0.9771613,1.0570393,1.1175294,1.2442819,0.3475139,0.4350622,0.36746645,0.45686197,0.44512314,0.19722968
0.8195443,0.2613002,0.66990757,0.7340217,0.3534689,-0.06684116,-0.010692617,0.0003743805,0.11932862,0.10388158,-0.032713305
0.9408072,0.4606496,0.93685037,0.7862845,0.69770175,-0.014241897,0.09850219,0.1618517,0.27163956,0.21948774,0.032500587
0.6471975,0.1297266,0.49852222,0.42444623,0.10335466,-0.08165733,-0.01269912,-0.07385905,0.11598392,0.09553316,-0.10596789
0.9554386,0.3350137,1.035141,0.76250166,0.6388235,-0.015854578,0.14807394,0.15560904,0.27570808,0.24980733,0.063758925
0.87970936,0.4207254,0.956856,0.7327248,0.67310435,0.026458897,0.17674443,0.17845273,0.27014703,0.27886972,0.07798881
1.0542567,0.44833735,1.2006267,0.89594287,0.7753522,0.029436022,0.2128609,0.20868176,0.341763,0.36925092,0.09253367
0.8426692,0.22677581,0.77626246,0.6085703,0.41327235,-0.054627724,0.017319936,0.062009472,0.165331,0.121478215,-0.0241202
0.7478996,0.21660426,0.54121244,0.63301116,0.21133038,-0.082307294,-0.030948885,-0.06742075,0.09374595,0.092663914,-0.089143604
0.8890535,0.28846633,0.85571146,0.6817765,0.53969866,-0.04914326,0.059165884,0.11272861,0.19815947,0.15936217,0.022282444
0.85473794,0.25247252,0.81694084,0.5995349,0.46444803,-0.043344077,0.049632628,0.08450961,0.18622483,0.13972121,-0.011746388
0.6098703,0.12423188,0.30393454,0.38385046,-0.18972486,-0.103019506,-0.028031351,-0.20841822,0.08329436,0.11460777,-0.21193844
0.96175426,0.4649639,0.78721386,0.9741862,0.52852994,-0.025624037,0.011832092,0.07106657,0.0985169,0.1502482,-0.0061756
0.87715673,0.2638417,0.86259353,0.6546588,0.5064207,-0.045286845,0.06265187,0.10913862,0.19270144,0.15080959,0.016424652
0.984224,0.42495015,1.0942222,0.82657963,0.7321002,0.02046068,0.1744349,0.19266656,0.31559247,0.32861543,0.07586018
0.90118444,0.37047273,0.98195523,0.73551154,0.6387439,-0.011955526,0.13833004,0.15743975,0.261543,0.24660179,0.05208332
0.8902789,0.42064336,0.97935045,0.77391285,0.66773134,0.020150974,0.17118064,0.16343316,0.28024173,0.29380998,0.063407585
0.86644214,0.25362056,0.80690396,0.6247529,0.46543545,-0.050560452,0.030142795,0.08484694,0.17063712,0.1262379,-0.0049595274
0.8246861,0.19871184,0.77938473,0.5813587,0.40461868,-0.055119466,0.032095697,0.064855695,0.17240828,0.12461657,-0.02465987
0.8609445,0.31039363,0.8224823,0.7234816,0.50576246,-0.0441178,0.05182899,0.10402338,0.17799966,0.15770471,0.014231715
1.0977088,0.6019404,0.8654742,1.1763505,0.6006242,0.00067941844,0.022780605,0.063785106,0.086277544,0.1844265,-0.0152944755
1.2412525,0.73923826,1.5139266,1.2027276,1.1777413,0.21769276,0.44623232,0.3909904,0.53838116,0.629738,0.20605856
0.9495054,0.32820594,1.0232698,0.7662384,0.6342788,-0.016855653,0.13890481,0.15594701,0.26682487,0.2512284,0.06116037
0.8997451,0.30055043,0.97046953,0.76374716,0.51968193,-0.03410229,0.12639207,0.10350256,0.27121273,0.2298266,0.04078123
0.92859966,0.40082985,0.9338409,0.73449343,0.64219964,-0.02996699,0.099691465,0.13706137,0.2439079,0.21303621,0.04950895
0.9691129,0.47858417,0.81538594,0.9851845,0.53582406,-0.022954222,0.014085125,0.0638378,0.10112366,0.14842777,-0.0014289692
0.9861359,0.4799079,1.1089647,0.8648341,0.77820283,0.0392171,0.20534304,0.20595008,0.3387199,0.3692678,0.084612854
0.9260816,0.339367,0.9911378,0.7361849,0.6201945,-0.025332384,0.12670034,0.1555236,0.25485307,0.23422149,0.05650238
0.8464657,0.18274811,0.82668126,0.65407676,0.35489288,-0.062132414,0.07634355,-0.008038383,0.26555568,0.17235062,-0.055372782
0.9304963,0.49290767,1.0152106,0.80427563,0.76939267,0.030517466,0.16441539,0.1947668,0.3171095,0.2990362,0.07678276
0.9219466,0.27593333,0.960348,0.7108738,0.5569814,-0.033481173,0.10438421,0.12992726,0.2314061,0.18863416,0.04521902
1.0853658,0.4316245,1.2311879,0.91387475,0.7809514,0.03437227,0.2505966,0.22316386,0.35983703,0.38022137,0.09302584
0.9504598,0.64057946,0.96508324,0.90904146,0.81049633,0.026344843,0.13441826,0.19850224,0.30526376,0.24631657,0.054019988
1.0858431,0.5597328,0.877204,1.1596168,0.5864905,-0.010263711,0.03939906,0.051476013,0.09031984,0.1800069,-0.006931979
0.87373054,0.23658589,0.8397935,0.6466014,0.46531928,-0.053668007,0.051178243,0.08759135,0.17822564,0.15631287,0.009989738
0.65527236,0.14203343,0.556048,0.4592526,0.18392062,-0.07006421,-0.0068206824,-0.028710678,0.10780126,0.09332938,-0.0703353
0.85681194,0.26325056,0.7968271,0.67554736,0.46701086,-0.060854122,0.030071426,0.081318095,0.1578727,0.12704563,0.011694942
0.74422723,0.15710434,0.6993889,0.5313558,0.2998872,-0.06822623,0.024732392,0.0035682954,0.17402342,0.120489255,-0.045925982
0.5894164,0.12114094,0.37433448,0.38242343,-0.020934626,-0.10041134,-0.03503623,-0.13025093,0.075666666,0.084661655,-0.14347003
0.9875775,0.5806906,1.1315035,0.9261498,0.92603785,0.10738777,0.2963774,0.27428958,0.37212747,0.41774556,0.12104861
1.1997335,1.4773508,1.4812683,1.6855779,1.861567,0.7767602,0.94434434,0.71409583,0.70280266,0.8338449,0.39084095
0.841139,0.3323388,0.86209196,0.6993955,0.5434061,-0.010461308,0.08171207,0.13637702,0.2291563,0.16781686,0.015948918
0.73198634,0.16739394,0.61952704,0.5287652,0.24948993,-0.07714687,-0.014073945,-0.015774276,0.13627598,0.09708257,-0.06574785
0.9528862,0.57258797,1.0235487,0.8232251,0.83287174,0.026282668,0.1594809,0.19166167,0.33194584,0.28629914,0.08067085
0.6650088,0.13546422,0.5264922,0.47438484,0.13834506,-0.09082715,-0.022114575,-0.05405154,0.09748529,0.0842287,-0.08771968
0.8903552,0.2801669,0.9412604,0.70022887,0.5391359,-0.02851869,0.10662784,0.12704073,0.23500796,0.19931653,0.026618555
0.80861163,0.25489056,0.725105,0.646793,0.40203887,-0.061147116,0.017711185,0.053911004,0.12781554,0.11200017,-0.005277116
1.0338173,0.7323029,1.086572,0.9127981,0.9653144,0.054671533,0.17387731,0.23932652,0.38922262,0.32111087,0.10099245
0.8902532,0.5071139,1.0083294,0.8184425,0.7914031,0.044828594,0.19955927,0.20833904,0.3148672,0.31392774,0.08478964
0.70462656,0.17577355,0.52476275,0.53655773,0.03876164,-0.09907177,0.017328102,-0.13226596,0.18689731,0.13439704,-0.15751421
0.8709114,0.2540475,0.8525771,0.62495095,0.49267,-0.043804497,0.06392871,0.09866646,0.19421671,0.1431756,0.008535199
0.62379473,0.13981962,0.33051357,0.41510633,-0.16937038,-0.104995415,-0.013495489,-0.20844829,0.114062935,0.120841436,-0.22044104
0.8402275,0.1906609,0.8384916,0.66346973,0.3909715,-0.06785396,0.061820697,0.03713933,0.23786688,0.15688883,-0.016288074
0.88587636,0.292463,0.8374771,0.6689524,0.52199453,-0.05016941,0.044404414,0.10102619,0.18693785,0.14201216,0.015845448
0.865815,0.24981648,0.83409166,0.64824355,0.46736997,-0.056737963,0.038021315,0.08719967,0.17441188,0.12645517,0.0014551058
0.91799414,0.4458988,0.8464346,0.88973993,0.577443,-0.02972928,0.0522207,0.099703625,0.18040231,0.17187169,0.019969076
0.86183465,0.2606729,0.84458405,0.64048785,0.48566398,-0.04301794,0.060739268,0.086891055,0.20791236,0.15335543,-0.005931992
0.96157956,0.36609834,1.066943,0.7842792,0.66994286,0.0005980544,0.16077058,0.18129863,0.2871779,0.2868073,0.07127381
0.9227284,0.3903895,0.8888459,0.76842326,0.5876061,-0.041545376,0.0707982,0.12773114,0.2150737,0.17661273,0.029373974
0.8555384,0.3141785,0.7725236,0.68963784,0.5047239,-0.045645207,0.027585343,0.08701068,0.16394284,0.13448648,-0.0031493008
0.87859035,0.27145258,0.89526385,0.6676786,0.5293662,-0.031517804,0.089866385,0.10502136,0.22844379,0.17701778,0.008220069
0.925614,0.38761848,1.0120115,0.76472133,0.6681378,-0.015385639,0.14081764,0.15959282,0.27721274,0.27095923,0.066224135
0.6545163,0.114929006,0.47893456,0.42677322,0.064622946,-0.090803295,-0.023929872,-0.08466428,0.114625365,0.09153793,-0.113099165
0.9133665,0.33471847,0.97195584,0.72472316,0.59666634,-0.024282828,0.121606424,0.153333,0.24111569,0.22475898,0.055557325
0.9419917,0.35618973,1.0292234,0.772579,0.6524983,-0.0063500106,0.1621605,0.17023489,0.27025566,0.25664416,0.065963306
0.8813605,0.2698062,0.900498,0.68686444,0.5199219,-0.04747782,0.082324386,0.11047153,0.20290644,0.16213493,0.03239418
0.85785687,0.2338523,0.79116845,0.6259451,0.4404642,-0.052697703,0.024728902,0.07816011,0.16902499,0.12075252,-0.014904745
0.8686364,0.4659573,0.89547366,0.81560147,0.6721638,0.019440696,0.115201876,0.16282739,0.27149406,0.23901604,0.033095874
0.97597355,0.5165396,1.1007184,0.8549378,0.81365705,0.023724452,0.19954495,0.2195866,0.33089176,0.33490446,0.09668825
0.9225801,0.45132408,0.8402083,0.8230948,0.6130019,-0.026316185,0.053505,0.11489922,0.20836712,0.1805744,0.015221331
0.9817098,0.46915242,0.8013547,1.0072137,0.52968603,-0.022854436,0.014078673,0.05843467,0.10477185,0.15543216,-0.005209502
0.958394,0.4449699,0.8368954,0.962572,0.53245187,-0.029788356,0.045383293,0.099109605,0.13536194,0.17052104,0.014504716
0.90313745,0.25892922,0.916258,0.68135285,0.53493136,-0.03936038,0.085862964,0.11971152,0.21800566,0.17316762,0.02556669
1.1860174,1.3277587,1.3863397,1.4706451,1.6705593,0.5934695,0.6872764,0.56646436,0.66570467,0.7083441,0.33181274
0.95435303,0.70171595,1.0909963,0.9760456,1.0080272,0.21947277,0.36963132,0.31188816,0.40000916,0.48337153,0.15613422
0.68678087,0.1640181,0.27564165,0.4672698,-0.3474642,-0.099423185,-0.015428469,-0.27834836,0.088485405,0.15651946,-0.29142585
0.84990305,0.71814406,0.9571932,0.91595167,0.96312904,0.25486195,0.375549,0.30656046,0.35982886,0.4287251,0.14358309
1.1357111,0.77978206,1.0805713,1.2366794,0.9025137,0.08310699,0.15041192,0.2289535,0.31052822,0.32618985,0.018792082
0.89071786,0.3296437,0.8429709,0.71455246,0.53532755,-0.05130109,0.04987919,0.0995653,0.18261208,0.14744502,0.023014098
0.72211903,0.13520145,0.6229216,0.5022475,0.2209217,-0.08181888,-0.003996061,-0.022323111,0.1424949,0.101788186,-0.069168806
0.8120421,0.2081078,0.79877067,0.61593896,0.4165671,-0.059876584,0.04827554,0.06344207,0.18494505,0.14312726,-0.0013519488
1.0721098,0.38271812,1.195167,0.8896712,0.723089,0.013495736,0.21061458,0.19141698,0.32804397,0.32779828,0.08879552
1.0589887,1.1427854,1.2063286,1.2517298,1.4240819,0.42718238,0.5078029,0.45369598,0.54741204,0.55016804,0.25327215
0.87482363,0.21520132,0.8340247,0.68448204,0.43213034,-0.05671579,0.04290917,0.062026527,0.1903276,0.14228074,-0.008896317
0.7387762,0.14594838,0.64890736,0.5198889,0.22353575,-0.08161887,0.01899083,-0.045550454,0.19236366,0.119808994,-0.08347976
1.4004399,1.3057159,1.7211758,1.6750884,1.8249818,0.59956783,0.8104414,0.6458518,0.746934,0.9031718,0.35472193
0.7760311,0.22774994,0.64762187,0.6434348,0.3235167,-0.0640848,-0.008940013,0.008806393,0.12204516,0.10014558,-0.032907046
0.9007864,0.38010684,0.7432766,0.88170797,0.46615574,-0.043703552,0.0037053488,0.045402225,0.10956243,0.12892756,-0.011144139
0.99856645,0.56404585,0.8414251,1.0772357,0.5886683,-0.004962623,0.03628098,0.081655666,0.09304708,0.16939782,-0.0052674636
0.85275376,0.2699654,0.8385668,0.62975967,0.4761841,-0.03408078,0.06484488,0.08085753,0.20768885,0.16561303,-0.0021995194
0.9180606,0.5367719,0.85091007,0.928375,0.6431143,-0.0010477267,0.06654546,0.1271644,0.19109496,0.17881607,0.0063971244
0.86899596,0.2546672,0.79725796,0.65017545,0.4727511,-0.056870364,0.02666846,0.08552714,0.16421512,0.12337798,0.0048870333
0.60224956,0.1364531,0.31092545,0.3765167,-0.18990824,-0.093004085,-0.0025558602,-0.21749058,0.1006722,0.12747951,-0.2258915
0.8721487,0.3649782,0.7375695,0.8060351,0.47208726,-0.043492224,0.008697197,0.059070367,0.12671542,0.12258743,-0.0045542903
0.99273556,0.80347407,1.104994,0.9833007,1.0780095,0.15945026,0.2832637,0.29875997,0.4254529,0.3906528,0.14347291
1.0255052,0.4623288,1.0774156,0.8012894,0.7680383,-0.0029394925,0.15644595,0.16939585,0.3140622,0.2905929,0.071524195
0.801631,0.21708481,0.7327143,0.5753556,0.370964,-0.056689844,0.016125955,0.047547113,0.14093897,0.113178395,-0.023764228
1.0063591,0.24730292,1.0130844,0.8269495,0.47074753,-0.06548979,0.14249554,0.023501378,0.35079643,0.24951324,-0.051699303
0.9138945,0.441846,0.78344375,0.8877363,0.5236914,-0.024709243,0.023780957,0.07837501,0.13744284,0.14921722,0.005435586
0.9255943,0.43123135,0.7686013,0.9147442,0.5127533,-0.0315177,0.009074893,0.06973973,0.10782236,0.13929044,-0.0021859035
0.91114336,0.43332842,0.7913617,0.86072856,0.55239254,-0.02397354,0.025509395,0.08521801,0.1507012,0.1566267,-0.0030271225
0.780111,0.2051444,0.64830333,0.6647389,0.28987706,-0.08259599,-0.005361356,-0.009852629,0.14072123,0.10518313,-0.044207025
0.9554583,0.2825843,0.99215585,0.7190079,0.57520163,-0.024435852,0.12060849,0.12962477,0.24604675,0.23185247,0.044213817
0.9387061,0.3989652,1.0303088,0.77441984,0.68306494,0.01414834,0.16807425,0.18238685,0.29113662,0.30047888,0.06511759
0.6909688,0.15698162,0.5534785,0.49184182,0.12611502,-0.08553429,0.0155636445,-0.09330839,0.1725379,0.122546606,-0.12955889
0.9192815,0.43075824,0.92621976,0.861986,0.6525483,-0.018347636,0.09566201,0.14689085,0.2517736,0.20879829,0.03324894
0.8717374,0.34344444,0.586691,0.82549006,0.21591285,-0.061353695,-0.01813665,-0.11506395,0.07576124,0.14067492,-0.10906602
0.91261095,0.24021581,0.95604724,0.7229408,0.50827956,-0.033674814,0.12600768,0.08899644,0.27906784,0.22376388,0.0034811087
0.929811,0.2632125,0.865955,0.74076587,0.51079625,-0.047422864,0.05783416,0.09265557,0.19489913,0.16659431,0.012681227
0.9770041,0.52381337,1.0624872,0.8237777,0.8111848,0.0077918917,0.1803839,0.20581885,0.31696016,0.31034854,0.092288636
1.0951321,0.3883414,1.2222856,0.9197238,0.73181504,0.01643011,0.2209999,0.19994375,0.34118387,0.33765715,0.093258165
0.9236088,0.26959854,0.9269979,0.6980607,0.5534612,-0.043343537,0.086374685,0.11794336,0.2161172,0.18597786,0.035686374
0.79437727,0.22429693,0.6975278,0.6292461,0.3486086,-0.054124534,-0.0025812015,0.030298728,0.14501463,0.105292745,-0.028984198
0.858601,0.2889385,0.79979587,0.7284481,0.4704566,-0.056744922,0.039130103,0.08160482,0.15654178,0.13626747,0.016050328
0.9913389,0.36064523,1.0475816,0.7676995,0.6575417,-0.01598085,0.1409124,0.16026689,0.28977183,0.26164427,0.05230309
0.84058976,0.28735238,0.7233077,0.6902985,0.4379137,-0.058974132,0.0062970426,0.059766237,0.12846397,0.10857249,-0.008884039
1.191225,0.7976202,1.3433547,1.0824205,1.143503,0.121110134,0.29701698,0.34105104,0.48168194,0.4761025,0.17074096
0.77107596,0.18090379,0.74324995,0.56488305,0.37844384,-0.061317436,0.031590078,0.0478852,0.16909683,0.13005368,-0.013926394
0.9062351,0.4117395,0.98107636,0.77995074,0.6505659,-0.03161724,0.12889872,0.13802494,0.25921616,0.24352847,0.054102786
0.6195399,0.1335442,0.32363984,0.4299591,-0.22913054,-0.09589328,0.0024600402,-0.24373047,0.11141059,0.14264956,-0.23464742
0.91593575,0.47842398,1.0337477,0.81972146,0.76998615,0.080786,0.22711267,0.21015479,0.3211361,0.37269852,0.08910369
0.8528058,0.28272626,0.7683065,0.6761081,0.46781448,-0.05248582,0.024282504,0.07951625,0.15392075,0.12715705,-0.0012233146
0.8749695,0.32246017,0.8771691,0.7220503,0.54265493,-0.028061068,0.07472034,0.12462151,0.22047226,0.17208327,0.021217778
0.9160731,0.61445713,0.97115904,0.90075594,0.8219155,0.022420824,0.14048357,0.2100334,0.31994668,0.27590373,0.039894752
0.60191584,0.11980451,0.32260352,0.4008066,-0.19156075,-0.0945836,-0.019620312,-0.19715646,0.08837554,0.11502931,-0.19894981
0.7982788,0.30588993,0.81862956,0.6510258,0.46613127,-0.04469533,0.09976363,0.07329865,0.23647593,0.2058486,-0.005733773
1.0000954,0.51427794,1.1255907,0.86289,0.8119608,0.027451314,0.19068916,0.22070579,0.34532818,0.34013247,0.08168267
0.988377,0.481464,0.81887954,0.99729735,0.5568725,-0.021919228,0.019941282,0.08569181,0.11359839,0.16039036,0.0051690303
0.8907201,0.39208466,0.93678236,0.70589465,0.6430223,-0.019192643,0.11289093,0.14506945,0.2512403,0.22255997,0.04135073
0.8958217,0.5564784,0.98590076,0.8988501,0.7580063,0.029830515,0.16457386,0.21020798,0.30081287,0.27045035,0.04179217
0.8439297,0.31115398,0.7164704,0.73431325,0.44204572,-0.05669874,0.00510126,0.05702691,0.120296285,0.110966675,-0.008186281
0.90568197,0.36321563,0.91829544,0.67872316,0.62197196,-0.025240693,0.09611219,0.13252458,0.24672827,0.20340498,0.033231266
0.8750943,0.29417384,0.76402247,0.77075005,0.44651678,-0.06337048,0.02524925,0.056485165,0.13137911,0.12350388,0.0058344826
0.92966473,0.5338514,1.0210631,0.8212289,0.8028636,0.014106795,0.16635388,0.20428213,0.3229261,0.2782668,0.07148463
0.8670792,0.23682761,0.85505474,0.64381313,0.47705856,-0.049120694,0.061063755,0.09777954,0.19726524,0.1524752,0.0061679706
0.8827537,0.256602,0.8695483,0.67674917,0.5023308,-0.052683685,0.06433533,0.10514806,0.19623233,0.15886962,0.026305757
0.98912925,0.70256174,1.0892078,0.93521637,0.9923024,0.14283505,0.26753017,0.27431437,0.4035556,0.40202793,0.13042456
0.73540854,0.16053502,0.6729359,0.5101269,0.29168266,-0.06766613,0.016672444,0.010092638,0.14823408,0.11770643,-0.04016882
0.87182456,0.3732188,0.7701344,0.7576802,0.5322288,-0.044608258,0.022677734,0.08848283,0.15981607,0.13479581,-0.005864341
1.0002722,0.36621156,1.1029276,0.84445816,0.6852905,0.00394284,0.16935167,0.17380151,0.30812982,0.31525338,0.07294802
0.91464937,0.36108902,0.8800128,0.65864885,0.6026035,-0.035474256,0.065143436,0.11622569,0.2276255,0.17220598,0.024663247
0.74148965,0.13543785,0.6594628,0.50882673,0.24029857,-0.07484497,0.0076487456,-0.00749081,0.13881142,0.10795784,-0.061579347
1.0249064,0.8118619,1.1434655,1.0020375,1.1054566,0.1437141,0.2914181,0.3000364,0.42986172,0.40006638,0.14576343
0.98133796,0.5046953,0.8480315,0.9848943,0.5833533,-0.015061285,0.043048117,0.105523616,0.14773001,0.17623135,0.00912739
0.6453408,0.14696756,0.3507182,0.43695983,-0.20790356,-0.099870935,0.00046730787,-0.22366415,0.124798074,0.13338666,-0.23383233
0.91142714,0.26405144,0.93993247,0.69902444,0.5360832,-0.031963676,0.09703085,0.122183755,0.23209442,0.19526011,0.021137469
0.74255955,0.16000883,0.6545962,0.5246002,0.23648536,-0.07849067,0.017337665,-0.014599239,0.16765568,0.11992816,-0.062101662
0.8635719,0.36500928,0.71631336,0.8201609,0.4452361,-0.04323131,-0.00016931258,0.047907714,0.10772462,0.11914311,-0.01102614
0.8381195,0.23757431,0.7935299,0.68645626,0.42973974,-0.0538682,0.033683173,0.054053742,0.17540991,0.1298,0.007817823
0.7725769,0.19345015,0.68294317,0.5866814,0.19193807,-0.0806049,0.04332595,-0.056963205,0.22985342,0.14279005,-0.10089292
0.59737676,0.12183967,0.3676561,0.36008236,-0.0520991,-0.09452556,-0.025186794,-0.14945818,0.08716835,0.09654336,-0.16258174
0.92174244,0.44771838,0.9125109,0.7327734,0.68581873,-0.031898662,0.08766782,0.13330814,0.25505352,0.19419402,0.04090455
0.7661925,0.16694048,0.696237,0.58545846,0.23202401,-0.07733938,0.056174632,-0.06781079,0.24279547,0.15217157,-0.09496388
0.96410465,0.34444365,1.0253613,0.7786831,0.63197994,-0.019406091,0.12840423,0.16026914,0.25867838,0.25248036,0.06631429
1.0258021,0.4025417,1.1383368,0.83382905,0.7282376,0.0067603067,0.19144763,0.18297914,0.31404594,0.31507066,0.08437609
0.72732705,0.17321984,0.5690368,0.5835481,0.21646547,-0.087949425,-0.018201705,-0.0444524,0.1090868,0.091923416,-0.06825417
0.8772812,0.3832767,0.73462707,0.84541565,0.47172356,-0.041563686,0.008692795,0.055266883,0.10372025,0.12522626,-0.008103646
0.8785481,0.6526574,1.0059569,0.9054448,0.94011146,0.17585129,0.3307318,0.28111503,0.35715613,0.41037384,0.13310581
0.5963045,0.1595923,0.24990761,0.3777407,-0.27026343,-0.08709539,-0.015497388,-0.2396161,0.082511365,0.13624437,-0.25215378
0.688611,0.20642087,0.5260387,0.5722576,0.19528265,-0.07879994,-0.020195875,-0.052461773,0.07719506,0.084887065,-0.07987614
1.0039418,0.592854,1.065199,0.8336196,0.87169504,0.019593887,0.17356983,0.21742268,0.35010475,0.30060098,0.08290077
0.68180656,0.14721578,0.318567,0.47223902,-0.25370333,-0.10692223,-0.023843516,-0.25046435,0.12705551,0.14335385,-0.2693838
0.8471615,0.3354892,0.7302848,0.7887231,0.44339073,-0.0505977,0.012033656,0.038267452,0.12607978,0.119312026,-0.01139826
0.875384,0.3521158,0.5535997,0.802169,0.1817155,-0.06441001,-0.023249086,-0.14397812,0.06776343,0.14088936,-0.11904294
0.8743836,0.32637107,0.8987628,0.69021785,0.550591,-0.034982592,0.08953369,0.111863405,0.2217056,0.19537832,0.026326455
0.86441344,0.41884503,0.7648405,0.83789307,0.52213144,-0.036986567,0.03369927,0.0917875,0.13125543,0.13261563,0.0015774146
0.6566895,0.11845908,0.41592753,0.45271033,-0.010584712,-0.11160723,-0.038900353,-0.1415993,0.096615,0.09251151,-0.15612262
1.0922918,1.1514257,1.3176907,1.3826878,1.5123676,0.5321178,0.70906764,0.53939945,0.572094,0.7053184,0.30815768
0.9536377,0.50069124,1.0322284,0.81443477,0.76563495,0.019594103,0.16258383,0.17258927,0.3145118,0.30256993,0.074446686
0.6790176,0.13263263,0.60164356,0.46834067,0.21987352,-0.07220879,0.00039473549,-0.010499798,0.11498755,0.097432785,-0.056755673
0.7170137,0.15533984,0.63663554,0.5030439,0.25047052,-0.0733077,0.014534444,-0.014373835,0.15442145,0.117986396,-0.05496197
0.83304566,0.30205294,0.7476655,0.68877995,0.46359515,-0.053928416,0.022186663,0.06715384,0.144067,0.120901,-0.0032939538
0.6644746,0.13822047,0.4671237,0.48333278,0.10200849,-0.10482908,-0.04076248,-0.09313983,0.09743285,0.080265105,-0.11814029
0.9982884,0.46124583,1.0944278,0.8456476,0.7653183,-0.003171876,0.1664212,0.1888144,0.31525582,0.31052577,0.07887278
0.80768067,0.42571002,0.8500464,0.75323135,0.5437866,0.029800296,0.213808,0.118709385,0.2767865,0.29616293,-0.008868694
0.851598,0.38232508,0.8185566,0.729081,0.5737511,-0.039583385,0.061102707,0.10660289,0.20406188,0.15758531,0.017534714
0.63632286,0.12312825,0.42293906,0.41378295,-0.0065697357,-0.09914963,-0.020448813,-0.13540941,0.12299609,0.09709879,-0.15265232
0.9165524,0.48997426,0.8298999,0.8900636,0.61337894,-0.019673828,0.04807009,0.11390585,0.17969474,0.1633761,-0.0010829456
1.0611904,0.33806157,1.1544213,0.8534762,0.68231267,-0.0017012954,0.17448288,0.17722714,0.3126381,0.31187943,0.07467645
0.99272233,0.39012718,1.0691813,0.8127729,0.70556074,0.00018773228,0.16172303,0.16402921,0.29897186,0.3073727,0.07026015
1.0608768,1.088108,1.2357773,1.2623352,1.3987591,0.44756344,0.5716955,0.45391452,0.55056286,0.60208654,0.27453303
0.9099056,0.44807255,0.88098603,0.80125755,0.661494,-0.025197882,0.075511664,0.14395592,0.23436904,0.18233632,0.014846511
0.96129256,0.73783946,1.0585569,0.9641677,0.9493142,0.0967698,0.22474596,0.28395918,0.390553,0.33952537,0.10273161
0.8687884,0.41122165,0.95396954,0.7467832,0.66966355,0.008727916,0.14839724,0.16703801,0.263247,0.2672058,0.057911508
0.9845688,0.48439553,1.1220001,0.86540836,0.80135846,0.06578456,0.22994669,0.22603808,0.35134572,0.39735067,0.09650316
0.84823185,0.22858733,0.8516923,0.6447772,0.45697203,-0.04732983,0.071578965,0.075011745,0.20644407,0.16752808,-0.004207682
0.95198864,0.25402182,0.94241536,0.70822066,0.5571608,-0.044904605,0.08404827,0.12043919,0.22363354,0.19567925,0.033995926
1.0141944,0.46743658,1.1412045,0.8667897,0.78468955,0.006744325,0.21158189,0.22268848,0.3256712,0.32229397,0.09323908
0.8779007,0.288678,0.86528933,0.72098935,0.51076543,-0.0553041,0.06526886,0.10266015,0.18359633,0.15917465,0.035500288
0.975807,0.4758645,1.0833349,0.8382178,0.785708,0.037813783,0.19383566,0.21030138,0.33087063,0.34661847,0.0892913
0.9458253,0.28164232,0.9511026,0.71157295,0.57942027,-0.03422541,0.09426257,0.12815613,0.22997563,0.21207294,0.038425528
0.62606883,0.12152815,0.3390823,0.4295505,-0.16926324,-0.11103012,-0.021645458,-0.2237961,0.10863119,0.11654386,-0.21861988
0.8748503,0.3449933,0.88748294,0.6740778,0.5782655,-0.030614901,0.090303406,0.100262776,0.23424484,0.19088678,0.02187597
0.795989,0.24414283,0.6151597,0.7087308,0.2702524,-0.07615493,-0.020648746,-0.041952413,0.11122258,0.10302654,-0.06823067
0.72115046,0.24536172,0.53727597,0.6357105,0.19730553,-0.06959963,-0.009847236,-0.091560215,0.09084186,0.10468649,-0.103217766
0.8712632,0.23658745,0.84486306,0.63450456,0.46997443,-0.044748984,0.052905586,0.09361227,0.19574459,0.14456323,-0.004641682
0.9219097,0.37177855,0.99092185,0.7397388,0.64460444,-0.021143183,0.12852024,0.16442895,0.25854805,0.24305703,0.06145157
0.8497498,0.2592706,0.7562285,0.66159153,0.44446683,-0.050119597,0.015034072,0.075559735,0.15205407,0.11719812,-0.010577783
1.0003946,0.360819,1.0796015,0.7954593,0.6610505,-0.002278164,0.14862287,0.16371253,0.2863195,0.30001345,0.065463014
0.9972319,0.799657,1.0938386,0.9824868,1.0639081,0.16596326,0.2702939,0.28956357,0.42814878,0.384417,0.15063122
0.73787755,0.17687452,0.6622464,0.54211396,0.24158129,-0.076673016,0.04335421,-0.039451487,0.20229045,0.12984695,-0.07621431
0.98398364,0.48902512,0.8082345,1.0102012,0.5461044,-0.020069715,0.010972291,0.0682798,0.10399462,0.1587503,-0.009389013
0.7977199,0.30187693,0.76338345,0.6907747,0.44997504,-0.052441232,0.049579304,0.07433677,0.14784934,0.12830442,0.013551492
0.60982686,0.115712196,0.4180095,0.3971449,0.009162091,-0.09160391,-0.022002662,-0.111362964,0.091856286,0.092626005,-0.13254768
0.65093344,0.14063795,0.28358635,0.42832237,-0.25557172,-0.11115641,-0.028448055,-0.24432518,0.07086697,0.124797665,-0.24839544
0.7925186,0.17681414,0.7535334,0.57820606,0.36048397,-0.062431477,0.030648481,0.04208711,0.16820453,0.12607868,-0.025871607
