Transactions,PointsAdjust,Envergure,MI_PointsAdjust_Entities,MI_PointsAdjust_Language,MI_PointsAdjust_Envergure,Effort
0.07755471,0.048165604,0.3439645,0.016865639,0.07277239,0.056947708,0.046477806
0.18302731,0.14424226,0.41317406,0.04937914,0.16912587,0.11049325,0.09785336
0.08583704,0.0835141,-0.07469115,0.06112607,0.04678677,-0.011065057,0.05534394
0.11494674,0.13832611,0.52735615,0.0595231,0.13410534,0.13026944,0.17468457
0.057261843,0.35571802,0.5221341,0.5233298,0.32801643,0.29104757,0.103950635
0.2780189,0.22996752,0.49704263,0.10335757,0.089955285,0.24576725,0.10244137
0.31665608,0.42705464,0.69812155,0.32959723,0.4723433,0.4928156,0.4266111
0.3422389,0.43817657,0.6860489,0.39335364,0.34237117,0.4729903,0.5191177
0.042021953,0.06473518,0.07756294,0.06325198,0.03602148,-0.0014858749,0.10087912
0.3488825,0.3867172,0.529273,0.23234414,0.37414545,0.3788297,0.40824336
0.15185803,0.2957075,0.64314324,0.37905994,0.33444157,0.31522048,0.059684828
0.15456028,0.16331172,0.5266778,0.060136847,0.18230395,0.15346494,0.030012552
0.2292861,0.21119732,0.51428735,0.095312156,0.24455136,0.20623253,0.1540805
0.23761375,0.16895813,0.28618425,0.021223357,0.1296075,0.11256393,0.07869746
0.103418514,0.13839701,0.7403925,0.057004206,0.18559512,0.21034974,0.2282122
0.07648348,0.08188734,0.057675492,0.025083357,0.065747604,0.011174334,0.04356058
0.06981603,0.036711168,0.39850524,-0.027579496,0.045731064,0.023691906,0.018400662
0.094976395,0.15347058,0.5354279,0.11123791,0.103829816,0.13297005,0.17111535
0.08282023,0.040868606,0.38147795,0.022967203,0.008075348,0.022824915,0.008230189
0.12826592,0.15675753,0.5457031,0.040928088,0.19906,0.17655768,0.20954435
0.17642137,0.27129424,0.611035,0.21827675,0.25953072,0.28667003,0.12676667
0.22491826,0.26522774,0.35645518,0.15115972,0.23220575,0.16888033,0.15570836
0.3844605,0.3556499,0.7496214,0.24063005,0.28769928,0.49799556,0.40496197
0.17219105,0.2744326,0.67590517,0.20229271,0.2958427,0.31987426,0.28944427
0.3729806,0.35400945,0.6679703,0.19879857,0.4221946,0.40973067,0.3757367
0.07635994,0.093169585,0.08026523,0.06403868,0.054168984,0.020408703,0.1109982
0.3975694,0.48550254,0.65647596,0.43478787,0.4074282,0.5233345,0.62862736
0.059251737,0.099622846,0.3797972,-0.027639808,-0.041243114,0.10497089,-0.09707757
0.118988186,0.12569252,0.4471411,0.040577523,0.12525764,0.1035104,0.1100479
0.10883431,0.08654052,0.398985,0.02408033,0.080943845,0.052893646,0.0084949415
0.15144287,0.2238978,0.695726,0.12806484,0.25635135,0.26079118,0.29688323
-0.048206594,0.07007804,0.26231498,0.11571609,0.073032096,0.0968615,0.028390946
0.15782869,0.084115475,0.5744262,-0.008703699,0.061765958,0.05700422,0.032642227
0.15964197,0.16744578,0.5402534,0.04495865,0.1746846,0.11046801,0.15714219
0.277162,0.3710227,0.47739053,0.37857077,0.17343391,0.32581595,0.35434964
0.24364519,0.3554666,0.64767575,0.32349256,0.42670673,0.4064516,0.059818886
0.034280214,0.10620485,-0.059048247,0.114225045,0.05386352,0.05138681,0.07939884
0.30965963,0.28760839,0.57589686,0.14747939,0.09464478,0.3272435,0.07687287
0.11048978,0.17937174,0.54557395,0.14916202,0.17478879,0.20111535,0.031114522
0.18800788,0.18251732,0.6492802,0.13915105,0.08356647,0.19334295,0.2858663
0.072814435,0.13354623,0.62974274,0.19229226,0.1849535,0.20373441,-0.10929904
0.24169484,0.3393358,0.6426555,0.24926077,0.2862458,0.3406873,0.40966558
0.20058054,0.25333893,0.8219573,0.13240613,0.3256941,0.36281696,0.4106944
0.17450269,0.13674638,0.41384095,0.044506684,0.12733182,0.06883916,0.04087022
0.12619361,0.16972378,0.5225444,0.067921534,0.2029463,0.1787985,0.17314994
0.05257964,0.35807294,0.46706724,0.59945416,0.3024981,0.27266595,0.08775454
0.088310115,0.09147322,0.4205522,0.009254685,0.08381951,0.045968488,0.09632018
0.107363924,0.12800655,0.42992496,0.059290387,0.11735608,0.1011964,0.0734769
0.14014037,0.14103705,0.38140744,0.050744347,0.16107431,0.111587144,0.062409364
0.07900617,0.17463183,0.5889789,0.17459556,0.20604198,0.20660442,0.029228484
0.2312763,0.22353081,0.7650996,0.12860528,0.3033765,0.29456303,0.46000406
0.0968065,0.14592385,0.3115528,0.066026375,0.15295517,0.07526338,0.04993871
0.16858697,0.1533083,0.27354342,0.0501735,0.17460407,0.044473246,0.04505331
0.073497795,0.07586776,0.21435747,0.035860572,0.06486116,0.023321083,0.09380676
0.1141686,0.13669182,0.6807674,0.02934102,0.14536114,0.17069991,0.1811642
0.1960777,0.28101155,0.68417567,0.22190031,0.19369711,0.29584852,0.39125946
0.28006443,0.32298642,0.34033278,0.22527713,0.19198662,0.22231878,0.20731354
0.2941897,0.30579835,0.5435701,0.14549004,0.3070356,0.28615206,0.18594256
0.05227449,0.042647712,0.29273286,0.007397644,0.0593267,0.031479873,0.060240224
0.18555926,0.3240522,0.63146794,0.27939403,0.35470158,0.35256758,0.25154668
0.11282891,0.12698701,0.34826306,0.019737426,0.12215992,0.08943364,0.088180244
0.093068674,0.21366307,0.6033114,0.28450972,0.25244427,0.27182674,-0.008383581
0.050009057,0.0713419,0.2230119,0.04181625,0.038267005,0.023224043,0.10362961
0.16927703,0.2678378,0.7328204,0.20658989,0.31238112,0.32388005,0.3268886
0.14212796,0.20438513,0.6666022,0.12055776,0.23842409,0.24151014,0.28580981
0.27115119,0.33548343,0.7328544,0.19680768,0.4060578,0.40493,0.33324945
0.06508469,0.09103627,0.2872368,0.0681059,0.06695582,0.044217862,0.11585047
0.12520601,0.12154992,0.21792385,-0.0055329576,0.13048653,0.043171987,0.029418819
0.18679044,0.13376501,0.42853835,0.025994636,0.14631268,0.0910671,0.16163523
0.043565165,0.3057233,0.33498734,0.45334488,0.17267334,0.18366377,0.14539586
0.084207796,0.1031753,0.3785301,0.03310445,0.10779369,0.07268562,0.09629372
0.4040268,0.45433974,0.6229466,0.28309906,0.42767712,0.5197472,0.46869534
0.095674366,0.33204192,0.48357996,0.40773836,0.23832643,0.23303102,0.21539475
0.17778215,0.19014278,0.3772927,0.0982251,0.22239882,0.11721019,0.12863971
0.116448745,0.09209463,0.24528976,-0.0015517846,0.036501106,0.01754049,0.020840775
0.0911431,0.13736758,0.34371844,0.052320473,0.1293531,0.09402506,0.08762631
0.0953322,0.10368466,-0.05571698,0.044785805,0.06782324,-0.008289958,0.03158383
0.1762705,0.16767868,0.5848994,0.053990982,0.22408918,0.1974524,0.17519437
0.0756724,0.043331183,0.028219614,0.0297702,0.10721962,0.018359175,0.035774834
0.12738107,0.14510348,0.304311,0.042231165,0.10593073,0.019001512,0.07816835
0.1365398,0.24734265,0.75577307,0.2099265,0.2811888,0.31395847,0.29524907
0.14932749,0.22091408,0.6571437,0.13964449,0.25351074,0.2591493,0.2169981
0.12008311,0.11368983,0.35646865,0.034696385,0.096227154,0.06516416,0.108820945
0.14713156,0.33416128,0.72386074,0.34940964,0.3392486,0.36480775,0.39917272
0.06901546,0.009508368,0.19049655,0.007464065,0.061642244,0.013897119,-0.0027012099
0.3892564,0.48123288,0.48283184,0.5099174,0.22415715,0.39414087,0.37829655
0.061170213,0.2693832,0.5782695,0.2842656,0.22317247,0.2513389,0.177324
0.23679489,0.2781092,0.62359077,0.16006589,0.37491816,0.3450532,0.50039697
0.11000581,0.09493035,0.20539248,0.019586716,0.11519113,0.02077079,-0.0010584407
0.14570364,0.12795894,0.64133966,0.045195855,0.16982064,0.15269162,0.22363292
0.2993917,0.368092,0.74375767,0.2698175,0.32186016,0.4712935,0.46311614
0.060869966,0.14483845,0.5535326,0.12529773,0.1453636,0.15054266,0.14106712
0.15133029,0.07372702,0.57358027,-0.016143972,0.046606623,0.043486387,0.0130781345
0.107852995,0.14585087,-0.18684141,0.07069666,0.06955949,0.019962823,0.0103333965
0.19061169,0.19779246,0.4703982,0.050836742,0.16765213,0.14313911,0.16849138
0.32943553,0.2992062,0.6375831,0.13544556,0.3705589,0.3403742,0.3888239
0.17532003,0.053434815,0.69756734,-0.023078034,0.03498073,0.059393726,0.054193527
0.20402364,0.24498655,0.5841387,0.12504086,0.29291454,0.26106787,0.15721703
0.1496056,0.1338759,0.45847017,0.031996697,0.14009772,0.09385212,0.115729526
0.3226951,0.34245914,0.33388126,0.25775015,0.15558638,0.28622624,0.18581502
0.054882493,0.093075484,0.324947,0.06066124,0.07485918,0.04975234,0.041137516
0.1404634,0.119753525,0.64445335,0.049496796,0.12950948,0.13785928,0.16391523
0.3009461,0.3121971,0.393459,0.19016218,0.22764057,0.30748108,0.25491324
0.09112614,0.08272874,0.64115363,-0.0044246316,0.08847222,0.09761451,0.0918736
0.36197227,0.36433655,0.3935907,0.1481003,0.32132995,0.28215173,0.30094916
0.19459084,0.1744148,0.5008012,0.039876264,0.19130635,0.15692817,0.11195817
0.062165473,0.07257587,0.47342476,0.029087227,0.10372351,0.08453978,0.08823434
0.07613902,0.08981721,0.3855421,0.040450916,0.08726405,0.07080468,0.10814305
0.07566078,0.039801467,0.42492118,0.0118505,0.040936865,0.0563038,-0.048961744
0.14576608,0.16775995,0.6862599,0.05776882,0.19371249,0.21281801,0.22451615
0.033305563,0.04719395,0.19081624,0.019642618,0.0334107,0.011538951,0.054586425
0.06872982,0.07086946,0.013446808,0.01709225,0.070753,-0.005275516,0.014111004
0.085335106,0.23333462,0.41086486,0.21838029,0.14505848,0.14181001,0.18010098
0.20415418,0.18592623,0.4487447,0.07628726,0.21789664,0.17992026,0.12145815
0.109547585,0.1519838,0.49791634,0.06578143,0.15277079,0.15262261,0.20099567
0.18090655,0.13239703,0.45215586,0.0012001581,0.15507945,0.047475897,0.08601722
0.28919306,0.26478443,0.5362806,0.12330678,0.31707487,0.27620098,0.17811836
0.35335505,0.38337994,0.71195614,0.28012067,0.34090373,0.49284512,0.5330451
0.12892196,0.1363053,0.33540142,0.018557923,0.16078532,0.060408577,0.07657152
0.12438081,0.12564565,0.5346305,0.03873071,0.1556425,0.13788491,0.15901032
0.19151957,0.18231997,0.09586196,0.068553075,0.08857079,0.0058482066,0.023146369
0.08106169,0.10495415,0.25375307,0.07844311,0.07802046,0.055829316,0.10144878
0.22167037,0.2307568,0.46066257,0.08754934,0.22562204,0.2210673,0.17772612
0.13390036,0.1605384,0.46839622,0.09259855,0.17351498,0.14924447,0.01395226
0.28092626,0.27940217,0.5436521,0.08404393,0.23646903,0.2992672,0.20028585
0.053210266,0.19349818,0.49135724,0.2024173,0.13740586,0.17998417,0.07976805
0.07406996,0.07036043,0.33015826,-0.0061500836,0.06269439,0.025937246,0.035072096
0.029913442,0.0713265,0.014160302,0.08693505,0.05218557,0.010669392,0.077822
0.18081297,0.13665542,0.41166466,0.022732032,0.1827846,0.06377188,0.06395029
0.08068769,0.08098037,0.46096852,0.01654448,0.09433428,0.08026491,0.065249205
0.13196307,0.26377243,0.6187649,0.22895172,0.24980584,0.30897328,0.1618876
0.115664765,0.17758207,0.50187576,0.07690356,0.19566272,0.14617671,0.20875174
0.077894196,0.036574267,0.1406388,0.00097051635,0.0812584,0.003628105,-0.021487636
0.08951705,0.117278636,0.3763987,0.04479049,0.1281003,0.086682186,0.010914272
0.26300302,0.3403443,0.5388783,0.3099706,0.19717684,0.35329884,0.38861558
0.13254312,0.092631906,0.5068923,0.009418197,0.09131888,0.06381134,-0.0055868644
0.25481927,0.29420596,0.784713,0.14988983,0.38694242,0.39549965,0.42765924
0.12928188,0.11064753,0.31571463,-0.0010285713,0.07977867,0.03630065,0.0225923
0.12857121,0.11654377,0.3239327,0.024209138,0.15495114,0.06290383,0.055598814
0.15983279,0.106715575,0.67412865,0.018685903,0.07582105,0.129817,0.15561916
0.07702654,0.07667496,0.2550576,-0.0019387342,0.121623166,0.037428834,0.01753862
0.15192139,0.19120353,0.7263751,0.08364573,0.24710494,0.2616761,0.27030072
0.10848053,0.11799495,0.053492617,0.06346117,0.0629395,0.013340326,0.066077545
0.15508613,0.15933542,0.48904085,0.05087046,0.12435066,0.1186792,0.052453015
0.22495866,0.2588064,0.8373049,0.12245046,0.33322337,0.3783514,0.41041195
0.28960428,0.30131847,0.7128966,0.17469376,0.32056832,0.3935265,0.4135863
0.3245809,0.32500362,0.7409618,0.17877859,0.341523,0.4073991,0.4026457
0.2085685,0.2973351,0.7577315,0.21474558,0.34901553,0.3816129,0.5218037
0.07374814,0.058118593,0.31787863,0.0055571664,0.06923421,0.033035733,0.052217126
0.06911655,0.06350443,0.4804333,0.00070536137,0.06186578,0.079977155,0.05747049
0.4648627,0.45540708,0.13862121,0.30715606,0.27657664,0.2701904,0.17637314
0.36061785,0.4491436,0.7676514,0.32082394,0.5274544,0.5332715,0.54514426
0.02182116,0.07007864,0.20840691,0.052181847,0.054680448,0.03745494,0.05826517
0.13535854,0.13980296,0.581337,0.04660153,0.1642946,0.16779184,0.18103613
0.44965369,0.52661586,0.8844317,0.3690194,0.5368989,0.7194792,0.68789417
0.07849796,0.0809786,0.20797968,0.044530556,0.05397956,0.022555491,0.10754506
0.09511766,0.08747405,0.18973173,0.021061543,0.06149805,0.015473852,0.048538227
0.05385439,0.03619063,0.362793,0.011959124,0.07254021,0.060454503,0.010864219
-0.025878478,0.09662344,0.049310025,0.15381652,0.049452968,0.06749499,0.097652026
0.33832005,0.32883674,0.6120652,0.16293162,0.39198595,0.3704297,0.17772268
0.23640963,0.24520025,0.6091417,0.112851225,0.2572985,0.24824391,0.21665074
0.1109073,0.018201951,0.482163,0.0026387908,-0.0340112,0.036378376,-0.010564098
0.12086254,0.13976002,0.383037,0.0558483,0.15618764,0.11105461,0.06254967
0.08627055,0.064901784,0.33612946,0.047501545,0.035994705,0.038658284,0.114847586
0.07221267,0.06417294,0.549593,0.014982989,0.07778221,0.08646627,0.09597712
0.0742227,0.098016,-0.14387727,0.050032962,0.10079215,0.0074795503,0.0053620413
0.49437532,0.65834785,0.5026421,0.7867047,0.40419802,0.47336024,0.60745233
0.24116923,0.28143674,0.70805705,0.13454084,0.31365716,0.34057522,0.2813649
0.19029592,0.177387,0.60942405,0.0403823,0.20320062,0.18951093,0.27219227
0.12625372,0.10706515,0.6486176,0.0028697867,0.10892354,0.1258386,0.13496064
0.1714649,0.15075889,0.712115,0.043647155,0.17051552,0.17476289,0.20564424
0.10681145,0.07668885,0.32663918,0.0077117058,0.10838575,0.022617294,0.033082426
