AFP,Input,Output,Enquiry,File,Interface,Added,Changed,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Resource_1,Resource_3,Resource_4,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_12,Generated_Var_15,Generated_Var_16,Effort
115.0,49.0,39.0,0.0,15.0,0.0,53.0,50.0,12.9,14.4,15.5,17.3,5.0,1786.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,1482
288.0,18.0,186.0,21.0,15.0,60.0,300.0,0.0,4.3,4.2,4.3,4.2,11.0,1251.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,1251
199.0,104.0,7.0,77.0,0.0,0.0,0.0,188.0,4.7,5.0,5.7,6.0,8.0,1136.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,943
163.0,49.0,14.0,33.0,49.0,10.0,155.0,0.0,16.5,17.3,19.8,20.9,11.0,3234.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2684
97.0,21.0,41.0,0.0,49.0,15.0,16.0,100.0,7.5,5.8,7.5,5.8,9.0,729.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,729
439.0,82.0,222.0,19.0,85.0,10.0,105.0,313.0,8.3,8.7,8.3,8.7,7.0,3630.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,3630
3113.0,2019.0,609.0,248.0,157.0,80.0,3113.0,0.0,10.9,10.9,13.5,13.5,24.0,42080.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,34085
153.0,35.0,7.0,57.0,24.0,20.0,143.0,0.0,18.7,20.0,21.5,23.0,3.0,3283.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2856
670.0,346.0,97.0,122.0,79.0,0.0,146.0,498.0,8.6,8.9,10.4,10.8,6.0,6936.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,5757
129.0,19.0,93.0,3.0,10.0,30.0,0.0,155.0,4.9,4.1,4.9,4.1,15.0,631.0,0.0,0.0,0.0,-0.07491164,0.23330209,-0.2802693,-0.059100375,-0.035807744,-0.24238661,-0.2956512,-0.091380335,0.01575575,-0.083464846,631
329.0,324.0,68.0,14.0,0.0,0.0,206.0,73.0,6.6,5.4,6.6,5.4,8.0,2184.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2184
5684.0,2221.0,454.0,820.0,1137.0,311.0,4943.0,0.0,3.7,4.3,3.7,4.3,37.0,21014.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,21014
61.0,27.0,4.0,24.0,17.0,0.0,72.0,0.0,6.8,5.8,8.2,7.0,4.0,502.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,417
267.0,27.0,133.0,51.0,34.0,89.0,70.0,178.0,10.0,8.0,10.0,8.0,9.0,2683.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2683
218.0,78.0,16.0,56.0,77.0,0.0,227.0,0.0,25.4,24.4,30.6,29.4,4.0,6665.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,5532
919.0,458.0,236.0,56.0,58.0,76.0,884.0,0.0,5.2,5.4,6.3,6.6,6.0,5801.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,4815
66.0,27.0,12.0,6.0,14.0,0.0,28.0,31.0,3.7,4.2,4.5,5.0,2.0,296.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,246
54.0,36.0,0.0,16.0,0.0,0.0,0.0,52.0,12.7,13.2,15.3,15.9,1.0,827.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,686
245.0,88.0,105.0,27.0,79.0,0.0,299.0,0.0,1.9,1.6,3.6,2.9,13.0,870.0,1.0,0.0,0.0,-0.32806677,-0.8699374,-0.4616221,0.47788003,0.16009846,-0.35249025,-0.037427068,-1.1026586,-0.099405594,-0.39326543,470
54.0,24.0,28.0,0.0,0.0,0.0,0.0,52.0,7.3,7.6,8.8,9.2,2.0,476.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,395
151.0,40.0,54.0,15.0,21.0,0.0,111.0,19.0,7.2,8.3,8.2,9.5,3.0,1241.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,1080
103.0,45.0,4.0,27.0,29.0,0.0,105.0,0.0,13.6,13.3,13.6,13.3,7.0,1396.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,1396
300.0,95.0,82.0,27.0,76.0,0.0,138.0,142.0,9.8,10.5,9.8,10.5,10.0,2933.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2933
249.0,126.0,4.0,98.0,21.0,0.0,58.0,191.0,18.3,18.3,18.3,18.3,9.0,4551.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,4551
224.0,156.0,21.0,0.0,29.0,10.0,6.0,210.0,13.4,13.9,16.1,16.7,4.0,3613.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2999
1984.0,255.0,1008.0,192.0,158.0,0.0,1613.0,0.0,1.3,1.6,1.3,1.6,11.0,2540.0,0.0,0.0,0.0,0.5246926,6.8639297,-1.45645,-2.255558,-2.1999488,-1.5966386,-1.5673506,-0.3996036,4.0947967,3.7669005,2540
58.0,15.0,37.0,0.0,0.0,5.0,0.0,57.0,0.4,0.5,0.5,0.5,2.0,31.0,1.0,0.0,0.0,0.54526776,2.8884084,-0.29956257,-0.8329613,-0.67801195,-0.08546056,-1.7242503,-1.1204298,0.82144654,2.2571943,26
56.0,50.0,0.0,3.0,0.0,0.0,0.0,53.0,8.0,8.5,9.6,10.2,2.0,540.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,448
244.0,91.0,12.0,44.0,60.0,50.0,257.0,0.0,3.7,3.5,4.5,4.2,3.0,1092.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,906
12.0,0.0,0.0,6.0,7.0,0.0,10.0,3.0,17.6,16.2,17.6,16.2,13.0,211.0,0.0,0.0,0.0,-0.18244566,0.4446035,-0.34830558,-0.20481202,-0.1301548,-0.23129427,-0.29142532,-0.11713155,0.15905078,-0.041251525,211
1416.0,402.0,432.0,0.0,252.0,65.0,376.0,775.0,1.2,1.5,1.2,1.5,12.0,1724.0,0.0,0.0,0.0,-0.28703523,0.49099246,-0.26595962,-0.2346896,-0.21166652,-0.38617736,-0.4410412,0.24545957,0.1975262,-0.2962731,1724
67.0,3.0,26.0,0.0,7.0,35.0,71.0,0.0,23.6,22.3,27.2,25.6,5.0,1821.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,1584
95.0,36.0,0.0,32.0,24.0,0.0,0.0,92.0,1.6,1.6,1.9,1.9,7.0,178.0,1.0,0.0,0.0,-0.7462157,0.8438431,-0.9535373,0.27317846,0.053777784,0.3381372,-1.6193348,-0.4416362,0.068970725,-0.45735407,148
2376.0,638.0,233.0,639.0,580.0,131.0,2221.0,0.0,10.7,11.5,12.9,13.8,24.0,30701.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,25482
442.0,225.0,102.0,57.0,91.0,0.0,82.0,393.0,1.5,1.4,1.5,1.4,5.0,683.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,683
68.0,21.0,12.0,19.0,15.0,0.0,11.0,56.0,37.1,37.6,44.7,45.3,4.0,3037.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2521
268.0,76.0,96.0,45.0,41.0,10.0,248.0,20.0,10.9,10.9,10.9,10.9,9.0,2933.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2933
90.0,96.0,0.0,0.0,0.0,0.0,96.0,0.0,5.5,5.1,6.6,6.2,2.0,595.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,494
72.0,23.0,25.0,7.0,17.0,0.0,55.0,17.0,6.8,6.8,6.8,6.8,7.0,486.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,486
505.0,111.0,127.0,18.0,216.0,0.0,472.0,0.0,9.8,10.5,9.8,10.5,30.0,4955.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,4955
450.0,112.0,145.0,59.0,105.0,0.0,356.0,58.0,13.6,14.6,13.6,14.6,7.0,6138.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,6138
230.0,129.0,38.0,46.0,57.0,0.0,230.0,40.0,6.3,5.4,7.6,6.5,10.0,1748.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,1451
242.0,97.0,78.0,4.0,43.0,0.0,0.0,222.0,1.3,1.4,1.5,1.7,2.0,375.0,1.0,0.0,0.0,-0.27046266,0.34017658,-0.3285523,-0.045571163,-0.019805722,-0.078329295,-0.59397143,-0.078347884,0.18716542,-0.23412246,311
106.0,21.0,76.0,6.0,0.0,0.0,7.0,96.0,23.1,23.7,27.8,28.6,2.0,2946.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2445
31.0,10.0,14.0,0.0,7.0,0.0,4.0,27.0,7.6,7.6,7.6,7.6,6.0,237.0,1.0,0.0,0.0,-0.13996118,0.25610954,-0.33148837,-0.13530552,-0.036789455,-0.15566322,-0.27653283,-0.13782644,0.031898595,-0.117857516,237
1186.0,422.0,306.0,109.0,168.0,230.0,1235.0,0.0,3.1,3.0,3.1,3.0,9.0,3711.0,0.0,1.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,3711
256.0,69.0,198.0,0.0,0.0,5.0,272.0,0.0,11.5,10.8,11.5,10.8,19.0,2941.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2941
191.0,44.0,60.0,15.0,49.0,25.0,159.0,34.0,12.7,12.6,12.7,12.6,11.0,2430.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2430
213.0,102.0,63.0,6.0,28.0,0.0,186.0,13.0,11.9,12.7,14.3,15.3,10.0,3051.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2532
4562.0,1098.0,1278.0,498.0,1059.0,0.0,3933.0,0.0,5.8,6.7,5.8,6.7,15.0,26408.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,26408
141.0,44.0,33.0,44.0,17.0,0.0,5.0,133.0,8.8,9.0,10.6,10.9,2.0,1499.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,1244
187.0,23.0,65.0,17.0,91.0,5.0,201.0,0.0,3.0,2.8,3.6,3.4,6.0,677.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,562
128.0,45.0,0.0,68.0,0.0,15.0,128.0,0.0,25.8,25.8,56.1,56.1,10.0,7180.0,1.0,0.0,0.0,-11.27435,-22.221804,-14.697324,16.559067,12.147281,-19.351946,0.6002969,-21.374197,-5.3964562,-27.631527,3303
194.0,70.0,16.0,0.0,45.0,47.0,46.0,132.0,2.6,2.8,3.6,3.9,12.0,703.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,499
869.0,288.0,300.0,116.0,230.0,0.0,934.0,0.0,2.4,2.2,2.4,2.2,6.0,2078.0,0.0,1.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2078
125.0,51.0,9.0,33.0,22.0,0.0,20.0,84.0,18.6,20.2,22.4,24.4,3.0,2802.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2326
477.0,235.0,117.0,89.0,46.0,10.0,172.0,218.0,5.7,5.5,5.7,5.5,6.0,2741.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2741
717.0,716.0,13.0,10.0,24.0,0.0,51.0,712.0,4.9,4.6,6.0,5.6,5.0,4272.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,3546
25.0,0.0,28.0,0.0,0.0,0.0,0.0,28.0,5.6,5.0,5.6,5.0,3.0,140.0,1.0,0.0,0.0,-0.029297002,1.7112443,-0.7003759,-0.59496534,-0.5036331,-0.23876023,-0.970439,-0.42041808,0.674379,0.9061171,140
73.0,9.0,61.0,3.0,0.0,0.0,73.0,0.0,19.2,19.2,19.2,19.2,8.0,1404.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,1404
100.0,61.0,0.0,0.0,0.0,42.0,28.0,75.0,9.3,9.0,11.2,10.9,12.0,1119.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,929
273.0,103.0,183.0,15.0,17.0,0.0,318.0,0.0,1.9,1.7,1.9,1.7,5.0,528.0,0.0,1.0,0.0,0.17829923,3.8015945,-0.9321541,-1.2806846,-1.2148397,-0.9790956,-0.9448008,-0.26788315,2.2529933,1.9587497,528
587.0,108.0,119.0,94.0,203.0,0.0,524.0,0.0,6.4,7.2,6.4,7.2,15.0,3748.0,0.0,1.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,3748
1437.0,920.0,154.0,41.0,203.0,0.0,1318.0,0.0,3.4,3.7,3.4,3.7,18.0,4900.0,0.0,0.0,1.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,4900
97.0,3.0,101.0,3.0,0.0,7.0,108.0,6.0,19.1,16.3,19.1,16.3,12.0,1853.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,1853
224.0,110.0,25.0,6.0,49.0,5.0,195.0,0.0,12.9,14.8,14.8,17.0,13.0,3322.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2890
321.0,168.0,46.0,9.0,77.0,15.0,315.0,0.0,3.4,3.4,3.4,3.4,11.0,1076.0,0.0,0.0,1.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,1076
99.0,6.0,4.0,19.0,59.0,10.0,98.0,0.0,24.1,24.4,29.1,29.3,4.0,2876.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2387
416.0,179.0,40.0,54.0,109.0,7.0,318.0,65.0,3.8,4.1,4.6,4.9,6.0,1911.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,1586
71.0,21.0,21.0,4.0,14.0,5.0,25.0,40.0,14.0,15.3,16.9,18.5,4.0,1201.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,997
120.0,60.0,48.0,12.0,0.0,0.0,12.0,108.0,1.8,1.8,1.8,1.8,5.0,212.0,1.0,0.0,0.0,-0.4902446,0.4128165,-0.60825735,0.08053367,0.0034338683,0.083826445,-0.87227035,-0.3861975,0.12197934,-0.22429606,212
213.0,72.0,43.0,3.0,84.0,30.0,132.0,97.0,6.0,5.5,6.0,5.5,12.0,1278.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,1278
1634.0,625.0,387.0,223.0,399.0,0.0,1634.0,0.0,4.3,4.3,4.3,4.3,12.0,7060.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,7060
275.0,184.0,11.0,48.0,7.0,0.0,7.0,243.0,2.6,2.8,2.6,2.8,9.0,702.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,702
458.0,202.0,66.0,75.0,115.0,0.0,458.0,0.0,2.0,2.0,2.0,2.0,16.0,903.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,903
218.0,28.0,118.0,44.0,0.0,10.0,91.0,109.0,31.0,33.8,37.4,40.8,8.0,8151.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,6765
498.0,107.0,132.0,7.0,77.0,122.0,445.0,0.0,16.5,18.5,16.5,18.5,19.0,8227.0,0.0,1.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,8227
143.0,54.0,65.0,0.0,14.0,0.0,11.0,122.0,2.3,2.5,2.8,3.0,4.0,402.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,334
722.0,163.0,0.0,202.0,237.0,20.0,622.0,0.0,5.8,6.7,5.8,6.7,9.0,4164.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,4164
236.0,27.0,192.0,12.0,37.0,0.0,268.0,0.0,29.0,25.5,29.0,25.5,15.0,6844.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,6844
239.0,39.0,70.0,18.0,62.0,55.0,244.0,0.0,6.9,6.8,6.9,6.8,10.0,1661.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,1661
1882.0,711.0,589.0,218.0,442.0,0.0,1960.0,0.0,3.2,3.1,3.2,3.1,10.0,6068.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,6068
291.0,188.0,29.0,0.0,69.0,37.0,323.0,0.0,20.8,18.8,22.4,20.2,14.0,6519.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,6063
328.0,124.0,71.0,61.0,66.0,0.0,322.0,0.0,2.0,2.1,2.0,2.1,13.0,665.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,665
264.0,126.0,7.0,50.0,84.0,0.0,267.0,0.0,2.1,2.0,2.1,2.0,6.0,544.0,1.0,0.0,0.0,-0.5925126,0.4988654,-0.7004674,0.12789968,-0.0028317347,0.14303356,-1.0613514,-0.46918398,0.1310665,-0.2629815,544
270.0,54.0,42.0,53.0,91.0,30.0,270.0,0.0,3.3,3.3,3.3,3.3,6.0,893.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,893
32.0,0.0,7.0,12.0,0.0,10.0,29.0,0.0,11.0,12.1,11.0,12.1,2.5,352.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,352
1382.0,353.0,245.0,7.0,581.0,253.0,1439.0,0.0,2.4,2.3,2.4,2.3,8.0,3344.0,0.0,0.0,1.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,3344
98.0,45.0,5.0,19.0,28.0,0.0,94.0,3.0,4.1,4.2,5.0,5.0,1.0,487.0,1.0,0.0,0.0,-0.20367141,0.237406,-0.39883715,-0.03964915,0.011772081,-0.045843683,-0.43704826,-0.1879717,0.06133089,-0.13847098,404
289.0,3.0,100.0,0.0,66.0,145.0,314.0,0.0,19.8,18.3,19.8,18.3,8.0,5732.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,5732
1059.0,299.0,234.0,144.0,217.0,60.0,954.0,0.0,21.6,24.0,24.9,27.6,17.0,26345.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,22920
724.0,331.0,12.0,189.0,164.0,0.0,530.0,142.0,13.0,13.5,15.7,16.3,9.0,11336.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,9409
40.0,10.0,22.0,0.0,17.0,0.0,49.0,0.0,7.1,5.8,7.1,5.8,4.0,285.0,0.0,0.0,1.0,-0.23146588,0.52843916,-0.50455475,-0.13277885,-0.11623675,-0.057374373,-0.5787773,-0.21763578,0.2547734,0.06145999,285
128.0,72.0,18.0,24.0,7.0,0.0,4.0,117.0,10.1,10.7,12.2,12.9,3.0,1558.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,1293
1248.0,249.0,262.0,146.0,423.0,15.0,1095.0,0.0,12.2,13.8,12.2,13.8,12.0,15165.0,0.0,0.0,1.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,15165
387.0,109.0,118.0,67.0,90.0,7.0,391.0,0.0,8.5,8.4,10.2,10.1,17.0,3960.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,3287
73.0,0.0,65.0,0.0,0.0,5.0,19.0,44.0,10.5,10.9,12.6,13.1,3.0,920.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,764
151.0,22.0,0.0,68.0,47.0,0.0,32.0,105.0,14.5,16.0,17.5,19.3,3.0,2643.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2194
465.0,48.0,162.0,0.0,196.0,37.0,443.0,0.0,4.3,4.5,5.2,5.5,4.0,2427.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2014
